"dataset"	"root_id"	"supervoxel_id"	"side"	"soma_division"	"class"	"type"	"synonyms"	"hemilineage"	"group"	"subclass"	"cell_id"
"FANC"	"648518346492995248"	"73608181116557021"	"R"	"T1"	"AN"	"AN16B078"	""	"16B"	"648518346467416583"	NA	"12168"
"FANC"	"648518346493833073"	"73185968584644312"	"L"	"T1"	"AN"	"AN16B078"	""	"16B"	"648518346467416583"	NA	"12177"
"FANC"	"648518346497180312"	"73608181116436992"	"R"	"T1"	"AN"	"AN16B078"	""	"16B"	"648518346467416583"	NA	"12054"
"FANC"	"648518346500660696"	"73185968651546632"	"L"	"T1"	"AN"	"AN16B078"	""	"16B"	"648518346467416583"	NA	"12070"
"FANC"	"648518346503054323"	"73608181116564880"	"R"	"T1"	"AN"	"AN16B078"	""	"16B"	"648518346467416583"	NA	"12155"
"FANC"	"648518346506456098"	"73608181116572548"	"R"	""	"AN"	"AN16B078"	""	"16B"	"648518346467416583"	NA	"12132"
"FANC"	"648518346507314760"	"73608181116599052"	"R"	"T1"	"AN"	"AN16B078"	""	"16B"	"648518346467416583"	NA	"12031"
"FANC"	"648518346517422628"	"73185968651462760"	"L"	"T1"	"AN"	"AN16B078"	""	"16B"	"648518346467416583"	NA	"12039"
"FANC"	"648518346481510593"	"73185968584554011"	"L"	"T1"	"AN"	"AN16B081"	""	"16B"	"648518346481510593"	NA	"13810"
"FANC"	"648518346483904541"	"73608181049871497"	"R"	"T1"	"AN"	"AN16B081"	""	"16B"	"648518346481510593"	NA	"13811"
"FANC"	"648518346477650958"	"73608181116645385"	"R"	"T1"	"AN"	"AN16B112"	""	"16B"	"648518346477650958"	NA	"12011"
"FANC"	"648518346483291980"	"73185968584750894"	"L"	"T1"	"AN"	"AN16B112"	""	"16B"	"648518346477650958"	NA	"12024"
"FANC"	"648518346502115401"	"73185968651518369"	"L"	"T1"	"AN"	"AN16B112"	""	"16B"	"648518346477650958"	NA	"12045"
"FANC"	"648518346511964016"	"73608181116386874"	"R"	"T1"	"AN"	"AN16B112"	""	"16B"	"648518346477650958"	NA	"12005"
"FANC"	"648518346465116789"	"73185968584579515"	"L"	"T1"	"AN"	"AN16B116"	""	"16B"	"648518346465116789"	NA	"12027"
"FANC"	"648518346489322437"	"73608181049529426"	"R"	"T1"	"AN"	"AN16B116"	""	"16B"	"648518346465116789"	NA	"12036"
"FANC"	"648518346459834884"	"73256337530102775"	"L"	"T3"	"AN"	"AN17A002"	""	"17A"	"648518346459834884"	NA	"13101"
"FANC"	"648518346488911082"	"73397075018687751"	"R"	"T3"	"AN"	"AN17A002"	""	"17A"	"648518346459834884"	NA	"13084"
"FANC"	"648518346489556751"	"73397075085455144"	"R"	"T3"	"AN"	"AN17A003"	""	"17A"	"648518346489556751"	NA	"13145"
"FANC"	"648518346490006490"	"73326706274297318"	"L"	"T1"	"AN"	"AN17A003"	""	"17A"	"648518346489556751"	NA	"12204"
"FANC"	"648518346493753848"	"73467443829371222"	"R"	"T1"	"AN"	"AN17A003"	""	"17A"	"648518346489556751"	NA	"12041"
"FANC"	"648518346494720021"	"73326706341252889"	"L"	"T2"	"AN"	"AN17A003"	""	"17A"	"648518346489556751"	NA	"12719"
"FANC"	"648518346501994858"	"73256337596994001"	"L"	"T3"	"AN"	"AN17A003"	""	"17A"	"648518346489556751"	NA	"13179"
"FANC"	"648518346504958854"	"73397075085408054"	"R"	"T2"	"AN"	"AN17A003"	""	"17A"	"648518346489556751"	NA	"12699"
"FANC"	"648518346480128166"	"73397075018340994"	"R"	"T2"	"AN"	"AN17A004"	""	"17A"	"648518346480128166"	NA	"12728"
"FANC"	"648518346497825639"	"73326706274340483"	"L"	"T2"	"AN"	"AN17A004"	""	"17A"	"648518346480128166"	NA	"12762"
"FANC"	"648518346496047179"	"73397074951236950"	"R"	"T3"	"AN"	"AN17A008"	""	"17A"	"648518346496047179"	NA	"13122"
"FANC"	"648518346509728643"	"73326706206927967"	"L"	"T3"	"AN"	"AN17A008"	""	"17A"	"648518346496047179"	NA	"13134"
"FANC"	"648518346494545797"	"73397075085379325"	"R"	"A1"	"AN"	"AN17A009"	""	"17A"	"648518346494545797"	NA	"13250"
"FANC"	"648518346499613022"	"73326706274299831"	"L"	"A1"	"AN"	"AN17A009"	""	"17A"	"648518346494545797"	NA	"13311"
"FANC"	"648518346475530624"	"73397074884271999"	"L"	"T3"	"AN"	"AN17A012"	""	"17A"	"648518346475530624"	NA	"13114"
"FANC"	"648518346485631763"	"73397074951148460"	"L"	"A1"	"AN"	"AN17A012"	""	"17A"	"648518346475530624"	NA	"13350"
"FANC"	"648518346510112806"	"73397074951366880"	"R"	"T3"	"AN"	"AN17A012"	""	"17A"	"648518346475530624"	NA	"13070"
"FANC"	"648518346517173797"	"73397074951424018"	"R"	"A1"	"AN"	"AN17A012"	""	"17A"	"648518346475530624"	NA	"13255"
"FANC"	"648518346484196893"	"73326706274189622"	"L"	"T1"	"AN"	"AN17A013"	""	"17A"	"648518346484196893"	NA	"12397"
"FANC"	"648518346488195870"	"73397075018423095"	"R"	"T1"	"AN"	"AN17A013"	""	"17A"	"648518346484196893"	NA	"12248"
"FANC"	"648518346466129712"	"73397075018374308"	"R"	"T1"	"AN"	"AN17A014"	""	"17A"	"648518346466129712"	NA	"12102"
"FANC"	"648518346481817247"	"73397074951373283"	"L"	"T2"	"AN"	"AN17A014"	""	"17A"	"648518346466129712"	NA	"12770"
"FANC"	"648518346489545305"	"73397075018316729"	"R"	"T3"	"AN"	"AN17A014"	""	"17A"	"648518346466129712"	NA	"13091"
"FANC"	"648518346490075996"	"73326706274099374"	"L"	"T3"	"AN"	"AN17A014"	""	"17A"	"648518346466129712"	NA	"13187"
"FANC"	"648518346472711689"	"73326706274191912"	"L"	"T1"	"AN"	"AN17A014"	""	"17A"	"648518346466129712"	NA	"12097"
"FANC"	"648518346497144472"	"73397075018402605"	"R"	"T2"	"AN"	"AN17A014"	""	"17A"	"648518346466129712"	NA	"12735"
"FANC"	"648518346477796828"	"73326706274206447"	"L"	"T3"	"AN"	"AN17A015"	""	"17A"	"648518346477796828"	NA	"13138"
"FANC"	"648518346488136272"	"73397075018338621"	"R"	"T1"	"AN"	"AN17A015"	""	"17A"	"648518346477796828"	NA	"12148"
"FANC"	"648518346491668079"	"73397075018489499"	"R"	"T2"	"AN"	"AN17A015"	""	"17A"	"648518346477796828"	NA	"12738"
"FANC"	"648518346491946028"	"73326706274172944"	"L"	"T2"	"AN"	"AN17A015"	""	"17A"	"648518346477796828"	NA	"12751"
"FANC"	"648518346497171096"	"73397075018586279"	"R"	"A1"	"AN"	"AN17A015"	""	"17A"	"648518346477796828"	NA	"13202"
"FANC"	"648518346517685028"	"73397075018565782"	"R"	"T3"	"AN"	"AN17A015"	""	"17A"	"648518346477796828"	NA	"13089"
"FANC"	"648518346517955432"	"73326706274323439"	"L"	"A1"	"AN"	"AN17A015"	""	"17A"	"648518346477796828"	NA	"13207"
"FANC"	"648518346518616150"	"73326706274172961"	"L"	"T1"	"AN"	"AN17A015"	""	"17A"	"648518346477796828"	NA	"12232"
"FANC"	"648518346476942792"	"73397075085393381"	"R"	"T3"	"AN"	"AN17A018"	""	"17A"	"648518346476942792"	NA	"13098"
"FANC"	"648518346484836429"	"73326706274239732"	"L"	"T3"	"AN"	"AN17A018"	""	"17A"	"648518346476942792"	NA	"13135"
"FANC"	"648518346485646611"	"73326706274264461"	"L"	"T1"	"AN"	"AN17A018"	""	"17A"	"648518346476942792"	NA	"12331"
"FANC"	"648518346490200247"	"73397075085403695"	"R"	"T1"	"AN"	"AN17A018"	""	"17A"	"648518346476942792"	NA	"12025"
"FANC"	"648518346507634553"	"73397075018614172"	"R"	"T2"	"AN"	"AN17A018"	""	"17A"	"648518346476942792"	NA	"12736"
"FANC"	"648518346514656455"	"73326706274235085"	"L"	"T2"	"AN"	"AN17A018"	""	"17A"	"648518346476942792"	NA	"12764"
"FANC"	"648518346483123788"	"73326706274304954"	"L"	"T2"	"AN"	"AN17A024"	""	"17A"	"648518346483123788"	NA	"12752"
"FANC"	"648518346492667822"	"73397075018520710"	"R"	"T2"	"AN"	"AN17A024"	""	"17A"	"648518346483123788"	NA	"12771"
"FANC"	"648518346496297021"	"73397075085186628"	"R"	"T3"	"AN"	"AN17A024"	""	"17A"	"648518346483123788"	NA	"13136"
"FANC"	"648518346499367771"	"73326706274281378"	"L"	"T3"	"AN"	"AN17A024"	""	"17A"	"648518346483123788"	NA	"13312"
"FANC"	"648518346512190143"	"73326706274196817"	"L"	"T1"	"AN"	"AN17A024"	""	"17A"	"648518346483123788"	NA	"12292"
"FANC"	"648518346517282884"	"73397075085360633"	"R"	"T1"	"AN"	"AN17A024"	""	"17A"	"648518346483123788"	NA	"12187"
"FANC"	"648518346482825637"	"73397075018276094"	"R"	"T2"	"AN"	"AN17A026"	""	"17A"	"648518346482825637"	NA	"12721"
"FANC"	"648518346507359007"	"73326706207155989"	"L"	"T2"	"AN"	"AN17A026"	""	"17A"	"648518346482825637"	NA	"12779"
"FANC"	"648518346475803618"	"73326706274177701"	"L"	"T2"	"AN"	"AN17A031"	""	"17A"	"648518346475803618"	NA	"12744"
"FANC"	"648518346493950971"	"73397075085372307"	"R"	"T2"	"AN"	"AN17A031"	""	"17A"	"648518346475803618"	NA	"12732"
"FANC"	"648518346488555145"	"73397075085426525"	"R"	"T1"	"AN"	"AN17A047"	""	"17A"	"648518346488555145"	NA	"12029"
"FANC"	"648518346499978451"	"73326706274219398"	"L"	"T1"	"AN"	"AN17A047"	""	"17A"	"648518346488555145"	NA	"12329"
"FANC"	"648518346495079306"	"73326706274126632"	"L"	"T1"	"AN"	"AN17A050"	""	"17A"	"648518346495079306"	NA	"12303"
"FANC"	"648518346495907216"	"73397075018353058"	"R"	"T1"	"AN"	"AN17A050"	""	"17A"	"648518346495079306"	NA	"12207"
"FANC"	"648518346472627403"	"73397075018321776"	"R"	"T2"	"AN"	"AN17A062"	""	"17A"	"648518346472627403"	NA	"12778"
"FANC"	"648518346487015395"	"73397075018416267"	"R"	"T1"	"AN"	"AN17A062"	""	"17A"	"648518346472627403"	NA	"12226"
"FANC"	"648518346488950109"	"73326706274096669"	"L"	"T1"	"AN"	"AN17A062"	""	"17A"	"648518346472627403"	NA	"12353"
"FANC"	"648518346489194729"	"73326706274124167"	"L"	"T3"	"AN"	"AN17A062"	""	"17A"	"648518346472627403"	NA	"13156"
"FANC"	"648518346495934315"	"73326706274163211"	"L"	"T2"	"AN"	"AN17A062"	""	"17A"	"648518346472627403"	NA	"12824"
"FANC"	"648518346509719171"	"73397075018418476"	"R"	"T3"	"AN"	"AN17A062"	""	"17A"	"648518346472627403"	NA	"13111"
"FANC"	"648518346496495484"	"73326706274209012"	"L"	"T1"	"AN"	"AN17A068"	""	"17A"	"648518346496495484"	NA	"12279"
"FANC"	"648518346521667065"	"73397075085449238"	"R"	"T1"	"AN"	"AN17A068"	""	"17A"	"648518346496495484"	NA	"12050"
"FANC"	"648518346483016869"	"73397074884402522"	"L"	"T2"	"AN"	"AN17A073"	""	"17A"	"648518346483016869"	NA	"12747"
"FANC"	"648518346495571600"	"73397074950954412"	"R"	"T2"	"AN"	"AN17A073"	""	"17A"	"648518346483016869"	NA	"12774"
"FANC"	"648518346491044129"	"73397075018345837"	"R"	"T1"	"AN"	"AN17A076"	""	"17A"	"648518346491044129"	NA	"12151"
"FANC"	"648518346507652985"	"73326706274149448"	"L"	"T1"	"AN"	"AN17A076"	""	"17A"	"648518346491044129"	NA	"12222"
"FANC"	"648518346480087781"	"73256337530023677"	"L"	"A1"	"AN"	"AN17B002"	""	"17B"	"648518346480087781"	NA	"13256"
"FANC"	"648518346486187204"	"73467443762728633"	"R"	"A1"	"AN"	"AN17B002"	""	"17B"	"648518346480087781"	NA	"13234"
"FANC"	"648518346466005552"	"73256337530222148"	"L"	"T2"	"AN"	"AN17B005"	""	"17B"	"648518346466005552"	NA	"12870"
"FANC"	"648518346507385375"	"73467443829622792"	"R"	"T2"	"AN"	"AN17B005"	""	"17B"	"648518346466005552"	NA	"12858"
"FANC"	"648518346479174095"	"73256337530005975"	"L"	"T3"	"AN"	"AN17B007"	""	"17B"	"648518346479174095"	NA	"13199"
"FANC"	"648518346490929784"	"73467443829595819"	"R"	"T3"	"AN"	"AN17B007"	""	"17B"	"648518346479174095"	NA	"13121"
"FANC"	"648518346478231509"	"73467443829606337"	"R"	"T2"	"AN"	"AN17B008"	""	"17B"	"648518346478231509"	NA	"12800"
"FANC"	"648518346478443636"	"73256337530121641"	"L"	"A1"	"AN"	"AN17B008"	""	"17B"	"648518346478231509"	NA	"13247"
"FANC"	"648518346481705661"	"73467443829575724"	"R"	"A1"	"AN"	"AN17B008"	""	"17B"	"648518346478231509"	NA	"13219"
"FANC"	"648518346484222493"	"73256337530082612"	"L"	"T2"	"AN"	"AN17B008"	""	"17B"	"648518346478231509"	NA	"12783"
"FANC"	"648518346489674348"	"73467443829664575"	"R"	"A2"	"AN"	"AN17B008"	""	"17B"	"648518346478231509"	NA	"13726"
"FANC"	"648518346470603774"	"73467443829553351"	"R"	"T2"	"AN"	"AN17B009"	""	"17B"	"648518346470603774"	NA	"12932"
"FANC"	"648518346495495094"	"73256337530105280"	"L"	"T2"	"AN"	"AN17B009"	""	"17B"	"648518346470603774"	NA	"12843"
"FANC"	"648518346473080420"	"73467443829587377"	"R"	"T3"	"AN"	"AN17B011"	""	"17B"	"648518346473080420"	NA	"13058"
"FANC"	"648518346490380810"	"73256337530102806"	"L"	"T3"	"AN"	"AN17B011"	""	"17B"	"648518346473080420"	NA	"13133"
"FANC"	"648518346478839156"	"73256337530020993"	"L"	"T1"	"AN"	"AN17B012"	""	"17B"	"648518346478839156"	NA	"12335"
"FANC"	"648518346493900536"	"73537812506627179"	"R"	"T1"	"AN"	"AN17B012"	""	"17B"	"648518346478839156"	NA	"12201"
"FANC"	"648518346474176109"	"73256337596830089"	"L"	"A1"	"AN"	"AN17B013"	""	"17B"	"648518346474176109"	NA	"13248"
"FANC"	"648518346484165661"	"73467443829556226"	"R"	"A1"	"AN"	"AN17B013"	""	"17B"	"648518346474176109"	NA	"13228"
"FANC"	"648518346494213131"	"73467443829531626"	"R"	"T3"	"AN"	"AN17B013"	""	"17B"	"648518346474176109"	NA	"13150"
"FANC"	"648518346496504700"	"73256337596959233"	"L"	"T3"	"AN"	"AN17B013"	""	"17B"	"648518346474176109"	NA	"13230"
"FANC"	"648518346481454437"	"73467443762761245"	"R"	"T2"	"AN"	"AN17B016"	""	"17B"	"648518346481454437"	NA	"12919"
"FANC"	"648518346492049196"	"73256337529962875"	"L"	"T2"	"AN"	"AN17B016"	""	"17B"	"648518346481454437"	NA	"12880"
"FANC"	"648518346498421586"	"73467443494014463"	"L"	"T1"	"AN"	"AN18B001"	""	"18B"	"648518346498421586"	NA	"12383"
"FANC"	"648518346499942540"	"73326706072915223"	"R"	"T1"	"AN"	"AN18B001"	""	"18B"	"648518346498421586"	NA	"12380"
"FANC"	"648518346486971619"	"73115599907314225"	"L"	"T3"	"AN"	"AN18B002"	""	"18B"	"648518346486971619"	NA	"13144"
"FANC"	"648518346491875858"	"73115599974279986"	"R"	"T3"	"AN"	"AN18B002"	""	"18B"	"648518346486971619"	NA	"13181"
"FANC"	"648518346481401743"	"73397074749899313"	"R"	"T3"	"AN"	"AN18B003"	""	"18B"	"648518346481401743"	NA	"13185"
"FANC"	"648518346489729631"	"73467443427069816"	"L"	"T3"	"AN"	"AN18B003"	""	"18B"	"648518346481401743"	NA	"13203"
"FANC"	"648518346487840578"	"73115599907415524"	"R"	"T2"	"AN"	"AN18B004"	""	"18B"	"648518346487840578"	NA	"12949"
"FANC"	"648518346500016451"	"73467443359625751"	"L"	"T2"	"AN"	"AN18B004"	""	"18B"	"648518346487840578"	NA	"12791"
"FANC"	"648518346477846030"	"73326706139861339"	"R"	"T3"	"AN"	"AN18B019"	""	"18B"	"648518346477846030"	NA	"13175"
"FANC"	"648518346480812800"	"73467443628433288"	"L"	"T3"	"AN"	"AN18B019"	""	"18B"	"648518346477846030"	NA	"13217"
"FANC"	"648518346496778754"	"73326706139922425"	"R"	"T2"	"AN"	"AN18B019"	""	"18B"	"648518346477846030"	NA	"12942"
"FANC"	"648518346478758996"	"73467443628298288"	"L"	"T2"	"AN"	"AN18B019"	""	"18B"	"648518346477846030"	NA	"12895"
"FANC"	"648518346488594057"	"73608181116516841"	"L"	"T1"	"AN"	"AN18B020"	""	"18B"	"648518346488594057"	NA	"12179"
"FANC"	"648518346488848397"	"73185968584554004"	"R"	"T1"	"AN"	"AN18B020"	""	"18B"	"648518346488594057"	NA	"12071"
"FANC"	"648518346489036045"	"73467443426992764"	"L"	"T2"	"AN"	"AN18B022"	""	"18B"	"648518346489036045"	NA	"12833"
"FANC"	"648518346494720789"	"73326706005906884"	"R"	"T2"	"AN"	"AN18B022"	""	"18B"	"648518346489036045"	NA	"12758"
"FANC"	"648518346486036393"	"73185968517456810"	"R"	"T1"	"AN"	"AN18B023"	""	"18B"	"648518346486036393"	NA	"12176"
"FANC"	"648518346518152022"	"73608180982553314"	"L"	"T1"	"AN"	"AN18B023"	""	"18B"	"648518346486036393"	NA	"12239"
"FANC"	"648518346488388847"	"73537812171224809"	"L"	"T1"	"AN"	"AN18B025"	""	"18B"	"648518346488388847"	NA	"12257"
"FANC"	"648518346491739966"	"73256337261620288"	"R"	"T1"	"AN"	"AN18B025"	""	"18B"	"648518346488388847"	NA	"12104"
"FANC"	"648518346494428648"	"73467443427127082"	"L"	"T2"	"AN"	"AN18B032"	""	"18B"	"648518346494428648"	NA	"12845"
"FANC"	"648518346477678094"	"73326706072941591"	"R"	"T2"	"AN"	"AN18B053"	""	"18B"	"648518346477678094"	NA	"12865"
"FANC"	"648518346492123275"	"73467443427006068"	"L"	"T2"	"AN"	"AN18B053"	""	"18B"	"648518346477678094"	NA	"12786"
"FANC"	"648518346494921866"	"73326706072960009"	"R"	"T2"	"AN"	"AN18B053"	""	"18B"	"648518346477678094"	NA	"12811"
"FANC"	"648518346504004046"	"73467443493870817"	"L"	"T2"	"AN"	"AN18B053"	""	"18B"	"648518346477678094"	NA	"12854"
"FANC"	"648518346467401991"	"73467443426863610"	"L"	"T2"	"AN"	"AN18B999"	""	"18B"	"648518346467401991"	NA	"12871"
"FANC"	"648518346500162047"	"73326706005625800"	"R"	"T2"	"AN"	"AN18B999"	""	"18B"	"648518346467401991"	NA	"12834"
"FANC"	"648518346480215355"	"73467443426967621"	"R"	"T1"	"AN"	"AN19A018"	""	"19A"	"648518346480215355"	NA	"12467"
"FANC"	"648518346484711171"	"73397074749863158"	"L"	"A2"	"AN"	"AN19A018"	""	"19A"	"648518346480215355"	NA	"13735"
"FANC"	"648518346491157283"	"73397074749806415"	"L"	"T2"	"AN"	"AN19A018"	""	"19A"	"648518346480215355"	NA	"12981"
"FANC"	"648518346492009867"	"73397074682745677"	"L"	"A1"	"AN"	"AN19A018"	""	"19A"	"648518346480215355"	NA	"13157"
"FANC"	"648518346494150688"	"73467443426992854"	"R"	"A2"	"AN"	"AN19A018"	""	"19A"	"648518346480215355"	NA	"13785"
"FANC"	"648518346500363480"	"73467443427046063"	"R"	"T2"	"AN"	"AN19A018"	""	"19A"	"648518346480215355"	NA	"13734"
"FANC"	"648518346509725129"	"73397074682585084"	"R"	"A1"	"AN"	"AN19A018"	""	"19A"	"648518346480215355"	NA	"13172"
"FANC"	"648518346506845474"	"73397074682690605"	"L"	"T1"	"AN"	"AN19A018"	""	"19A"	"648518346480215355"	NA	"12468"
"FANC"	"648518346497662966"	"73608180982162076"	"R"	"T1"	"AN"	"AN19A019"	""	"19A"	"648518346497662966"	NA	"12465"
"FANC"	"648518346517294148"	"73185968584247815"	"L"	"T1"	"AN"	"AN19A019"	""	"19A"	"648518346497662966"	NA	"12471"
"FANC"	"648518346493248284"	"73537812170997626"	"R"	"T1"	"AN"	"AN19A038"	""	"19A"	"648518346493248284"	NA	"12472"
"FANC"	"648518346495277494"	"73185968517447033"	"L"	"T1"	"AN"	"AN19A038"	""	"19A"	"648518346493248284"	NA	"12485"
"FANC"	"648518346470588414"	"73608181116780229"	"L"	"T1"	"AN"	"AN19B001"	""	"19B"	"648518346470588414"	NA	"12620"
"FANC"	"648518346491844113"	"73608181116658268"	"L"	"T2"	"AN"	"AN19B001"	""	"19B"	"648518346470588414"	NA	"13097"
"FANC"	"648518346494274951"	"73115599907363322"	"R"	"T1"	"AN"	"AN19B001"	""	"19B"	"648518346470588414"	NA	"12672"
"FANC"	"648518346511312770"	"73115599907373448"	"R"	"T2"	"AN"	"AN19B001"	""	"19B"	"648518346470588414"	NA	"13038"
"FANC"	"648518346492151691"	"73185968651662429"	"R"	"T1"	"AN"	"AN19B004"	""	"19B"	"648518346492151691"	NA	"12696"
"FANC"	"648518346496333836"	"73608181183754609"	"L"	"T1"	"AN"	"AN19B004"	""	"19B"	"648518346492151691"	NA	"12679"
"FANC"	"648518346474408557"	"73678549793748191"	"L"	"T2"	"AN"	"AN19B009"	""	"19B"	"648518346474408557"	NA	"13069"
"FANC"	"648518346477729773"	"73115599840269025"	"R"	"T1"	"AN"	"AN19B009"	""	"19B"	"648518346474408557"	NA	"12482"
"FANC"	"648518346478867920"	"73115599907481728"	"R"	"T2"	"AN"	"AN19B009"	""	"19B"	"648518346474408557"	NA	"13039"
"FANC"	"648518346512848030"	"73678549793728441"	"L"	"T1"	"AN"	"AN19B009"	""	"19B"	"648518346474408557"	NA	"12600"
"FANC"	"648518346492529595"	"73256337462810660"	"R"	"T2"	"AN"	"AN19B010"	""	"19B"	"648518346492529595"	NA	"13103"
"FANC"	"648518346509715843"	"73608181183822378"	"L"	"T2"	"AN"	"AN19B010"	""	"19B"	"648518346492529595"	NA	"13171"
"FANC"	"648518346479408785"	"73115599974415087"	"R"	"T2"	"AN"	"AN19B014"	""	"19B"	"648518346479408785"	NA	"13045"
"FANC"	"648518346491775400"	"73678549927769740"	"L"	"T2"	"AN"	"AN19B014"	""	"19B"	"648518346479408785"	NA	"13032"
"FANC"	"648518346509863881"	"73608180982538398"	"L"	"T1"	"AN"	"AN19B015"	""	"19B"	"648518346509863881"	NA	"12651"
"FANC"	"648518346524093957"	"73256337261580140"	"R"	"T1"	"AN"	"AN19B015"	""	"19B"	"648518346509863881"	NA	"12604"
"FANC"	"648518346499891340"	"73678549860773870"	"L"	"T1"	"AN"	"AN19B017"	""	"19B"	"648518346499891340"	NA	"12713"
"FANC"	"648518346509501827"	"73115599907529158"	"R"	"T1"	"AN"	"AN19B017"	""	"19B"	"648518346499891340"	NA	"12627"
"FANC"	"648518346486018500"	"73608181116562479"	"L"	"T1"	"AN"	"AN19B018"	""	"19B"	"648518346486018500"	NA	"12560"
"FANC"	"648518346515829754"	"73185968651484982"	"R"	"T1"	"AN"	"AN19B018"	""	"19B"	"648518346486018500"	NA	"12538"
"FANC"	"648518346494966443"	"73115599907144506"	"R"	"T1"	"AN"	"AN19B019"	""	"19B"	"648518346494966443"	NA	"12614"
"FANC"	"648518346508959039"	"73678549793626476"	"L"	"T1"	"AN"	"AN19B019"	""	"19B"	"648518346494966443"	NA	"12566"
"FANC"	"648518346492221311"	"73608181116623230"	"L"	"T3"	"AN"	"AN19B022"	""	"19B"	"648518346492221311"	NA	"13099"
"FANC"	"648518346493141056"	"73115599907485682"	"R"	"T3"	"AN"	"AN19B022"	""	"19B"	"648518346492221311"	NA	"13155"
"FANC"	"648518346477524188"	"73115599907344119"	"R"	"T2"	"AN"	"AN19B024"	""	"19B"	"648518346477524188"	NA	"13034"
"FANC"	"648518346478193621"	"73678549793644524"	"L"	"T2"	"AN"	"AN19B024"	""	"19B"	"648518346477524188"	NA	"13052"
"FANC"	"648518346467404295"	"73608181116479977"	"L"	"T2"	"AN"	"AN19B025"	""	"19B"	"648518346467404295"	NA	"13035"
"FANC"	"648518346488189264"	"73115599840436465"	"R"	"T2"	"AN"	"AN19B025"	""	"19B"	"648518346467404295"	NA	"13029"
"FANC"	"648518346493316672"	"73678549793621446"	"L"	"T3"	"AN"	"AN19B028"	""	"19B"	"648518346493316672"	NA	"13148"
"FANC"	"648518346507138376"	"73115599907248989"	"R"	"T3"	"AN"	"AN19B028"	""	"19B"	"648518346493316672"	NA	"13143"
"FANC"	"648518346475981282"	"73115599907514151"	"R"	"T2"	"AN"	"AN19B032"	""	"19B"	"648518346475981282"	NA	"13025"
"FANC"	"648518346496526900"	"73678549860669743"	"L"	"T2"	"AN"	"AN19B032"	""	"19B"	"648518346475981282"	NA	"13056"
"FANC"	"648518346472659465"	"73678549726479038"	"L"	"T3"	"AN"	"AN19B036"	""	"19B"	"648518346472659465"	NA	"13213"
"FANC"	"648518346494738743"	"73678549793703073"	"L"	"T2"	"AN"	"AN19B036"	""	"19B"	"648518346472659465"	NA	"13041"
"FANC"	"648518346495558223"	"73115599974466659"	"R"	"T2"	"AN"	"AN19B036"	""	"19B"	"648518346472659465"	NA	"13043"
"FANC"	"648518346521658617"	"73115599907465835"	"R"	"T3"	"AN"	"AN19B036"	""	"19B"	"648518346472659465"	NA	"13197"
"FANC"	"648518346477726445"	"73537812305459063"	"L"	"A1"	"AN"	"AN19B039"	""	"19B"	"648518346477726445"	NA	"13200"
"FANC"	"648518346479623872"	"73185968584368242"	"R"	"A1"	"AN"	"AN19B039"	""	"19B"	"648518346477726445"	NA	"13766"
"FANC"	"648518346487932372"	"73185968718649538"	"R"	"T1"	"AN"	"AN19B042"	""	"19B"	"648518346487932372"	NA	"12587"
"FANC"	"648518346512151487"	"73608181183909675"	"L"	"T1"	"AN"	"AN19B042"	""	"19B"	"648518346487932372"	NA	"12516"
"FANC"	"648518346475847650"	"73115599907491648"	"R"	"T1"	"AN"	"AN19B044"	""	"19B"	"648518346475847650"	NA	"12512"
"FANC"	"648518346476707958"	"73115599907590718"	"R"	"T1"	"AN"	"AN19B044"	""	"19B"	"648518346475847650"	NA	"12525"
"FANC"	"648518346490003251"	"73678549860724215"	"L"	"T1"	"AN"	"AN19B044"	""	"19B"	"648518346475847650"	NA	"12548"
"FANC"	"648518346500030463"	"73608181116562452"	"L"	"T1"	"AN"	"AN19B044"	""	"19B"	"648518346475847650"	NA	"12608"
"FANC"	"648518346467416327"	"73608181049519348"	"L"	"T3"	"AN"	"AN19B046"	""	"19B"	"648518346467416327"	NA	"13065"
"FANC"	"648518346472489010"	"73185968584602704"	"R"	"T3"	"AN"	"AN19B046"	""	"19B"	"648518346467416327"	NA	"13083"
"FANC"	"648518346484712451"	"73608181116562454"	"L"	"T3"	"AN"	"AN19B046"	""	"19B"	"648518346467416327"	NA	"13182"
"FANC"	"648518346490474248"	"73185968584566142"	"R"	"T3"	"AN"	"AN19B046"	""	"19B"	"648518346467416327"	NA	"13141"
"FANC"	"648518346479205330"	"73115599907450340"	"R"	"T1"	"AN"	"AN19B049"	""	"19B"	"648518346479205330"	NA	"12500"
"FANC"	"648518346494446450"	"73608181116596506"	"L"	"T1"	"AN"	"AN19B049"	""	"19B"	"648518346479205330"	NA	"12584"
"FANC"	"648518346466794350"	"73115599907503469"	"R"	"A2"	"AN"	"AN19B051"	""	"19B"	"648518346466794350"	NA	"13413"
"FANC"	"648518346498173522"	"73678549793757871"	"L"	"A3"	"AN"	"AN19B051"	""	"19B"	"648518346466794350"	NA	"13794"
"FANC"	"648518346515853898"	"73115599907378455"	"R"	"A3"	"AN"	"AN19B051"	""	"19B"	"648518346466794350"	NA	"13736"
"FANC"	"648518346480531713"	"73608181049541965"	"L"	"T3"	"AN"	"AN19B059"	""	"19B"	"648518346480531713"	NA	"13163"
"FANC"	"648518346496109068"	"73185968584592280"	"R"	"T3"	"AN"	"AN19B059"	""	"19B"	"648518346480531713"	NA	"13116"
