"dataset"	"root_id"	"supervoxel_id"	"side"	"soma_division"	"class"	"type"	"synonyms"	"hemilineage"	"group"	"subclass"	"cell_id"
"FANC"	"648518346491969324"	"73185968584526035"	"L"	"brain"	"DN"	"DNnt011"	""	NA	"73185968584372683"	NA	"10158"
"FANC"	"648518346488893417"	"73185968517399517"	"L"	"brain"	"DN"	"DNnt011"	""	NA	"73185968584372683"	NA	"10231"
"FANC"	"648518346518251862"	"73185968584195536"	"L"	"brain"	"DN"	"DNnt011"	""	NA	"73185968584372683"	NA	"10230"
"FANC"	"648518346488823274"	"73256337261746997"	"L"	"brain"	"DN"	"DNnt011"	""	NA	"73185968584372683"	NA	"10267"
"FANC"	"648518346499023937"	"73185968584505650"	"L"	"brain"	"DN"	"DNnt011"	""	NA	"73185968584372683"	NA	"11346"
"FANC"	"648518346480202043"	"73537812238242651"	"R"	"brain"	"DN"	"DNnt011"	""	NA	"73185968584372683"	NA	"11105"
"FANC"	"648518346474286018"	"73537812171393274"	"R"	"brain"	"DN"	"DNnt011"	""	NA	"73185968584372683"	NA	"11108"
"FANC"	"648518346490758691"	"73537812238328375"	"R"	"brain"	"DN"	"DNnt011"	""	NA	"73185968584372683"	NA	"11147"
"FANC"	"648518346470256126"	"73537812238390588"	"R"	"brain"	"DN"	"DNnt011"	""	NA	"73185968584372683"	NA	"11116"
"FANC"	"648518346488494926"	"73537812238293504"	"R"	"brain"	"DN"	"DNnt011"	""	NA	"73185968584372683"	NA	"11134"
"FANC"	"648518346502240423"	"73537812238388221"	"R"	"brain"	"DN"	"DNnt011"	""	NA	"73185968584372683"	NA	"11157"
"FANC"	"648518346485339155"	"73537812238306194"	"R"	"brain"	"DN"	"DNnt011"	""	NA	"73185968584372683"	NA	"11149"
"FANC"	"648518346492087167"	"73537812238228359"	"R"	"brain"	"DN"	"DNnt011"	""	NA	"73185968584372683"	NA	"11106"
"FANC"	"648518346498948929"	"73256337261718889"	"L"	"brain"	"DN"	"DNnt012"	""	NA	"73256337261718889"	NA	"10366"
"FANC"	"648518346488614641"	"73537812238257397"	"R"	"brain"	"DN"	"DNnt012"	""	NA	"73256337261718889"	NA	"10996"
"FANC"	"648518346482760613"	"73185968584414323"	"L"	"brain"	"DN"	"DNnt013"	""	NA	"73185968584414323"	NA	"10130"
"FANC"	"648518346487283603"	"73185968651425352"	"L"	"brain"	"DN"	"DNnt013"	""	NA	"73185968584414323"	NA	"10073"
"FANC"	"648518346485912456"	"73608181116589293"	"R"	"brain"	"DN"	"DNnt013"	""	NA	"73185968584414323"	NA	"11239"
"FANC"	"648518346485968018"	"73608181049554914"	"R"	"brain"	"DN"	"DNnt013"	""	NA	"73185968584414323"	NA	"11273"
"FANC"	"648518346488460984"	"73256337261696530"	"L"	"brain"	"DN"	"DNnt014"	""	NA	"73256337261696530"	NA	"10336"
"FANC"	"648518346476785352"	"73537812237992388"	"R"	"brain"	"DN"	"DNnt014"	""	NA	"73256337261696530"	NA	"11061"
"FANC"	"648518346476823752"	"73256337328591126"	"L"	"brain"	"DN"	"DNnt014"	""	NA	"73256337328591126"	NA	"10341"
"FANC"	"648518346478394228"	"73537812238202030"	"R"	"brain"	"DN"	"DNnt014"	""	NA	"73256337328591126"	NA	"10978"
"FANC"	"648518346481375169"	"73185968517230650"	"L"	"brain"	"DN"	"DNnt015"	""	NA	"73185968517230650"	NA	"10226"
"FANC"	"648518346479613846"	"73537812171264172"	"R"	"brain"	"DN"	"DNnt015"	""	NA	"73185968517230650"	NA	"11150"
"FANC"	"648518346492423611"	"73537812171077044"	"R"	"brain"	"DN"	"DNnt016"	""	NA	"73537812171077044"	NA	"11127"
"FANC"	"648518346476807952"	"73256337261639915"	"L"	"brain"	"DN"	"DNnt016"	""	NA	"73537812171077044"	NA	"10251"
"FANC"	"648518346526072023"	"73537812171150796"	"R"	"brain"	"DN"	"DNnt017"	""	NA	"73185968584343604"	NA	"11115"
"FANC"	"648518346515109959"	"73185968584343604"	"L"	"brain"	"DN"	"DNnt017"	""	NA	"73185968584343604"	NA	"10190"
"FANC"	"648518346517094437"	"73608181116618082"	"R"	"brain"	"DN"	"DNnt017"	""	NA	"73185968584343604"	NA	"11247"
"FANC"	"648518346498129490"	"73185968651620263"	"L"	"brain"	"DN"	"DNnt017"	""	NA	"73185968584343604"	NA	"10086"
"FANC"	"648518346517528680"	"73608181049707534"	"R"	"brain"	"DN"	"DNnt018"	""	NA	"73608181049707534"	NA	"11264"
"FANC"	"648518346489569879"	"73115599907396844"	"L"	"brain"	"DN"	"DNnt018"	""	NA	"73608181049707534"	NA	"10068"
"FANC"	"648518346466588526"	"73608180915091900"	"R"	"brain"	"DN"	"DNnt019"	""	NA	"73608180915091900"	NA	"11208"
"FANC"	"648518346494757258"	"73185968584358579"	"L"	"brain"	"DN"	"DNnt019"	""	NA	"73608180915091900"	NA	"10121"
"FANC"	"648518346486432993"	"73537812171093213"	"R"	"brain"	"DN"	"DNnt020"	""	NA	"73537812171093213"	NA	"11104"
"FANC"	"648518346474398146"	"73185968517261841"	"L"	"brain"	"DN"	"DNnt020"	""	NA	"73537812171093213"	NA	"10211"
"FANC"	"648518346480994394"	"73185968651522987"	"L"	"brain"	"DN"	"DNnt997"	""	NA	"NO MATCH"	NA	"11342"
"FANC"	"648518346488644445"	"73608180982466520"	"R"	"brain"	"DN"	"DNnt998"	""	NA	"NO MATCH"	NA	"11170"
"FANC"	"648518346491836690"	"73537812238383456"	"R"	"brain"	"DN"	"DNnt999"	""	NA	"73537812238383456"	NA	"11155"
"FANC"	"648518346515107911"	"73185968584377165"	"L"	"brain"	"DN"	"DNnt999"	""	NA	"73537812238383456"	NA	"10193"
"FANC"	"648518346487752404"	"73467443494219130"	"R"	"brain"	"DN"	"DNp01"	"GF"	NA	"73467443494219130"	NA	"10810"
"FANC"	"648518346499950803"	"73326706072570184"	"L"	"brain"	"DN"	"DNp01"	"GF"	NA	"73467443494219130"	NA	"10621"
"FANC"	"648518346523998725"	"73467443695507540"	"R"	"brain"	"DN"	"DNp02"	"P3b"	NA	"73326706207182894"	NA	"10788"
"FANC"	"648518346475217761"	"73326706207182894"	"L"	"brain"	"DN"	"DNp02"	"P3b"	NA	"73326706207182894"	NA	"10579"
"FANC"	"648518346494625781"	"73467443494025226"	"R"	"brain"	"DN"	"DNp03"	""	NA	"73467443494025226"	NA	"10860"
"FANC"	"648518346517438244"	"73326706005782977"	"L"	"brain"	"DN"	"DNp03"	""	NA	"73467443494025226"	NA	"10532"
"FANC"	"648518346479326171"	"73326706207179540"	"L"	"brain"	"DN"	"DNp04"	""	NA	"73397075018081094"	NA	"10607"
"FANC"	"648518346490893859"	"73397075018081094"	"R"	"brain"	"DN"	"DNp04"	""	NA	"73397075018081094"	NA	"10695"
"FANC"	"648518346507123743"	"73467443426904769"	"R"	"brain"	"DN"	"DNp05"	"AMMC-Db2"	NA	"73467443426904769"	NA	"10830"
"FANC"	"648518346485805764"	"73256337261624979"	"L"	"brain"	"DN"	"DNp05"	"AMMC-Db2"	NA	"73467443426904769"	NA	"10452"
"FANC"	"648518346496285452"	"73467443628335881"	"R"	"brain"	"DN"	"DNp06"	"AMMC-Di5"	NA	"73256337395700108"	NA	"10838"
"FANC"	"648518346498261041"	"73256337395700108"	"L"	"brain"	"DN"	"DNp06"	"AMMC-Di5"	NA	"73256337395700108"	NA	"10509"
"FANC"	"648518346493034780"	"73537812305604105"	"R"	"brain"	"DN"	"DNp07"	""	NA	"73537812305604105"	NA	"10904"
"FANC"	"648518346499898067"	"73256337261632445"	"L"	"brain"	"DN"	"DNp07"	""	NA	"73537812305604105"	NA	"10506"
"FANC"	"648518346492952348"	"73608181183819909"	"R"	"brain"	"DN"	"DNp08"	""	NA	"73185968651645154"	NA	"11236"
"FANC"	"648518346486066345"	"73185968651645154"	"L"	"brain"	"DN"	"DNp08"	""	NA	"73185968651645154"	NA	"10133"
"FANC"	"648518346492933916"	"73467443695351818"	"R"	"brain"	"DN"	"DNp09"	""	NA	"73256337462908343"	NA	"10811"
"FANC"	"648518346478473844"	"73256337462908343"	"L"	"brain"	"DN"	"DNp09"	""	NA	"73256337462908343"	NA	"10282"
"FANC"	"648518346504013152"	"73467443628303421"	"R"	"brain"	"DN"	"DNp10"	""	NA	"73467443628303421"	NA	"10807"
"FANC"	"648518346492770478"	"73326706139855581"	"L"	"brain"	"DN"	"DNp10"	""	NA	"73467443628303421"	NA	"10526"
"FANC"	"648518346489784538"	"73397074884012916"	"R"	"brain"	"DN"	"DNp103"	""	NA	"73326706072888812"	NA	"10721"
"FANC"	"648518346482817701"	"73326706072888812"	"L"	"brain"	"DN"	"DNp103"	""	NA	"73326706072888812"	NA	"10614"
"FANC"	"648518346501660489"	"73537812171264215"	"R"	"brain"	"DN"	"DNp11"	"AMMC-Db3"	NA	"73537812171264215"	NA	"10955"
"FANC"	"648518346509757242"	"73256337328594796"	"L"	"brain"	"DN"	"DNp11"	"AMMC-Db3"	NA	"73537812171264215"	NA	"10485"
"FANC"	"648518346498898753"	"73467443695341288"	"R"	"brain"	"DN"	"DNp12"	""	NA	"73256337462688565"	NA	"10794"
"FANC"	"648518346490806819"	"73256337462688565"	"L"	"brain"	"DN"	"DNp12"	""	NA	"73256337462688565"	NA	"10513"
"FANC"	"648518346480534331"	"73467443427082437"	"R"	"brain"	"DN"	"DNp13"	"pMN1"	NA	"73467443427082437"	NA	"10785"
"FANC"	"648518346501160604"	"73326706139694689"	"L"	"brain"	"DN"	"DNp13"	"pMN1"	NA	"73467443427082437"	NA	"10559"
"FANC"	"648518346500804457"	"73608181183794037"	"R"	"brain"	"DN"	"DNp14"	""	NA	"73185968651697346"	NA	"11211"
"FANC"	"648518346485843396"	"73185968651697346"	"L"	"brain"	"DN"	"DNp14"	""	NA	"73185968651697346"	NA	"10112"
"FANC"	"648518346493619960"	"73608180982517232"	"R"	"brain"	"DN"	"DNp15"	"DNHS1"	NA	"73185968584486070"	NA	"11189"
"FANC"	"648518346477884653"	"73185968584486070"	"L"	"brain"	"DN"	"DNp15"	"DNHS1"	NA	"73185968584486070"	NA	"10144"
"FANC"	"648518346484449539"	"73256337261718948"	"L"	"brain"	"DN"	"DNp16"	""	NA	"73256337261718948"	NA	"10373"
"FANC"	"648518346487394730"	"73537812171308128"	"R"	"brain"	"DN"	"DNp16"	""	NA	"73256337261718948"	NA	"11057"
"FANC"	"648518346495990333"	"73537812238328330"	"R"	"brain"	"DN"	"DNp17"	""	NA	"73256337261790283"	NA	"11084"
"FANC"	"648518346491768715"	"73537812305461664"	"R"	"brain"	"DN"	"DNp17"	""	NA	"73256337261790283"	NA	"11124"
"FANC"	"648518346500992534"	"73537812238308764"	"R"	"brain"	"DN"	"DNp17"	""	NA	"73256337261790283"	NA	"11030"
"FANC"	"648518346499567941"	"73537812238268188"	"R"	"brain"	"DN"	"DNp17"	""	NA	"73256337261790283"	NA	"11062"
"FANC"	"648518346493798286"	"73537812305441358"	"R"	"brain"	"DN"	"DNp17"	""	NA	"73256337261790283"	NA	"11079"
"FANC"	"648518346480199483"	"73537812305484269"	"R"	"brain"	"DN"	"DNp17"	""	NA	"73256337261790283"	NA	"11112"
"FANC"	"648518346515587658"	"73256337261790283"	"L"	"brain"	"DN"	"DNp17"	""	NA	"73256337261790283"	NA	"10314"
"FANC"	"648518346493803918"	"73256337261707139"	"L"	"brain"	"DN"	"DNp17"	""	NA	"73256337261790283"	NA	"10285"
"FANC"	"648518346500563379"	"73256337328391101"	"L"	"brain"	"DN"	"DNp17"	""	NA	"73256337261790283"	NA	"10300"
"FANC"	"648518346489922331"	"73256337261709773"	"L"	"brain"	"DN"	"DNp17"	""	NA	"73256337261790283"	NA	"10299"
"FANC"	"648518346493688945"	"73256337328387764"	"L"	"brain"	"DN"	"DNp17"	""	NA	"73256337261790283"	NA	"10313"
"FANC"	"648518346478505076"	"73256337261885528"	"L"	"brain"	"DN"	"DNp17"	""	NA	"73256337261790283"	NA	"10291"
"FANC"	"648518346493715057"	"73256337328563709"	"L"	"brain"	"DN"	"DNp17"	""	NA	"73256337261790283"	NA	"10327"
"FANC"	"648518346493807758"	"73537812238286125"	"R"	"brain"	"DN"	"DNp18"	"AMMC-Di3"	NA	"73537812238286125"	NA	"10952"
"FANC"	"648518346472175922"	"73256337261727041"	"L"	"brain"	"DN"	"DNp18"	"AMMC-Di3"	NA	"73537812238286125"	NA	"10515"
"FANC"	"648518346498307860"	"73537812238512257"	"R"	"brain"	"DN"	"DNp19"	""	NA	"73537812238512257"	NA	"10956"
"FANC"	"648518346501447768"	"73256337261715629"	"L"	"brain"	"DN"	"DNp19"	""	NA	"73537812238512257"	NA	"10459"
"FANC"	"648518346502220199"	"73608180915067607"	"R"	"brain"	"DN"	"DNp20"	"DNOVS1"	NA	"73608180915067607"	NA	"11171"
"FANC"	"648518346515571530"	"73185968517402068"	"L"	"brain"	"DN"	"DNp20"	"DNOVS1"	NA	"73608180915067607"	NA	"10155"
"FANC"	"648518346484490755"	"73537812171150813"	"R"	"brain"	"DN"	"DNp22"	"DNOVS2"	NA	"73537812171150813"	NA	"10961"
"FANC"	"648518346480944128"	"73256337261627417"	"L"	"brain"	"DN"	"DNp22"	"DNOVS2"	NA	"73537812171150813"	NA	"10273"
"FANC"	"648518346499234654"	"73467443762496278"	"R"	"brain"	"DN"	"DNp23"	""	NA	"73256337462766218"	NA	"10866"
"FANC"	"648518346486190020"	"73256337462766218"	"L"	"brain"	"DN"	"DNp23"	""	NA	"73256337462766218"	NA	"10479"
"FANC"	"648518346464943989"	"73397074884293474"	"R"	"brain"	"DN"	"DNp24"	""	NA	"73397074884293474"	NA	"10716"
"FANC"	"648518346515108167"	"73397074883851050"	"L"	"brain"	"DN"	"DNp24"	""	NA	"73397074884293474"	NA	"10652"
"FANC"	"648518346498312688"	"73397074817068891"	"R"	"brain"	"DN"	"DNp25"	""	NA	"73397074817068891"	NA	"10713"
"FANC"	"648518346491966764"	"73397074816941944"	"L"	"brain"	"DN"	"DNp25"	""	NA	"73397074817068891"	NA	"10671"
"FANC"	"648518346475736802"	"73326706005863892"	"L"	"brain"	"DN"	"DNp26"	""	NA	"73326706005863892"	NA	"10531"
"FANC"	"648518346511814079"	"73467443426978684"	"R"	"brain"	"DN"	"DNp26"	""	NA	"73326706005863892"	NA	"10824"
"FANC"	"648518346515585610"	"73467443695441914"	"R"	"brain"	"DN"	"DNp27"	""	NA	"73256337462613788"	NA	"10802"
"FANC"	"648518346493624568"	"73256337462613788"	"L"	"brain"	"DN"	"DNp27"	""	NA	"73256337462613788"	NA	"10492"
"FANC"	"648518346491960364"	"73537812171161138"	"R"	"brain"	"DN"	"DNp28"	""	NA	"73537812171161138"	NA	"10894"
"FANC"	"648518346499136862"	"73256337261688786"	"L"	"brain"	"DN"	"DNp28"	""	NA	"73537812171161138"	NA	"10422"
"FANC"	"648518346486354834"	"73326706274239699"	"L"	"brain"	"DN"	"DNp29"	"NPFP1"	NA	"73397074951389749"	NA	"10582"
"FANC"	"648518346479695092"	"73397074951389749"	"R"	"brain"	"DN"	"DNp29"	"NPFP1"	NA	"73397074951389749"	NA	"10656"
"FANC"	"648518346502600615"	"73467443494183746"	"R"	"brain"	"DN"	"DNp30"	""	NA	"73467443494183746"	NA	"10781"
"FANC"	"648518346472424713"	"73326706139973770"	"L"	"brain"	"DN"	"DNp30"	""	NA	"73467443494183746"	NA	"10586"
"FANC"	"648518346470309374"	"73467443359761512"	"R"	"brain"	"DN"	"DNp31"	""	NA	"73467443359761512"	NA	"10867"
"FANC"	"648518346480133030"	"73326706005746426"	"L"	"brain"	"DN"	"DNp31"	""	NA	"73467443359761512"	NA	"10574"
"FANC"	"648518346500254780"	"73397075018393363"	"R"	"brain"	"DN"	"DNp32"	""	NA	"73326706207217965"	NA	"10664"
"FANC"	"648518346479730164"	"73326706207217965"	"L"	"brain"	"DN"	"DNp32"	""	NA	"73326706207217965"	NA	"10618"
"FANC"	"648518346514233387"	"73608181049377494"	"R"	"brain"	"DN"	"DNp33"	"AMMC-D1"	NA	"73185968651494548"	NA	"11238"
"FANC"	"648518346512484766"	"73185968651494548"	"L"	"brain"	"DN"	"DNp33"	"AMMC-D1"	NA	"73185968651494548"	NA	"10129"
"FANC"	"648518346499732108"	"73467443628418074"	"R"	"brain"	"DN"	"DNp34"	""	NA	"73326706139932070"	NA	"10798"
"FANC"	"648518346492421049"	"73326706139932070"	"L"	"brain"	"DN"	"DNp34"	""	NA	"73326706139932070"	NA	"10569"
"FANC"	"648518346483023780"	"73256337462803660"	"L"	"brain"	"DN"	"DNp35"	""	NA	"73256337462803660"	NA	"10483"
"FANC"	"648518346500996118"	"73467443628037898"	"R"	"brain"	"DN"	"DNp35"	""	NA	"73256337462803660"	NA	"10815"
"FANC"	"648518346485836228"	"73397074884069612"	"R"	"brain"	"DN"	"DNp36"	"pIP9"	NA	"73326706072869291"	NA	"10718"
"FANC"	"648518346475622580"	"73326706072869291"	"L"	"brain"	"DN"	"DNp36"	"pIP9"	NA	"73326706072869291"	NA	"10624"
"FANC"	"648518346475620480"	"73467443695395661"	"R"	"brain"	"DN"	"DNp37"	"vpoDN;pMN2"	NA	"73467443695395661"	NA	"10833"
"FANC"	"648518346477182224"	"73256337462868946"	"L"	"brain"	"DN"	"DNp37"	"vpoDN;pMN2"	NA	"73467443695395661"	NA	"10414"
"FANC"	"648518346484402947"	"73326706139852673"	"L"	"brain"	"DN"	"DNp38"	""	NA	"NO MATCH"	NA	"10612"
"FANC"	"648518346484447235"	"73467443628281144"	"R"	"brain"	"DN"	"DNp39"	""	NA	"73326706139858470"	NA	"10774"
"FANC"	"648518346476808720"	"73326706139858470"	"L"	"brain"	"DN"	"DNp39"	""	NA	"73326706139858470"	NA	"10585"
"FANC"	"648518346484727709"	"73537812305331345"	"R"	"brain"	"DN"	"DNp40"	"DNp21"	NA	"73537812305331345"	NA	"11025"
"FANC"	"648518346495523947"	"73256337328764202"	"L"	"brain"	"DN"	"DNp40"	"DNp21"	NA	"73537812305331345"	NA	"10489"
"FANC"	"648518346511103029"	"73537812372387696"	"R"	"brain"	"DN"	"DNp41"	""	NA	"73537812372387696"	NA	"10874"
"FANC"	"648518346501760874"	"73537812372400984"	"R"	"brain"	"DN"	"DNp41"	""	NA	"73537812372387696"	NA	"10888"
"FANC"	"648518346486152096"	"73326706072934813"	"L"	"brain"	"DN"	"DNp41"	""	NA	"73537812372387696"	NA	"10534"
"FANC"	"648518346472924260"	"73326706072997623"	"L"	"brain"	"DN"	"DNp41"	""	NA	"73537812372387696"	NA	"10527"
"FANC"	"648518346507131167"	"73467443695500414"	"R"	"brain"	"DN"	"DNp42"	""	NA	"73256337462839287"	NA	"10836"
"FANC"	"648518346485772414"	"73256337462839287"	"L"	"brain"	"DN"	"DNp42"	""	NA	"73256337462839287"	NA	"10468"
"FANC"	"648518346487316883"	"73397074951363698"	"R"	"brain"	"DN"	"DNp43"	""	NA	"73397074951363698"	NA	"10666"
"FANC"	"648518346495228086"	"73397075018357454"	"L"	"brain"	"DN"	"DNp43"	""	NA	"73397074951363698"	NA	"10646"
"FANC"	"648518346489937947"	"73397074884303031"	"R"	"brain"	"DN"	"DNp44"	""	NA	"73326706140059086"	NA	"10708"
"FANC"	"648518346498169682"	"73326706140059086"	"L"	"brain"	"DN"	"DNp44"	""	NA	"73326706140059086"	NA	"10609"
"FANC"	"648518346507061832"	"73467443628281177"	"R"	"brain"	"DN"	"DNp45"	""	NA	"73326706139869474"	NA	"10790"
"FANC"	"648518346490262620"	"73326706139869474"	"L"	"brain"	"DN"	"DNp45"	""	NA	"73326706139869474"	NA	"10572"
"FANC"	"648518346517619816"	"73397074884062568"	"R"	"brain"	"DN"	"DNp46"	""	NA	"73397074817147763"	NA	"10696"
"FANC"	"648518346514439367"	"73397074817147763"	"L"	"brain"	"DN"	"DNp46"	""	NA	"73397074817147763"	NA	"10634"
"FANC"	"648518346486422733"	"73537812372766905"	"R"	"brain"	"DN"	"DNp47"	""	NA	"73537812372766905"	NA	"10990"
"FANC"	"648518346481341285"	"73256337395799250"	"L"	"brain"	"DN"	"DNp47"	""	NA	"73537812372766905"	NA	"10276"
"FANC"	"648518346481261967"	"73397074817089338"	"R"	"brain"	"DN"	"DNp48"	""	NA	"73397074817089338"	NA	"10729"
"FANC"	"648518346498315569"	"73397074884038796"	"L"	"brain"	"DN"	"DNp48"	""	NA	"73397074817089338"	NA	"10630"
"FANC"	"648518346472331529"	"73256337462903762"	"L"	"brain"	"DN"	"DNp49"	""	NA	"73256337462903762"	NA	"10432"
"FANC"	"648518346512101311"	"73467443695343874"	"R"	"brain"	"DN"	"DNp49"	""	NA	"73256337462903762"	NA	"10842"
"FANC"	"648518346490023963"	"73256337261582656"	"L"	"brain"	"DN"	"DNp51"	""	NA	"73256337261582656"	NA	"10488"
"FANC"	"648518346493059648"	"73537812171253417"	"R"	"brain"	"DN"	"DNp51"	""	NA	"73256337261582656"	NA	"10897"
"FANC"	"648518346511108405"	"73537812171237168"	"R"	"brain"	"DN"	"DNp53"	""	NA	"73537812171237168"	NA	"11018"
"FANC"	"648518346489922587"	"73256337328604078"	"L"	"brain"	"DN"	"DNp53"	""	NA	"73537812171237168"	NA	"10296"
"FANC"	"648518346485817796"	"73397074884120213"	"R"	"brain"	"DN"	"DNp54"	""	NA	"73326706139692387"	NA	"10753"
"FANC"	"648518346487546836"	"73326706139692387"	"L"	"brain"	"DN"	"DNp54"	""	NA	"73326706139692387"	NA	"10604"
"FANC"	"648518346472410377"	"73467443695469084"	"R"	"brain"	"DN"	"DNp55"	""	NA	"73256337462920283"	NA	"10806"
"FANC"	"648518346482724838"	"73256337462920283"	"L"	"brain"	"DN"	"DNp55"	""	NA	"73256337462920283"	NA	"10362"
"FANC"	"648518346498291761"	"73537812439584250"	"R"	"brain"	"DN"	"DNp56"	""	NA	"73185968718538084"	NA	"11133"
"FANC"	"648518346494687114"	"73185968718538084"	"L"	"brain"	"DN"	"DNp56"	""	NA	"73185968718538084"	NA	"10219"
"FANC"	"648518346484040743"	"73467443427057782"	"R"	"brain"	"DN"	"DNp57"	""	NA	"73467443427057782"	NA	"10761"
"FANC"	"648518346498376176"	"73397074749821476"	"L"	"brain"	"DN"	"DNp57"	""	NA	"73467443427057782"	NA	"10658"
"FANC"	"648518346497163416"	"73256337597035797"	"L"	"brain"	"DN"	"DNp58"	""	NA	"NO MATCH"	NA	"10250"
"FANC"	"648518346472919396"	"73467443628318183"	"R"	"brain"	"DN"	"DNp59"	""	NA	"73326706139890359"	NA	"10768"
"FANC"	"648518346503911630"	"73326706139890359"	"L"	"brain"	"DN"	"DNp59"	""	NA	"73326706139890359"	NA	"10602"
"FANC"	"648518346501627977"	"73467443695386067"	"R"	"brain"	"DN"	"DNp60"	""	NA	"73467443695386067"	NA	"10820"
"FANC"	"648518346494085623"	"73256337462884801"	"L"	"brain"	"DN"	"DNp60"	""	NA	"73467443695386067"	NA	"10505"
"FANC"	"648518346486162857"	"73467443628213424"	"R"	"brain"	"DN"	"DNp62"	""	NA	"73467443628213424"	NA	"10823"
"FANC"	"648518346495657890"	"73326706139996428"	"L"	"brain"	"DN"	"DNp62"	""	NA	"73467443628213424"	NA	"10556"
"FANC"	"648518346464944245"	"73397074884090434"	"R"	"brain"	"DN"	"DNp63"	""	NA	"73397074884090434"	NA	"10719"
"FANC"	"648518346480277462"	"73397074817212522"	"L"	"brain"	"DN"	"DNp63"	""	NA	"73397074884090434"	NA	"10657"
"FANC"	"648518346496396924"	"73326706139874797"	"L"	"brain"	"DN"	"DNp64"	""	NA	"73326706139874797"	NA	"10622"
"FANC"	"648518346481234063"	"73397074884085631"	"R"	"brain"	"DN"	"DNp64"	""	NA	"73326706139874797"	NA	"10710"
"FANC"	"648518346479188687"	"73397074817123704"	"R"	"brain"	"DN"	"DNp65"	""	NA	"73397074817123704"	NA	"10741"
"FANC"	"648518346480930784"	"73397074817004815"	"L"	"brain"	"DN"	"DNp65"	""	NA	"73397074817123704"	NA	"10694"
"FANC"	"648518346488247326"	"73467443695412435"	"R"	"brain"	"DN"	"DNp67"	""	NA	"73256337462834740"	NA	"10809"
"FANC"	"648518346502341799"	"73256337462834740"	"L"	"brain"	"DN"	"DNp67"	""	NA	"73256337462834740"	NA	"10497"
"FANC"	"648518346507132959"	"73397074817057209"	"R"	"brain"	"DN"	"DNp68"	""	NA	"73397074817057209"	NA	"10746"
"FANC"	"648518346475224929"	"73397074883910025"	"L"	"brain"	"DN"	"DNp68"	""	NA	"73397074817057209"	NA	"10631"
"FANC"	"648518346491898130"	"73397074951344295"	"R"	"brain"	"DN"	"DNp69"	""	NA	"73326706207148603"	NA	"10697"
"FANC"	"648518346495991869"	"73326706207148603"	"L"	"brain"	"DN"	"DNp69"	""	NA	"73326706207148603"	NA	"10620"
"FANC"	"648518346526150103"	"73467443695424748"	"R"	"brain"	"DN"	"DNp70"	""	NA	"73256337462801357"	NA	"10795"
"FANC"	"648518346493314112"	"73256337462801357"	"L"	"brain"	"DN"	"DNp70"	""	NA	"73256337462801357"	NA	"10453"
"FANC"	"648518346486600700"	"73467443695414910"	"R"	"brain"	"DN"	"DNp71"	""	NA	"73256337462899101"	NA	"10821"
"FANC"	"648518346496558594"	"73256337462899101"	"L"	"brain"	"DN"	"DNp71"	""	NA	"73256337462899101"	NA	"10257"
"FANC"	"648518346477786837"	"73608181183784052"	"R"	"brain"	"DN"	"DNp72"	""	NA	"73608181183784052"	NA	"11175"
"FANC"	"648518346491771503"	"73185968718538316"	"L"	"brain"	"DN"	"DNp72"	""	NA	"73608181183784052"	NA	"10235"
"FANC"	"648518346496360055"	"73537812305427125"	"R"	"brain"	"DN"	"DNp73"	""	NA	"73537812305427125"	NA	"10910"
"FANC"	"648518346479102865"	"73256337328779074"	"L"	"brain"	"DN"	"DNp73"	""	NA	"73537812305427125"	NA	"10508"
"FANC"	"648518346490242140"	"73256337328609597"	"L"	"brain"	"DN"	"DNut026"	""	NA	"73256337328609597"	NA	"10433"
"FANC"	"648518346493682289"	"73537812305439029"	"R"	"brain"	"DN"	"DNut026"	""	NA	"73256337328609597"	NA	"11049"
"FANC"	"648518346475390132"	"73326706072704886"	"L"	"brain"	"DN"	"DNut037"	""	NA	"73326706072704886"	NA	"10537"
"FANC"	"648518346509018234"	"73467443427032419"	"R"	"brain"	"DN"	"DNut037"	""	NA	"73326706072704886"	NA	"10848"
"FANC"	"648518346513738009"	"73608181049714360"	"R"	"brain"	"DN"	"DNut039"	""	NA	"73185968651465951"	NA	"11243"
"FANC"	"648518346503852640"	"73185968651465951"	"L"	"brain"	"DN"	"DNut039"	""	NA	"73185968651465951"	NA	"10078"
"FANC"	"648518346500936470"	"73537812171063996"	"R"	"brain"	"DN"	"DNut040"	""	NA	"73537812171063996"	NA	"10964"
"FANC"	"648518346497841818"	"73256337261514075"	"L"	"brain"	"DN"	"DNut040"	""	NA	"73537812171063996"	NA	"10369"
"FANC"	"648518346517773416"	"73537812305541847"	"R"	"brain"	"DN"	"DNut041"	""	NA	"73537812305541847"	NA	"10954"
"FANC"	"648518346489665295"	"73256337395672763"	"L"	"brain"	"DN"	"DNut041"	""	NA	"73537812305541847"	NA	"10455"
"FANC"	"648518346472410633"	"73256337328776575"	"L"	"brain"	"DN"	"DNut042"	""	NA	"73256337328776575"	NA	"10386"
"FANC"	"648518346486941667"	"73256337328678065"	"L"	"brain"	"DN"	"DNut042"	""	NA	"73256337328776575"	NA	"10367"
"FANC"	"648518346491521192"	"73256337328812696"	"L"	"brain"	"DN"	"DNut042"	""	NA	"73256337328776575"	NA	"10384"
"FANC"	"648518346492176511"	"73256337328678119"	"L"	"brain"	"DN"	"DNut042"	""	NA	"73256337328776575"	NA	"10394"
