"class"	"dataset"	"bodyid"	"cell_id"	"supervoxel_id"	"root_id"	"group"	"side"	"type"	"synonyms"	"soma_division"	"neuropil"	"neuropilgroup"	"cluster"	"hemilineage"	"manc_match_id"	"subclass"
"DN"	"FANC"	NA	"10227"	"73185968785851717"	"648518346487709098"	"73185968785851717"	"L"	"DNd02"	"OA-VL1"	"brain"	"xl"	NA	NA	NA	"10194"	NA
"DN"	"FANC"	NA	"10832"	"73467443829582880"	"648518346477596567"	"73185968785851717"	"R"	"DNd02"	"OA-VL1"	"brain"	"xl"	NA	NA	NA	"10526"	NA
"DN"	"FANC"	NA	"11274"	"73608181183956211"	"648518346479639488"	"73608181183956211"	"R"	"DNd03"	"OA-VL2"	"brain"	"xn"	NA	NA	NA	"10491"	NA
"DN"	"FANC"	NA	"10033"	"73115599907346763"	"648518346475212088"	"73608181183956211"	"L"	"DNd03"	"OA-VL2"	"brain"	"xn"	NA	NA	NA	"10410"	NA
"DN"	"FANC"	NA	"10670"	"73397075085525745"	"648518346491054883"	"73256337596990557"	"R"	"DNd04"	""	"brain"	"xn"	NA	NA	NA	"14282"	NA
"DN"	"FANC"	NA	"10517"	"73256337596990557"	"648518346491671464"	"73256337596990557"	"L"	"DNd04"	""	"brain"	"xl"	NA	NA	NA	"13428"	NA
"DN"	"FANC"	NA	"10946"	"73537812439667613"	"648518346493762929"	"73256337462853543"	"R"	"DNd05"	""	"brain"	"xl"	NA	NA	NA	"13238"	NA
"DN"	"FANC"	NA	"10262"	"73256337462853543"	"648518346483594927"	"73256337462853543"	"L"	"DNd05"	""	"brain"	"xl"	NA	NA	NA	"12898"	NA
"DN"	"FANC"	NA	"10553"	"73326706005825313"	"648518346479324635"	"73467443628045108"	"L"	"DNfl012"	""	"brain"	"xn"	NA	NA	NA	"24193"	NA
"DN"	"FANC"	NA	"10528"	"73326706005916066"	"648518346511819455"	"73467443628045108"	"L"	"DNfl012"	""	"brain"	"fl"	NA	NA	NA	"24193"	NA
"DN"	"FANC"	NA	"10865"	"73467443628045108"	"648518346488401336"	"73467443628045108"	"R"	"DNfl012"	""	"brain"	"xn"	NA	NA	NA	"23404"	NA
"DN"	"FANC"	NA	"11188"	"73608180982163403"	"648518346493834016"	"73115599907425287"	"R"	"DNfl015"	""	"brain"	"fl"	NA	NA	NA	"16562"	NA
"DN"	"FANC"	NA	"10031"	"73115599907425287"	"648518346518919391"	"73115599907425287"	"L"	"DNfl015"	""	"brain"	"fl"	NA	NA	NA	"16369"	NA
"DN"	"FANC"	NA	"11337"	"73678549793688468"	"648518346478714320"	"73115599974358132"	"R"	"DNfl016"	""	"brain"	"fl"	NA	NA	NA	"39216"	NA
"DN"	"FANC"	NA	"10009"	"73115599974358132"	"648518346490518013"	"73115599974358132"	"L"	"DNfl016"	""	"brain"	"xl"	NA	NA	NA	"36718"	NA
"DN"	"FANC"	NA	"11278"	"73608180982215665"	"648518346490080092"	"73185968584405202"	"R"	"DNfl017"	""	"brain"	"fl"	NA	NA	NA	"32504"	NA
"DN"	"FANC"	NA	"10081"	"73185968584405202"	"648518346493900601"	"73185968584405202"	"L"	"DNfl017"	""	"brain"	"fl"	NA	NA	NA	"34737"	NA
"DN"	"FANC"	NA	"10146"	"73185968718764899"	"648518346494224616"	"73185968718764899"	"L"	"DNfl018"	""	"brain"	"fl"	NA	NA	NA	"31531"	NA
"DN"	"FANC"	NA	"11185"	"73608181184064920"	"648518346486077320"	"73185968718764899"	"R"	"DNfl018"	""	"brain"	"fl"	NA	NA	NA	"33545"	NA
"DN"	"FANC"	NA	"11103"	"73537812439627508"	"648518346511808191"	"73537812439627508"	"R"	"DNfl020"	""	"brain"	"fl"	NA	NA	NA	"152850"	NA
"DN"	"FANC"	NA	"10187"	"73185968718485464"	"648518346495446946"	"73537812439627508"	"L"	"DNfl020"	""	"brain"	"fl"	NA	NA	NA	"31408"	NA
"DN"	"FANC"	NA	"10169"	"73185968718584115"	"648518346489798874"	"73185968718584115"	"L"	"DNfl021"	""	"brain"	"fl"	NA	NA	NA	"31381"	NA
"DN"	"FANC"	NA	"10203"	"73185968718649655"	"648518346476847816"	"73185968718584115"	"L"	"DNfl021"	""	"brain"	"fl"	NA	NA	NA	"30389"	NA
"DN"	"FANC"	NA	"11132"	"73537812506592771"	"648518346493785376"	"73185968718584115"	"R"	"DNfl021"	""	"brain"	"fl"	NA	NA	NA	"29182"	NA
"DN"	"FANC"	NA	"11141"	"73537812506611486"	"648518346486654105"	"73185968718584115"	"R"	"DNfl021"	""	"brain"	"fl"	NA	NA	NA	"31787"	NA
"DN"	"FANC"	NA	"10181"	"73185968718738737"	"648518346479050959"	"73185968718738737"	"L"	"DNfl023"	""	"brain"	"fl"	NA	NA	NA	"27936"	NA
"DN"	"FANC"	NA	"11044"	"73537812439613165"	"648518346492925724"	"73185968718738737"	"R"	"DNfl023"	""	"brain"	"fl"	NA	NA	NA	"27775"	NA
"DN"	"FANC"	NA	"11220"	"73608180915214591"	"648518346474109293"	"73608180915214591"	"R"	"DNfl024"	""	"brain"	"fl"	NA	NA	NA	"27520"	NA
"DN"	"FANC"	NA	"10117"	"73185968584433507"	"648518346496235605"	"73608180915214591"	"L"	"DNfl024"	""	"brain"	"fl"	NA	NA	NA	"27217"	NA
"DN"	"FANC"	NA	"11122"	"73537812506614571"	"648518346496789656"	"73185968718702446"	"R"	"DNfl025"	""	"brain"	"fl"	NA	NA	NA	"27095"	NA
"DN"	"FANC"	NA	"10170"	"73185968718702446"	"648518346493989627"	"73185968718702446"	"L"	"DNfl025"	""	"brain"	"fl"	NA	NA	NA	"27523"	NA
"DN"	"FANC"	NA	"11159"	"73537812439710923"	"648518346486434253"	"73185968718574996"	"R"	"DNfl026"	""	"brain"	"fl"	NA	NA	NA	"27026"	NA
"DN"	"FANC"	NA	"10189"	"73185968718574996"	"648518346486414513"	"73185968718574996"	"L"	"DNfl026"	""	"brain"	"fl"	NA	NA	NA	"27014"	NA
"DN"	"FANC"	NA	"10242"	"73256337462824739"	"648518346478502004"	"73256337462824739"	"L"	"DNfl027"	""	"brain"	"fl"	NA	NA	NA	"26318"	NA
"DN"	"FANC"	NA	"11099"	"73537812439601217"	"648518346488405838"	"73256337462824739"	"R"	"DNfl027"	""	"brain"	"fl"	NA	NA	NA	"50104"	NA
"DN"	"FANC"	NA	"11296"	"73608181049529468"	"648518346500605289"	"73608181049529468"	"R"	"DNfl029"	""	"brain"	"fl"	NA	NA	NA	"26426"	NA
"DN"	"FANC"	NA	"11279"	"73608181049756992"	"648518346508933754"	"73608181049529468"	"R"	"DNfl029"	""	"brain"	"fl"	NA	NA	NA	"27951"	NA
"DN"	"FANC"	NA	"10056"	"73115599840269015"	"648518346479051471"	"73608181049529468"	"L"	"DNfl029"	""	"brain"	"fl"	NA	NA	NA	"25879"	NA
"DN"	"FANC"	NA	"10140"	"73185968584428802"	"648518346489575775"	"73608181049529468"	"L"	"DNfl029"	""	"brain"	"fl"	NA	NA	NA	"28053"	NA
"DN"	"FANC"	NA	"10035"	"73115599907410719"	"648518346494467048"	"73115599907410719"	"L"	"DNfl030"	""	"brain"	"fl"	NA	NA	NA	"23953"	NA
"DN"	"FANC"	NA	"11282"	"73608181183919117"	"648518346491877932"	"73115599907410719"	"R"	"DNfl030"	""	"brain"	"fl"	NA	NA	NA	"27241"	NA
"DN"	"FANC"	NA	"11287"	"73608181116584524"	"648518346517511784"	"73608181116535648"	"R"	"DNfl031"	""	"brain"	"fl"	NA	NA	NA	"22072"	NA
"DN"	"FANC"	NA	"10049"	"73115599907337331"	"648518346466906094"	"73608181116535648"	"L"	"DNfl031"	""	"brain"	"fl"	NA	NA	NA	"23461"	NA
"DN"	"FANC"	NA	"11192"	"73608181183966175"	"648518346494041735"	"73185968718729719"	"R"	"DNfl032"	""	"brain"	"fl"	NA	NA	NA	"21440"	NA
"DN"	"FANC"	NA	"10135"	"73185968718729719"	"648518346511779775"	"73185968718729719"	"L"	"DNfl032"	""	"brain"	"fl"	NA	NA	NA	"21235"	NA
"DN"	"FANC"	NA	"10154"	"73185968718718274"	"648518346500979817"	"73185968718718274"	"L"	"DNfl033"	""	"brain"	"fl"	NA	NA	NA	"21320"	NA
"DN"	"FANC"	NA	"11199"	"73608181183950264"	"648518346501670762"	"73185968718718274"	"R"	"DNfl033"	""	"brain"	"fl"	NA	NA	NA	"20953"	NA
"DN"	"FANC"	NA	"11197"	"73608180915222468"	"648518346486581681"	"73608180915222468"	"R"	"DNfl034"	""	"brain"	"fl"	NA	NA	NA	"20904"	NA
"DN"	"FANC"	NA	"10109"	"73185968584396360"	"648518346492462011"	"73608180915222468"	"L"	"DNfl034"	""	"brain"	"fl"	NA	NA	NA	"20782"	NA
"DN"	"FANC"	NA	"10819"	"73467443426702730"	"648518346499774019"	"73467443426702730"	"R"	"DNfl035"	""	"brain"	"fl"	NA	NA	NA	"19511"	NA
"DN"	"FANC"	NA	"10543"	"73326705938539196"	"648518346481256847"	"73467443426702730"	"L"	"DNfl035"	""	"brain"	"fl"	NA	NA	NA	"24978"	NA
"DN"	"FANC"	NA	"10072"	"73185968651634220"	"648518346492944668"	"73185968651634220"	"L"	"DNfl036"	""	"brain"	"fl"	NA	NA	NA	"19287"	NA
"DN"	"FANC"	NA	"11253"	"73608181116834279"	"648518346495568719"	"73185968651634220"	"R"	"DNfl036"	""	"brain"	"fl"	NA	NA	NA	"19369"	NA
"DN"	"FANC"	NA	"10063"	"73115599974476186"	"648518346500413244"	"73185968718736519"	"L"	"DNfl037"	""	"brain"	"fl"	NA	NA	NA	"21071"	NA
"DN"	"FANC"	NA	"10084"	"73185968718736519"	"648518346481850015"	"73185968718736519"	"L"	"DNfl037"	""	"brain"	"fl"	NA	NA	NA	"19864"	NA
"DN"	"FANC"	NA	"11307"	"73608181183974452"	"648518346499625868"	"73185968718736519"	"R"	"DNfl037"	""	"brain"	"fl"	NA	NA	NA	"24087"	NA
"DN"	"FANC"	NA	"11328"	"73678549927854509"	"648518346497090328"	"73185968718736519"	"R"	"DNfl037"	""	"brain"	"fl"	NA	NA	NA	"18784"	NA
"DN"	"FANC"	NA	"11165"	"73608181183960802"	"648518346511555952"	"73185968718617326"	"R"	"DNfl038"	""	"brain"	"fl"	NA	NA	NA	"17865"	NA
"DN"	"FANC"	NA	"10228"	"73185968718617326"	"648518346479292561"	"73185968718617326"	"L"	"DNfl038"	""	"brain"	"fl"	NA	NA	NA	"17522"	NA
"DN"	"FANC"	NA	"11077"	"73537812439596268"	"648518346490893857"	"73537812439596268"	"R"	"DNfl039"	""	"brain"	"fl"	NA	NA	NA	"17995"	NA
"DN"	"FANC"	NA	"10246"	"73256337462707069"	"648518346521560057"	"73537812439596268"	"L"	"DNfl039"	""	"brain"	"fl"	NA	NA	NA	"17494"	NA
"DN"	"FANC"	NA	"10052"	"73115599907394308"	"648518346493883193"	"73115599907394308"	"L"	"DNfl040"	""	"brain"	"fl"	NA	NA	NA	"17400"	NA
"DN"	"FANC"	NA	"11256"	"73608181116591718"	"648518346499168347"	"73115599907394308"	"R"	"DNfl040"	""	"brain"	"fl"	NA	NA	NA	"17547"	NA
"DN"	"FANC"	NA	"11217"	"73608181250686556"	"648518346501642569"	"73185968718803933"	"R"	"DNfl041"	""	"brain"	"fl"	NA	NA	NA	"16817"	NA
"DN"	"FANC"	NA	"10110"	"73185968718803933"	"648518346517833576"	"73185968718803933"	"L"	"DNfl041"	""	"brain"	"fl"	NA	NA	NA	"17830"	NA
"DN"	"FANC"	NA	"11267"	"73608181183850109"	"648518346498878785"	"73185968718434117"	"R"	"DNfl042"	""	"brain"	"fl"	NA	NA	NA	"19266"	NA
"DN"	"FANC"	NA	"10088"	"73185968718434117"	"648518346489960401"	"73185968718434117"	"L"	"DNfl042"	""	"brain"	"fl"	NA	NA	NA	"16393"	NA
"DN"	"FANC"	NA	"10074"	"73185968651651937"	"648518346493685361"	"NO MATCH"	"L"	"DNfl993"	""	"brain"	"fl"	NA	NA	NA	NA	NA
"DN"	"FANC"	NA	"11336"	"73678549793714525"	"648518346492679342"	"NO MATCH"	"R"	"DNfl994"	""	"brain"	"fl"	NA	NA	NA	NA	NA
"DN"	"FANC"	NA	"10096"	"73185968651649621"	"648518346494061088"	"NO MATCH"	"L"	"DNfl995"	""	"brain"	"fl"	NA	NA	NA	NA	NA
"DN"	"FANC"	NA	"10430"	"73256337597011981"	"648518346495986237"	"NO MATCH"	"L"	"DNfl996"	""	"brain"	"fl"	NA	NA	NA	NA	NA
"DN"	"FANC"	NA	"11212"	"73608180915161261"	"648518346466522478"	"NO MATCH"	"R"	"DNfl997"	""	"brain"	"fl"	NA	NA	NA	NA	NA
"DN"	"FANC"	NA	"11325"	"73678549927686382"	"648518346499635596"	"73115599974453205"	"R"	"DNfl998"	""	"brain"	"fl"	NA	NA	NA	NA	NA
"DN"	"FANC"	NA	"10013"	"73115599974453205"	"648518346484042791"	"73115599974453205"	"L"	"DNfl998"	""	"brain"	"fl"	NA	NA	NA	NA	NA
"DN"	"FANC"	NA	"10686"	"73397075018336285"	"648518346489926171"	"73397075085486890"	"R"	"DNfl999"	""	"brain"	"fl"	NA	NA	NA	NA	NA
"DN"	"FANC"	NA	"10643"	"73397075085486890"	"648518346493069120"	"73397075085486890"	"R"	"DNfl999"	""	"brain"	"fl"	NA	NA	NA	NA	NA
"DN"	"FANC"	NA	"10333"	"73256337194245824"	"648518346480418049"	"73256337194245824"	"L"	"DNg01"	""	"brain"	"ut"	NA	NA	NA	"25409"	NA
"DN"	"FANC"	NA	"10882"	"73537812103752723"	"648518346491431486"	"73256337194245824"	"R"	"DNg01"	""	"brain"	"ut"	NA	NA	NA	"167965"	NA
"DN"	"FANC"	NA	"10917"	"73537812103730867"	"648518346482762982"	"73537812103730867"	"R"	"DNg01"	""	"brain"	"ut"	NA	NA	NA	"26979"	NA
"DN"	"FANC"	NA	"10304"	"73256337194235307"	"648518346496163959"	"73537812103730867"	"L"	"DNg01"	""	"brain"	"ut"	NA	NA	NA	"29175"	NA
"DN"	"FANC"	NA	"10354"	"73256337194362184"	"648518346459520004"	"73256337194362184"	"L"	"DNg02"	""	"brain"	"ut"	NA	NA	NA	"30441"	NA
"DN"	"FANC"	NA	"10892"	"73537812171084013"	"648518346489369708"	"73256337194362184"	"R"	"DNg02"	""	"brain"	"ut"	NA	NA	NA	"25925"	NA
"DN"	"FANC"	NA	"10442"	"73256337194400123"	"648518346488768234"	"73256337194223615"	"L"	"DNg02"	""	"brain"	"xn"	NA	NA	NA	"29447"	NA
"DN"	"FANC"	NA	"10466"	"73256337194235316"	"648518346496641076"	"73256337194223615"	"L"	"DNg02"	""	"brain"	"xn"	NA	NA	NA	"28350"	NA
"DN"	"FANC"	NA	"10389"	"73256337194399511"	"648518346476867528"	"73256337194223615"	"L"	"DNg02"	""	"brain"	"xn"	NA	NA	NA	"27361"	NA
"DN"	"FANC"	NA	"10473"	"73256337194232430"	"648518346520612150"	"73256337194223615"	"L"	"DNg02"	""	"brain"	"xn"	NA	NA	NA	"25449"	NA
"DN"	"FANC"	NA	"10448"	"73256337194210285"	"648518346491459496"	"73256337194223615"	"L"	"DNg02"	""	"brain"	"ut"	NA	NA	NA	"25171"	NA
"DN"	"FANC"	NA	"10379"	"73256337194255496"	"648518346481633725"	"73256337194223615"	"L"	"DNg02"	""	"brain"	"xn"	NA	NA	NA	"25825"	NA
"DN"	"FANC"	NA	"10401"	"73256337194226613"	"648518346497897370"	"73256337194223615"	"L"	"DNg02"	""	"brain"	"ut"	NA	NA	NA	"24845"	NA
"DN"	"FANC"	NA	"10889"	"73537812171037249"	"648518346493969465"	"73256337194223615"	"R"	"DNg02"	""	"brain"	"ut"	NA	NA	NA	"24705"	NA
"DN"	"FANC"	NA	"10919"	"73537812171090827"	"648518346487781911"	"73256337194223615"	"R"	"DNg02"	""	"brain"	"xn"	NA	NA	NA	"25473"	NA
"DN"	"FANC"	NA	"10883"	"73537812171017154"	"648518346500703081"	"73256337194223615"	"R"	"DNg02"	""	"brain"	"xn"	NA	NA	NA	"25041"	NA
"DN"	"FANC"	NA	"10896"	"73537812103789985"	"648518346480845056"	"73256337194223615"	"R"	"DNg02"	""	"brain"	"xn"	NA	NA	NA	"22676"	NA
"DN"	"FANC"	NA	"10893"	"73537812103754850"	"648518346496734253"	"73256337194223615"	"R"	"DNg02"	""	"brain"	"xn"	NA	NA	NA	"19182"	NA
"DN"	"FANC"	NA	"10879"	"73537812171053377"	"648518346497168664"	"73256337194223615"	"R"	"DNg02"	""	"brain"	"xn"	NA	NA	NA	"18893"	NA
"DN"	"FANC"	NA	"10907"	"73537812170914997"	"648518346490473469"	"73256337194223615"	"R"	"DNg02"	""	"brain"	"ut"	NA	NA	NA	"26362"	NA
"DN"	"FANC"	NA	"10905"	"73537812103759226"	"648518346499690892"	"73256337194223615"	"R"	"DNg02"	""	"brain"	"ut"	NA	NA	NA	"28172"	NA
"DN"	"FANC"	NA	"10908"	"73537812103776969"	"648518346487354026"	"73256337194223615"	"R"	"DNg02"	""	"brain"	"ut"	NA	NA	NA	"27877"	NA
"DN"	"FANC"	NA	"10948"	"73537812170990466"	"648518346496695524"	"73537812170990466"	"R"	"DNg02"	""	"brain"	"xn"	NA	NA	NA	"21714"	NA
"DN"	"FANC"	NA	"10478"	"73256337261355368"	"648518346472982628"	"73537812170990466"	"L"	"DNg02"	""	"brain"	"xn"	NA	NA	NA	"22475"	NA
"DN"	"FANC"	NA	"10931"	"73537812171047906"	"648518346492458683"	"73537812171047906"	"R"	"DNg02"	""	"brain"	"wt"	NA	NA	NA	"21908"	NA
"DN"	"FANC"	NA	"10400"	"73256337261332303"	"648518346470346238"	"73537812171047906"	"L"	"DNg02"	""	"brain"	"ut"	NA	NA	NA	"18145"	NA
"DN"	"FANC"	NA	"10927"	"73537812171037291"	"648518346504153324"	"73537812171037291"	"R"	"DNg02"	""	"brain"	"ut"	NA	NA	NA	"28680"	NA
"DN"	"FANC"	NA	"10407"	"73256337194245532"	"648518346490882081"	"73537812171037291"	"L"	"DNg02"	""	"brain"	"ut"	NA	NA	NA	"22412"	NA
"DN"	"FANC"	NA	"10418"	"73256337194223659"	"648518346493036864"	"73537812103743988"	"L"	"DNg03"	""	"brain"	"ut"	NA	NA	NA	"27097"	NA
"DN"	"FANC"	NA	"10390"	"73256337194226417"	"648518346488372105"	"73537812103743988"	"L"	"DNg03"	""	"brain"	"ut"	NA	NA	NA	"28303"	NA
"DN"	"FANC"	NA	"10428"	"73256337194205208"	"648518346472166962"	"73537812103743988"	"L"	"DNg03"	""	"brain"	"ut"	NA	NA	NA	"27482"	NA
"DN"	"FANC"	NA	"10409"	"73256337194202908"	"648518346494579883"	"73537812103743988"	"L"	"DNg03"	""	"brain"	"ut"	NA	NA	NA	"26850"	NA
"DN"	"FANC"	NA	"10451"	"73256337194188818"	"648518346488588017"	"73537812103743988"	"L"	"DNg03"	""	"brain"	"xn"	NA	NA	NA	"26189"	NA
"DN"	"FANC"	NA	"10471"	"73256337194197769"	"648518346509813542"	"73537812103743988"	"L"	"DNg03"	""	"brain"	"ut"	NA	NA	NA	"27723"	NA
"DN"	"FANC"	NA	"10475"	"73256337261332146"	"648518346500236348"	"73537812103743988"	"L"	"DNg03"	""	"brain"	"xn"	NA	NA	NA	"28752"	NA
"DN"	"FANC"	NA	"10918"	"73537812103743988"	"648518346487792464"	"73537812103743988"	"R"	"DNg03"	""	"brain"	"ut"	NA	NA	NA	"28594"	NA
"DN"	"FANC"	NA	"10906"	"73537812103719320"	"648518346502298535"	"73537812103743988"	"R"	"DNg03"	""	"brain"	"xn"	NA	NA	NA	"27450"	NA
"DN"	"FANC"	NA	"10915"	"73537812170969658"	"648518346486606307"	"73537812103743988"	"R"	"DNg03"	""	"brain"	"ut"	NA	NA	NA	"27371"	NA
"DN"	"FANC"	NA	"10934"	"73537812103749055"	"648518346489283929"	"73537812103743988"	"R"	"DNg03"	""	"brain"	"xn"	NA	NA	NA	"26321"	NA
"DN"	"FANC"	NA	"10914"	"73537812103726810"	"648518346485335315"	"73537812103743988"	"R"	"DNg03"	""	"brain"	"xn"	NA	NA	NA	"27207"	NA
"DN"	"FANC"	NA	"10929"	"73537812103834688"	"648518346492490683"	"73537812103743988"	"R"	"DNg03"	""	"brain"	"xn"	NA	NA	NA	"25543"	NA
"DN"	"FANC"	NA	"10920"	"73537812103862141"	"648518346481229967"	"73537812103743988"	"R"	"DNg03"	""	"brain"	"xn"	NA	NA	NA	"27152"	NA
"DN"	"FANC"	NA	"11002"	"73537812171140749"	"648518346517615464"	"73537812171140749"	"R"	"DNg04"	""	"brain"	"ut"	NA	NA	NA	"18852"	NA
"DN"	"FANC"	NA	"10312"	"73256337261463863"	"648518346480662237"	"73537812171140749"	"L"	"DNg04"	""	"brain"	"ut"	NA	NA	NA	"18339"	NA
"DN"	"FANC"	NA	"11048"	"73537812171190730"	"648518346500565683"	"73537812171140749"	"R"	"DNg04"	""	"brain"	"ut"	NA	NA	NA	"14340"	NA
"DN"	"FANC"	NA	"10308"	"73256337261514049"	"648518346514245319"	"73537812171140749"	"L"	"DNg04"	""	"brain"	"ut"	NA	NA	NA	"15451"	NA
"DN"	"FANC"	NA	"10255"	"73256337261538850"	"648518346507038024"	"73256337261284381"	"L"	"DNg05"	"knees"	"brain"	"ut"	NA	NA	NA	"28372"	NA
"DN"	"FANC"	NA	"11343"	"73537812171110474"	"648518346495852390"	"73256337261284381"	"R"	"DNg05"	"knees"	"brain"	"ut"	NA	NA	NA	"21454"	NA
"DN"	"FANC"	NA	"10884"	"73537812103772985"	"648518346510931842"	"73537812103772985"	"R"	"DNg05"	"knees"	"brain"	"ut"	NA	NA	NA	"28700"	NA
"DN"	"FANC"	NA	"10465"	"73256337194271778"	"648518346490497277"	"73537812103772985"	"L"	"DNg05"	"knees"	"brain"	"xn"	NA	NA	NA	"28527"	NA
"DN"	"FANC"	NA	"11017"	"73537812171083972"	"648518346472925284"	"73537812103772985"	"R"	"DNg05"	"knees"	"brain"	"xn"	NA	NA	NA	"30212"	NA
"DN"	"FANC"	NA	"10279"	"73256337261461077"	"648518346531141146"	"73537812103772985"	"L"	"DNg05"	"knees"	"brain"	"ut"	NA	NA	NA	"35789"	NA
"DN"	"FANC"	NA	"10254"	"73256337261477449"	"648518346482749605"	"73256337261477449"	"L"	"DNg06"	""	"brain"	"ut"	NA	NA	NA	"33000"	NA
"DN"	"FANC"	NA	"10292"	"73256337261498684"	"648518346485760708"	"73256337261477449"	"L"	"DNg06"	""	"brain"	"ut"	NA	NA	NA	"29831"	NA
"DN"	"FANC"	NA	"10944"	"73537812170873795"	"648518346488844522"	"73256337261477449"	"R"	"DNg06"	""	"brain"	"ut"	NA	NA	NA	"29021"	NA
"DN"	"FANC"	NA	"10876"	"73537812171086467"	"648518346491896850"	"73256337261477449"	"R"	"DNg06"	""	"brain"	"ut"	NA	NA	NA	"30304"	NA
"DN"	"FANC"	NA	"10268"	"73256337261490825"	"648518346481509279"	"73256337261490825"	"L"	"DNg06"	""	"brain"	"ut"	NA	NA	NA	"31006"	NA
"DN"	"FANC"	NA	"10947"	"73537812103834310"	"648518346476888520"	"73256337261490825"	"R"	"DNg06"	""	"brain"	"ut"	NA	NA	NA	"29524"	NA
"DN"	"FANC"	NA	"10873"	"73537812171095531"	"648518346517612904"	"73537812171095531"	"R"	"DNg06"	""	"brain"	"xn"	NA	NA	NA	"27622"	NA
"DN"	"FANC"	NA	"10295"	"73256337194362747"	"648518346483527087"	"73537812171095531"	"L"	"DNg06"	""	"brain"	"xn"	NA	NA	NA	"24131"	NA
"DN"	"FANC"	NA	"10275"	"73256337261281970"	"648518346515430906"	"73256337261281970"	"L"	"DNg06"	""	"brain"	"xn"	NA	NA	NA	"26939"	NA
"DN"	"FANC"	NA	"11005"	"73537812171031676"	"648518346495409999"	"73256337261281970"	"R"	"DNg06"	""	"brain"	"xn"	NA	NA	NA	"31771"	NA
"DN"	"FANC"	NA	"10378"	"73256337194223615"	"648518346485364243"	"73256337261281970"	"L"	"DNg06"	""	"brain"	"xn"	NA	NA	NA	"69417"	NA
"DN"	"FANC"	NA	"10450"	"73256337328856212"	"648518346479177404"	"73256337328856212"	"L"	"DNg07"	"aPN(desc)"	"brain"	"xn"	NA	NA	NA	"34144"	NA
"DN"	"FANC"	NA	"11071"	"73537812372438370"	"648518346514068779"	"73256337328856212"	"R"	"DNg07"	"aPN(desc)"	"brain"	"xn"	NA	NA	NA	"34409"	NA
"DN"	"FANC"	NA	"10371"	"73256337328753697"	"648518346475224417"	"73256337328753697"	"L"	"DNg07"	"aPN(desc)"	"brain"	"wt"	NA	NA	NA	"34462"	NA
"DN"	"FANC"	NA	"10307"	"73256337328818202"	"648518346511103541"	"73256337328753697"	"L"	"DNg07"	"aPN(desc)"	"brain"	"ut"	NA	NA	NA	"40234"	NA
"DN"	"FANC"	NA	"11209"	"73608181049718324"	"648518346502329511"	"73256337328753697"	"R"	"DNg07"	"aPN(desc)"	"brain"	"xn"	NA	NA	NA	"38128"	NA
"DN"	"FANC"	NA	"11042"	"73537812372397791"	"648518346476809744"	"73256337328753697"	"R"	"DNg07"	"aPN(desc)"	"brain"	"xn"	NA	NA	NA	"43011"	NA
"DN"	"FANC"	NA	"10429"	"73256337328852212"	"648518346514271431"	"73256337328852212"	"L"	"DNg07"	"aPN(desc)"	"brain"	"ut"	NA	NA	NA	"43795"	NA
"DN"	"FANC"	NA	"10343"	"73256337328852203"	"648518346486000324"	"73256337328852212"	"L"	"DNg07"	"aPN(desc)"	"brain"	"ut"	NA	NA	NA	"45311"	NA
"DN"	"FANC"	NA	"11096"	"73537812372438371"	"648518346470274302"	"73256337328852212"	"R"	"DNg07"	"aPN(desc)"	"brain"	"it"	NA	NA	NA	"45282"	NA
"DN"	"FANC"	NA	"11086"	"73537812372447909"	"648518346475223393"	"73256337328852212"	"R"	"DNg07"	"aPN(desc)"	"brain"	"ut"	NA	NA	NA	"47124"	NA
"DN"	"FANC"	NA	"11074"	"73537812372516412"	"648518346494670474"	"73256337328852212"	"R"	"DNg07"	"aPN(desc)"	"brain"	"ut"	NA	NA	NA	"47124"	NA
"DN"	"FANC"	NA	"10346"	"73256337395727405"	"648518346474405826"	"73256337395727405"	"L"	"DNg08"	""	"brain"	"xn"	NA	NA	NA	"23834"	NA
"DN"	"FANC"	NA	"10215"	"73185968651583350"	"648518346493801102"	"73256337395727405"	"L"	"DNg08"	""	"brain"	"ut"	NA	NA	NA	"24458"	NA
"DN"	"FANC"	NA	"10207"	"73185968651585576"	"648518346494753714"	"73256337395727405"	"L"	"DNg08"	""	"brain"	"xn"	NA	NA	NA	"25349"	NA
"DN"	"FANC"	NA	"10444"	"73256337328856094"	"648518346493624824"	"73256337395727405"	"L"	"DNg08"	""	"brain"	"xn"	NA	NA	NA	"24656"	NA
"DN"	"FANC"	NA	"10266"	"73256337395744378"	"648518346487930910"	"73256337395727405"	"L"	"DNg08"	""	"brain"	"xn"	NA	NA	NA	"25742"	NA
"DN"	"FANC"	NA	"10269"	"73256337395765563"	"648518346486554415"	"73256337395727405"	"L"	"DNg08"	""	"brain"	"xn"	NA	NA	NA	"25529"	NA
"DN"	"FANC"	NA	"11010"	"73537812372583322"	"648518346485792196"	"73256337395727405"	"R"	"DNg08"	""	"brain"	"ut"	NA	NA	NA	"24840"	NA
"DN"	"FANC"	NA	"11023"	"73537812372617753"	"648518346494754698"	"73256337395727405"	"R"	"DNg08"	""	"brain"	"xn"	NA	NA	NA	"25002"	NA
"DN"	"FANC"	NA	"11056"	"73537812372642891"	"648518346477781973"	"73256337395727405"	"R"	"DNg08"	""	"brain"	"ut"	NA	NA	NA	"25128"	NA
