class	supervoxel_id	root_id	group	side	type	synonyms	neuropil	neuropilgroup	confidence	SA subclass	xyz	x	y	z
AN	79521766900481159	720575940603600230	720575940603600230	L	AN_GNG_139		GNG	GNG	5		(129750, 81670, 5798)	129750	81670	5798
AN	79873610621382303	720575940618572270	720575940603600230	R	AN_GNG_139		GNG	GNG	5		(134661, 82218, 5798)	134661	82218	5798
AN	79240223204268759	720575940627775375	720575940615520159	L	AN_GNG_14		GNG	GNG	5		(125582, 80520, 5798)	125582	80520	5798
AN	80225523061722480	720575940615520159	720575940615520159	R	AN_GNG_14		GNG	GNG	5		(139588, 82867, 5798)	139588	82867	5798
AN	79592135644640808	720575940627754496	720575940625287998	L	AN_GNG_140		GNG	GNG	5		(130876, 82536, 5798)	130876	82536	5798
AN	79592135644643009	720575940645199748	720575940625287998	L	AN_GNG_140		GNG	GNG	5		(130987, 82506, 5798)	130987	82506	5798
AN	79803310596681457	720575940625287998	720575940625287998	R	AN_GNG_140		GNG	GNG	5		(133307, 82747, 5798)	133307	82747	5798
AN	79803310596681834	720575940633206924	720575940625287998	R	AN_GNG_140		GNG	GNG	5		(133432, 83394, 5798)	133432	83394	5798
AN	79380960692626831	720575940633059179	720575940625411109	L	AN_GNG_141		GNG	GNG	5		(127528, 81132, 5798)	127528	81132	5798
AN	80014348109716926	720575940625411109	720575940625411109	R	AN_GNG_141		GNG	GNG	5		(137022, 81877, 5798)	137022	81877	5798
AN	79240154484801553	720575940637149006	720575940602447328	L	AN_GNG_142		GNG	GNG	5		(125373, 79544, 5798)	125373	79544	5798
AN	79240154484805911	720575940602447328	720575940602447328	L	AN_GNG_142		GNG	GNG	5		(125557, 79571, 5798)	125557	79571	5798
AN	79240154484799435	720575940623777061	720575940602447328	L	AN_GNG_142		GNG	GNG	5		(125597, 79536, 5798)	125597	79536	5798
AN	80084716853899401	720575940634361998	720575940602447328	R	AN_GNG_142		GNG	GNG	5		(137803, 82212, 5798)	137803	82212	5798
AN	80084648134409329	720575940633782135	720575940602447328	R	AN_GNG_142		GNG	GNG	5		(137891, 81388, 5798)	137891	81388	5798
AN	80155016878602284	720575940637714560	720575940602447328	R	AN_GNG_142		GNG	GNG	5		(138345, 81167, 5798)	138345	81167	5798
AN	79310729387391689	720575940633791599	720575940622912500	L	AN_GNG_143		GNG	GNG	5		(126576, 82886, 5799)	126576	82886	5799
AN	80014554268108887	720575940622912500	720575940622912500	R	AN_GNG_143		GNG	GNG	5		(136757, 84673, 5798)	136757	84673	5798
AN	79240154484801819	720575940608672092	720575940608672092	L	AN_GNG_144		GNG	GNG	5		(125683, 79682, 5798)	125683	79682	5798
AN	80155016878608664	720575940618066555	720575940608672092	R	AN_GNG_144		GNG	GNG	5		(138804, 81075, 5798)	138804	81075	5798
AN	79521698180992193	720575940606450955	720575940606450955	L	AN_GNG_145		GNG	GNG	5		(129436, 80661, 5798)	129436	80661	5798
AN	79732735694057508	720575940631283727	720575940606450955	R	AN_GNG_145		GNG	GNG	5		(133005, 79925, 5798)	133005	79925	5798
AN	79592066925174959	720575940629676857	720575940608655883	L	AN_GNG_146		GNG	GNG	5		(130390, 81288, 5798)	130390	81288	5798
AN	79873610621379745	720575940608655883	720575940608655883	R	AN_GNG_146		GNG	GNG	5		(134240, 82197, 5798)	134240	82197	5798
AN	79592066925171096	720575940630598671	720575940630598671	L	AN_GNG_147		GNG	GNG	5		(130397, 81081, 5798)	130397	81081	5798
AN	79873610621376142	720575940634333338	720575940630598671	R	AN_GNG_147		GNG	GNG	5		(134849, 82000, 5798)	134849	82000	5798
AN	79521766900487051	720575940619801793	720575940612373362	L	AN_GNG_148		GNG	GNG	5		(129045, 81740, 5798)	129045	81740	5798
AN	79521698180989076	720575940630461302	720575940612373362	L	AN_GNG_148		GNG	GNG	5		(129648, 81515, 5798)	129648	81515	5798
AN	79592066925180831	720575940612373362	720575940612373362	L	AN_GNG_148		GNG	GNG	5		(130166, 81248, 5798)	130166	81248	5798
AN	79803241877206222	720575940625739056	720575940612373362	R	AN_GNG_148		GNG	GNG	5		(133835, 81749, 5798)	133835	81749	5798
AN	79803241877204032	720575940635044344	720575940612373362	R	AN_GNG_148		GNG	GNG	5		(133839, 82153, 5798)	133839	82153	5798
AN	79873610621382066	720575940624311369	720575940612373362	R	AN_GNG_148		GNG	GNG	5		(134332, 81804, 5798)	134332	81804	5798
AN	79521766900483271	720575940627283475	720575940617992000	L	AN_GNG_149		GNG	GNG	5		(129896, 81547, 5798)	129896	81547	5798
AN	79592066925177256	720575940617992000	720575940617992000	L	AN_GNG_149		GNG	GNG	5		(130803, 81359, 5798)	130803	81359	5798
AN	79873610621384386	720575940626206809	720575940617992000	R	AN_GNG_149		GNG	GNG	5		(134148, 81867, 5798)	134148	81867	5798
AN	79873610621377262	720575940627245992	720575940617992000	R	AN_GNG_149		GNG	GNG	5		(134274, 81870, 5798)	134274	81870	5798
AN	79310523228956876	720575940619657972	720575940619657972	L	AN_GNG_15		GNG	GNG	5		(126646, 80252, 5798)	126646	80252	5798
AN	80155085598070776	720575940620580272	720575940619657972	R	AN_GNG_15		GNG	GNG	5		(138516, 81550, 5798)	138516	81550	5798
AN	79592204364120114	720575940625355920	720575940625355920	L	AN_GNG_150		GNG	GNG	5		(130940, 83380, 5798)	130940	83380	5798
AN	79803379316138106	720575940652593398	720575940625355920	R	AN_GNG_150		GNG	GNG	5		(133229, 83658, 5798)	133229	83658	5798
AN	79733079291401382	720575940638842933	720575940635768895	R	AN_GNG_151		GNG	GNG	5		(133014, 84938, 5809)	133014	84938	5809
AN	79592479175032619	720575940635768895	720575940635768895	L	AN_GNG_151		GNG	GNG	5		(130423, 86772, 5348)	130423	86772	5348
AN	79521904339409254	720575940623962430	720575940623962430	L	AN_GNG_152		GNG	GNG	5		(129443, 83727, 5798)	129443	83727	5798
AN	79733010571963224	720575940625164302	720575940623962430	R	AN_GNG_152		GNG	GNG	5		(132714, 84362, 5798)	132714	84362	5798
AN	79521904339408370	720575940627538690	720575940627538690	L	AN_GNG_153		GNG	GNG	5		(129591, 83936, 5799)	129591	83936	5799
AN	79733010571962007	720575940636168628	720575940627538690	R	AN_GNG_153		GNG	GNG	5		(132711, 84482, 5798)	132711	84482	5798
AN	79521904339402360	720575940637106295	720575940628946731	L	AN_GNG_154		GNG	GNG	5		(129338, 83764, 5798)	129338	83764	5798
AN	79803448035589782	720575940628946731	720575940628946731	R	AN_GNG_154		GNG	GNG	5		(133213, 84641, 5798)	133213	84641	5798
AN	79381098131578977	720575940618422875	720575940618422875	L	AN_GNG_155		GNG	GNG	5		(127026, 82729, 5799)	127026	82729	5799
AN	80014416829197279	720575940633969815	720575940618422875	R	AN_GNG_155		GNG	GNG	5		(137000, 83053, 5798)	137000	83053	5798
AN	79380960692620427	720575940634584312	720575940623264904	L	AN_GNG_156		GNG	GNG	5		(127721, 81403, 5798)	127721	81403	5798
AN	80014348109724388	720575940623264904	720575940623264904	R	AN_GNG_156		GNG	GNG	5		(136400, 81985, 5798)	136400	81985	5798
AN	79943429609507935	720575940657604225	720575940657604225	R	AN_GNG_157		GNG	GNG	5		(135334, 74006, 5773)	135334	74006	5773
AN	79380410869907675	720575940659056001	720575940657604225	L	AN_GNG_157		GNG	GNG	5		(127177, 72837, 5421)	127177	72837	5421
AN	79381029412120032	720575940620015787	720575940620015787	L	AN_GNG_158		GNG	GNG	5		(127663, 81569, 5798)	127663	81569	5798
AN	80014348109715036	720575940635164779	720575940620015787	R	AN_GNG_158		GNG	GNG	5		(136575, 82210, 5798)	136575	82210	5798
AN	79521766900470673	720575940626654107	720575940616831877	L	AN_GNG_159		GNG	GNG	5		(129321, 81742, 5798)	129321	81742	5798
AN	79521766900475594	720575940627963947	720575940616831877	L	AN_GNG_159		GNG	GNG	5		(129437, 81795, 5798)	129437	81795	5798
AN	79803241877200599	720575940617625413	720575940616831877	R	AN_GNG_159		GNG	GNG	5		(133744, 81615, 5798)	133744	81615	5798
AN	79873610621382112	720575940616831877	720575940616831877	R	AN_GNG_159		GNG	GNG	5		(134779, 81902, 5798)	134779	81902	5798
AN	79310523228972073	720575940630114079	720575940624387992	L	AN_GNG_16		GNG	GNG	5		(126487, 80510, 5798)	126487	80510	5798
AN	80014416829199154	720575940624387992	720575940624387992	R	AN_GNG_16		GNG	GNG	5		(137110, 82584, 5798)	137110	82584	5798
AN	79521835619943359	720575940622264444	720575940615572597	L	AN_GNG_160		GNG	GNG	5		(129435, 83029, 5798)	129435	83029	5798
AN	79873748060337585	720575940615572597	720575940615572597	R	AN_GNG_160		GNG	GNG	5		(134310, 83979, 5798)	134310	83979	5798
AN	79591792047274597	720575940620354262	720575940620354262	L	AN_GNG_161		GNG	GNG	5		(130270, 76578, 5798)	130270	76578	5798
AN	79591860766751435	720575940633954927	720575940620354262	L	AN_GNG_161		GNG	GNG	5		(130336, 77537, 5798)	130336	77537	5798
AN	79802898279816269	720575940631417057	720575940620354262	R	AN_GNG_161		GNG	GNG	5		(133735, 77107, 5798)	133735	77107	5798
AN	79170129271093354	720575940631922489	720575940612303271	L	AN_GNG_162		GNG	GNG	4		(124209, 84931, 5411)	124209	84931	5411
AN	79170060551631165	720575940633302995	720575940612303271	L	AN_GNG_162		GNG	GNG	4		(124808, 84272, 5418)	124808	84272	5418
AN	79310660667934268	720575940627697664	720575940612303271	L	AN_GNG_162		GNG	GNG	4		(125989, 82333, 5799)	125989	82333	5799
AN	79310660667942595	720575940612303271	720575940612303271	L	AN_GNG_162		GNG	GNG	4		(126118, 82314, 5799)	126118	82314	5799
AN	80014554268109408	720575940629023870	720575940612303271	R	AN_GNG_162		GNG	GNG	4		(137126, 84698, 5798)	137126	84698	5798
AN	80084923012280506	720575940618066369	720575940612303271	R	AN_GNG_162		GNG	GNG	4		(137256, 84680, 5798)	137256	84680	5798
AN	80084923012280987	720575940625393189	720575940612303271	R	AN_GNG_162		GNG	GNG	4		(137330, 84757, 5798)	137330	84757	5798
AN	80084923012282059	720575940634126711	720575940612303271	R	AN_GNG_162		GNG	GNG	4		(137395, 84664, 5798)	137395	84664	5798
AN	79310523228976516	720575940647523705	720575940603792486	L	AN_GNG_163		GNG	GNG	4		(126690, 80396, 5798)	126690	80396	5798
AN	79310523228978518	720575940625100169	720575940603792486	L	AN_GNG_163		GNG	GNG	4		(126705, 80118, 5798)	126705	80118	5798
AN	79310591948461642	720575940614284946	720575940603792486	L	AN_GNG_163		GNG	GNG	4		(126839, 80538, 5798)	126839	80538	5798
AN	80084716853902503	720575940635206763	720575940603792486	R	AN_GNG_163		GNG	GNG	4		(138104, 81578, 5798)	138104	81578	5798
AN	80084716853892925	720575940621318420	720575940603792486	R	AN_GNG_163		GNG	GNG	4		(138138, 81762, 5798)	138138	81762	5798
AN	80155085598069819	720575940623471044	720575940603792486	R	AN_GNG_163		GNG	GNG	4		(138220, 81631, 5798)	138220	81631	5798
AN	80155016878606407	720575940603792486	720575940603792486	R	AN_GNG_163		GNG	GNG	4		(138234, 81523, 5798)	138234	81523	5798
AN	79592135644652233	720575940633206831	720575940607128771	L	AN_GNG_164		GNG	GNG	4		(130277, 81561, 5798)	130277	81561	5798
AN	79592135644643391	720575940620312797	720575940607128771	L	AN_GNG_164		GNG	GNG	4		(130343, 81540, 5798)	130343	81540	5798
AN	79592066925180961	720575940629460986	720575940607128771	L	AN_GNG_164		GNG	GNG	4		(130397, 81453, 5798)	130397	81453	5798
AN	79592066925174074	720575940629921835	720575940607128771	L	AN_GNG_164		GNG	GNG	4		(130493, 81524, 5798)	130493	81524	5798
AN	79592066925186197	720575940607128771	720575940607128771	L	AN_GNG_164		GNG	GNG	4		(130577, 81498, 5798)	130577	81498	5798
AN	79803241877209598	720575940660211841	720575940607128771	R	AN_GNG_164		GNG	GNG	4		(133693, 82047, 5798)	133693	82047	5798
AN	79803241877200793	720575940647022644	720575940607128771	R	AN_GNG_164		GNG	GNG	4		(133709, 81979, 5798)	133709	81979	5798
AN	79803241877200776	720575940616858501	720575940607128771	R	AN_GNG_164		GNG	GNG	4		(133804, 81968, 5798)	133804	81968	5798
AN	79803241877201790	720575940622947475	720575940607128771	R	AN_GNG_164		GNG	GNG	4		(133909, 81823, 5798)	133909	81823	5798
AN	79803241877207501	720575940627744143	720575940607128771	R	AN_GNG_164		GNG	GNG	4		(134055, 82137, 5798)	134055	82137	5798
AN	79873610621378595	720575940615385823	720575940607128771	R	AN_GNG_164		GNG	GNG	4		(134277, 82283, 5798)	134277	82283	5798
AN	79521766900480197	720575940613530093	720575940606300508	L	AN_GNG_165		GNG	GNG	2		(129772, 82087, 5798)	129772	82087	5798
AN	79521766900481536	720575940613882822	720575940606300508	L	AN_GNG_165		GNG	GNG	2		(129788, 82356, 5798)	129788	82356	5798
AN	79521766900480214	720575940630182716	720575940606300508	L	AN_GNG_165		GNG	GNG	2		(129822, 82090, 5798)	129822	82090	5798
AN	79521766900477886	720575940631928121	720575940606300508	L	AN_GNG_165		GNG	GNG	2		(129902, 81874, 5798)	129902	81874	5798
AN	79521766900476904	720575940622150152	720575940606300508	L	AN_GNG_165		GNG	GNG	2		(129907, 82057, 5798)	129907	82057	5798
AN	79521766900479156	720575940624933765	720575940606300508	L	AN_GNG_165		GNG	GNG	2		(129910, 82220, 5798)	129910	82220	5798
AN	79521766900472049	720575940615438521	720575940606300508	L	AN_GNG_165		GNG	GNG	2		(129952, 81978, 5798)	129952	81978	5798
AN	79521766900477003	720575940621288230	720575940606300508	L	AN_GNG_165		GNG	GNG	2		(129960, 82221, 5798)	129960	82221	5798
AN	79521766900473406	720575940624310601	720575940606300508	L	AN_GNG_165		GNG	GNG	2		(129966, 82163, 5798)	129966	82163	5798
AN	79592135644645376	720575940618556142	720575940606300508	L	AN_GNG_165		GNG	GNG	2		(130006, 82189, 5798)	130006	82189	5798
AN	79592135644648072	720575940622510323	720575940606300508	L	AN_GNG_165		GNG	GNG	2		(130153, 82355, 5798)	130153	82355	5798
AN	79592135644647932	720575940618083749	720575940606300508	L	AN_GNG_165		GNG	GNG	2		(130339, 82166, 5798)	130339	82166	5798
AN	79592135644646621	720575940624339996	720575940606300508	L	AN_GNG_165		GNG	GNG	2		(130368, 82077, 5798)	130368	82077	5798
AN	79592135644652901	720575940617641301	720575940606300508	L	AN_GNG_165		GNG	GNG	2		(130377, 82229, 5798)	130377	82229	5798
AN	79592135644642828	720575940621978365	720575940606300508	L	AN_GNG_165		GNG	GNG	2		(130392, 82165, 5798)	130392	82165	5798
AN	79592135644648012	720575940644530484	720575940606300508	L	AN_GNG_165		GNG	GNG	2		(130458, 82228, 5798)	130458	82228	5798
AN	79873679340848462	720575940625178501	720575940606300508	R	AN_GNG_165		GNG	GNG	2		(134418, 82961, 5798)	134418	82961	5798
AN	79873679340847030	720575940633000162	720575940606300508	R	AN_GNG_165		GNG	GNG	2		(134434, 82847, 5798)	134434	82847	5798
AN	79873679340848418	720575940624974473	720575940606300508	R	AN_GNG_165		GNG	GNG	2		(134467, 82885, 5798)	134467	82885	5798
AN	79873679340851257	720575940633281272	720575940606300508	R	AN_GNG_165		GNG	GNG	2		(134493, 82943, 5798)	134493	82943	5798
AN	79873679340851337	720575940613194818	720575940606300508	R	AN_GNG_165		GNG	GNG	2		(134495, 83064, 5798)	134495	83064	5798
AN	79873679340845684	720575940618880865	720575940606300508	R	AN_GNG_165		GNG	GNG	2		(134533, 82891, 5798)	134533	82891	5798
AN	79873679340854086	720575940619297520	720575940606300508	R	AN_GNG_165		GNG	GNG	2		(134547, 83024, 5798)	134547	83024	5798
AN	79873679340848448	720575940613580594	720575940606300508	R	AN_GNG_165		GNG	GNG	2		(134573, 82935, 5798)	134573	82935	5798
AN	79873679340847053	720575940614118546	720575940606300508	R	AN_GNG_165		GNG	GNG	2		(134592, 82891, 5798)	134592	82891	5798
AN	79873679340842832	720575940606300508	720575940606300508	R	AN_GNG_165		GNG	GNG	2		(134712, 82829, 5798)	134712	82829	5798
AN	79873679340848436	720575940617937287	720575940606300508	R	AN_GNG_165		GNG	GNG	2		(134799, 82897, 5798)	134799	82897	5798
AN	79873679340845703	720575940622399783	720575940606300508	R	AN_GNG_165		GNG	GNG	2		(134810, 82944, 5798)	134810	82944	5798
AN	79873679340844513	720575940624082788	720575940606300508	R	AN_GNG_165		GNG	GNG	2		(134825, 83192, 5798)	134825	83192	5798
AN	79873679340851251	720575940657604737	720575940606300508	R	AN_GNG_165		GNG	GNG	2		(134862, 82939, 5798)	134862	82939	5798
AN	79873679340849768	720575940608603512	720575940606300508	R	AN_GNG_165		GNG	GNG	2		(134865, 82897, 5798)	134865	82897	5798
AN	79873679340844342	720575940613235615	720575940606300508	R	AN_GNG_165		GNG	GNG	2		(134871, 82983, 5798)	134871	82983	5798
AN	79873679340843089	720575940634388622	720575940606300508	R	AN_GNG_165		GNG	GNG	2		(134874, 83176, 5798)	134874	83176	5798
AN	79873679340849730	720575940621668533	720575940606300508	R	AN_GNG_165		GNG	GNG	2		(134878, 82852, 5798)	134878	82852	5798
AN	79873679340847220	720575940621712821	720575940606300508	R	AN_GNG_165		GNG	GNG	2		(134929, 83150, 5798)	134929	83150	5798
AN	79873679340845740	720575940627008359	720575940606300508	R	AN_GNG_165		GNG	GNG	2		(134942, 83009, 5798)	134942	83009	5798
AN	79873679340847238	720575940619119600	720575940606300508	R	AN_GNG_165		GNG	GNG	2		(134974, 83173, 5798)	134974	83173	5798
AN	79873610621372834	720575940632512703	720575940606300508	R	AN_GNG_165		GNG	GNG	2		(135064, 82524, 5798)	135064	82524	5798
AN	79521766900481563	720575940622577300	720575940605811657	L	AN_GNG_166		GNG	GNG	2		(129090, 82381, 5798)	129090	82381	5798
AN	79521766900479139	720575940620695387	720575940605811657	L	AN_GNG_166		GNG	GNG	2		(129729, 82193, 5798)	129729	82193	5798
AN	79521766900478061	720575940638991349	720575940605811657	L	AN_GNG_166		GNG	GNG	2		(129866, 82208, 5798)	129866	82208	5798
AN	79592135644644058	720575940605811657	720575940605811657	L	AN_GNG_166		GNG	GNG	2		(130029, 82108, 5798)	130029	82108	5798
AN	79873679340852667	720575940632815199	720575940605811657	R	AN_GNG_166		GNG	GNG	2		(134513, 82986, 5798)	134513	82986	5798
AN	79873679340851299	720575940617291421	720575940605811657	R	AN_GNG_166		GNG	GNG	2		(134579, 82995, 5798)	134579	82995	5798
AN	79873748060329924	720575940642495524	720575940605811657	R	AN_GNG_166		GNG	GNG	2		(135010, 83654, 5798)	135010	83654	5798
AN	79873679340847125	720575940624989833	720575940605811657	R	AN_GNG_166		GNG	GNG	2		(135019, 83023, 5798)	135019	83023	5798
AN	79944048085025025	720575940627026279	720575940605811657	R	AN_GNG_166		GNG	GNG	2		(135200, 82839, 5798)	135200	82839	5798
AN	79944048085022287	720575940638722549	720575940605811657	R	AN_GNG_166		GNG	GNG	2		(135303, 82831, 5798)	135303	82831	5798
AN	79944048085027797	720575940628407963	720575940605811657	R	AN_GNG_166		GNG	GNG	2		(135389, 82841, 5798)	135389	82841	5798
AN	79592273083595990	720575940626258448	720575940620298260	L	AN_GNG_167		GNG	GNG	4		(130279, 83730, 5798)	130279	83730	5798
AN	79592273083598098	720575940628034108	720575940620298260	L	AN_GNG_167		GNG	GNG	4		(130340, 83612, 5798)	130340	83612	5798
AN	79592273083598481	720575940629185084	720575940620298260	L	AN_GNG_167		GNG	GNG	4		(130349, 83841, 5798)	130349	83841	5798
AN	79592204364126397	720575940622488103	720575940620298260	L	AN_GNG_167		GNG	GNG	4		(130572, 82752, 5798)	130572	82752	5798
AN	79592204364127509	720575940623426192	720575940620298260	L	AN_GNG_167		GNG	GNG	4		(130680, 82782, 5798)	130680	82782	5798
AN	79662641827776174	720575940629876473	720575940620298260	R	AN_GNG_167		GNG	GNG	4		(131926, 84378, 5798)	131926	84378	5798
AN	79732941852492610	720575940637723008	720575940620298260	R	AN_GNG_167		GNG	GNG	4		(132910, 82833, 5798)	132910	82833	5798
AN	79733010571960340	720575940624109340	720575940620298260	R	AN_GNG_167		GNG	GNG	4		(133038, 84022, 5798)	133038	84022	5798
AN	79803379316150827	720575940620298260	720575940620298260	R	AN_GNG_167		GNG	GNG	4		(133140, 83927, 5798)	133140	83927	5798
AN	79803310596675480	720575940640373557	720575940620298260	R	AN_GNG_167		GNG	GNG	4		(133560, 83427, 5798)	133560	83427	5798
AN	79592273083593799	720575940637396851	720575940604820354	L	AN_GNG_168		GNG	GNG	4		(130352, 83676, 5798)	130352	83676	5798
AN	79592204364127927	720575940627904828	720575940604820354	L	AN_GNG_168		GNG	GNG	4		(130854, 83461, 5798)	130854	83461	5798
AN	79803379316150822	720575940604820354	720575940604820354	R	AN_GNG_168		GNG	GNG	4		(133049, 83943, 5798)	133049	83943	5798
AN	79310729387393675	720575940613266026	720575940613266026	L	AN_GNG_169		GNG	GNG	4		(126285, 82624, 5799)	126285	82624	5799
AN	79310729387400955	720575940641824200	720575940613266026	L	AN_GNG_169		GNG	GNG	4		(126483, 82767, 5799)	126483	82767	5799
AN	80014554268108467	720575940625985098	720575940613266026	R	AN_GNG_169		GNG	GNG	4		(136837, 84684, 5798)	136837	84684	5798
AN	80014554268110397	720575940618096321	720575940613266026	R	AN_GNG_169		GNG	GNG	4		(136865, 84769, 5798)	136865	84769	5798
AN	79310523228975334	720575940619657989	720575940619657989	L	AN_GNG_17		GNG	GNG	4		(126397, 80391, 5798)	126397	80391	5798
AN	80084716853901692	720575940628586071	720575940619657989	R	AN_GNG_17		GNG	GNG	4		(137275, 82100, 5798)	137275	82100	5798
AN	79380960692631684	720575940635891546	720575940635891546	L	AN_GNG_170		GNG	GNG	4		(126936, 80828, 5798)	126936	80828	5798
AN	80155085598068967	720575940646307574	720575940635891546	R	AN_GNG_170		GNG	GNG	4		(138462, 82206, 5798)	138462	82206	5798
AN	79169717021143153	720575940615509734	720575940609656689	L	AN_GNG_171		GNG	GNG	4		(124322, 79287, 5798)	124322	79287	5798
AN	79240154484796197	720575940613439903	720575940609656689	L	AN_GNG_171		GNG	GNG	4		(125028, 80098, 5798)	125028	80098	5798
AN	80155085598066090	720575940609656689	720575940609656689	R	AN_GNG_171		GNG	GNG	4		(138951, 81600, 5798)	138951	81600	5798
AN	80225523061720500	720575940628539735	720575940609656689	R	AN_GNG_171		GNG	GNG	4		(139313, 82591, 5798)	139313	82591	5798
AN	79240085765334056	720575940619910177	720575940610158821	L	AN_GNG_172		GNG	GNG	4		(125172, 79193, 5798)	125172	79193	5798
AN	79240085765317636	720575940611399573	720575940610158821	L	AN_GNG_172		GNG	GNG	4		(125213, 79131, 5798)	125213	79131	5798
AN	79240085765327864	720575940621084040	720575940610158821	L	AN_GNG_172		GNG	GNG	4		(125430, 79174, 5798)	125430	79174	5798
AN	79240154484803759	720575940616862550	720575940610158821	L	AN_GNG_172		GNG	GNG	4		(125433, 79522, 5798)	125433	79522	5798
AN	79240085765325401	720575940619054433	720575940610158821	L	AN_GNG_172		GNG	GNG	4		(125439, 79102, 5798)	125439	79102	5798
AN	79310523228971381	720575940629473067	720575940610158821	L	AN_GNG_172		GNG	GNG	4		(125894, 79736, 5798)	125894	79736	5798
AN	79310523228970134	720575940639022707	720575940610158821	L	AN_GNG_172		GNG	GNG	4		(126189, 79841, 5798)	126189	79841	5798
AN	79310523228973940	720575940627606394	720575940610158821	L	AN_GNG_172		GNG	GNG	4		(126291, 79904, 5798)	126291	79904	5798
AN	79310523228973979	720575940618699841	720575940610158821	L	AN_GNG_172		GNG	GNG	4		(126390, 79978, 5798)	126390	79978	5798
AN	79310523228968865	720575940621363469	720575940610158821	L	AN_GNG_172		GNG	GNG	4		(126497, 79887, 5798)	126497	79887	5798
AN	79310523228976400	720575940631414180	720575940610158821	L	AN_GNG_172		GNG	GNG	4		(126703, 80189, 5798)	126703	80189	5798
AN	80084648134394919	720575940616877456	720575940610158821	R	AN_GNG_172		GNG	GNG	4		(137935, 81025, 5798)	137935	81025	5798
AN	80084648134400556	720575940627554604	720575940610158821	R	AN_GNG_172		GNG	GNG	4		(138056, 81121, 5798)	138056	81121	5798
AN	80155016878607353	720575940617373072	720575940610158821	R	AN_GNG_172		GNG	GNG	4		(138163, 81155, 5798)	138163	81155	5798
AN	80155085598069908	720575940613264799	720575940610158821	R	AN_GNG_172		GNG	GNG	4		(138211, 81758, 5798)	138211	81758	5798
AN	80155016878599702	720575940610158821	720575940610158821	R	AN_GNG_172		GNG	GNG	4		(138242, 81057, 5798)	138242	81057	5798
AN	79310523228976099	720575940624888445	720575940614132177	L	AN_GNG_173		GNG	GNG	4		(125985, 79761, 5798)	125985	79761	5798
AN	79310523228979414	720575940622025989	720575940614132177	L	AN_GNG_173		GNG	GNG	4		(126102, 79870, 5798)	126102	79870	5798
AN	80084716853896680	720575940614132177	720575940614132177	R	AN_GNG_173		GNG	GNG	4		(138053, 81630, 5798)	138053	81630	5798
AN	80155016878597446	720575940615646109	720575940614132177	R	AN_GNG_173		GNG	GNG	4		(138238, 81471, 5798)	138238	81471	5798
AN	79310523228978466	720575940637496179	720575940631365089	L	AN_GNG_174		GNG	GNG	4		(126643, 80016, 5798)	126643	80016	5798
AN	80155085598070050	720575940631365089	720575940631365089	R	AN_GNG_174		GNG	GNG	4		(138179, 81950, 5798)	138179	81950	5798
AN	79169648301667263	720575940616813947	720575940602444512	L	AN_GNG_175		GNG	GNG	4		(124559, 77933, 5798)	124559	77933	5798
AN	79169648301666164	720575940608508681	720575940602444512	L	AN_GNG_175		GNG	GNG	4		(124602, 77797, 5798)	124602	77797	5798
AN	79169717021145809	720575940605692704	720575940602444512	L	AN_GNG_175		GNG	GNG	4		(124650, 78603, 5798)	124650	78603	5798
AN	79169648301673599	720575940629972983	720575940602444512	L	AN_GNG_175		GNG	GNG	4		(124678, 78094, 5798)	124678	78094	5798
AN	79169579582195852	720575940622072299	720575940602444512	L	AN_GNG_175		GNG	GNG	4		(124681, 77349, 5798)	124681	77349	5798
AN	79239948326362601	720575940617484248	720575940602444512	L	AN_GNG_175		GNG	GNG	4		(124975, 77429, 5798)	124975	77429	5798
AN	79239948326385848	720575940650875769	720575940602444512	L	AN_GNG_175		GNG	GNG	4		(125278, 76848, 5798)	125278	76848	5798
AN	79239948326378706	720575940631401698	720575940602444512	L	AN_GNG_175		GNG	GNG	4		(125303, 77044, 5798)	125303	77044	5798
AN	79239948326382300	720575940650215670	720575940602444512	L	AN_GNG_175		GNG	GNG	4		(125413, 76700, 5798)	125413	76700	5798
AN	79240154484787259	720575940650924022	720575940602444512	L	AN_GNG_175		GNG	GNG	4		(125529, 79524, 5798)	125529	79524	5798
AN	79310523228969015	720575940612281086	720575940602444512	L	AN_GNG_175		GNG	GNG	4		(126712, 80047, 5798)	126712	80047	5798
AN	80084373256503323	720575940633284276	720575940602444512	R	AN_GNG_175		GNG	GNG	4		(137290, 76796, 5798)	137290	76796	5798
AN	80084648134403963	720575940612836374	720575940602444512	R	AN_GNG_175		GNG	GNG	4		(137798, 80837, 5798)	137798	80837	5798
AN	80084716853898145	720575940614780219	720575940602444512	R	AN_GNG_175		GNG	GNG	4		(137906, 82119, 5798)	137906	82119	5798
AN	80084648134402919	720575940637431613	720575940602444512	R	AN_GNG_175		GNG	GNG	4		(138011, 81048, 5798)	138011	81048	5798
AN	80155085598069455	720575940621022856	720575940602444512	R	AN_GNG_175		GNG	GNG	4		(138265, 81544, 5798)	138265	81544	5798
AN	80155085598070758	720575940630307639	720575940602444512	R	AN_GNG_175		GNG	GNG	4		(138330, 81551, 5798)	138330	81551	5798
AN	80155016878599493	720575940639245631	720575940602444512	R	AN_GNG_175		GNG	GNG	4		(138352, 80767, 5798)	138352	80767	5798
AN	80155016878600968	720575940631821891	720575940602444512	R	AN_GNG_175		GNG	GNG	4		(138492, 81002, 5798)	138492	81002	5798
