class	supervoxel_id	root_id	side	type	entry_nerve	entry_side	long_tract	comment_KE	xyz
SA	73185968651682667	648518346483087692	L	DMT_ADMN	ADMN	L	DMT		(34404, 75200, 1653)
SA	73185968651675785	648518346513149265	L	DMT_ADMN	ADMN	L	DMT		(34446, 75200, 1646)
SA	73326706341283195	648518346474375618	L	VTV_MesoLN	MesoLN	L	VTV		(38053, 75200, 2000)
SA	73326706341277692	648518346492535995	L	VTV_MetaLN	MetaLN	L	VTV		(38087, 75200, 1996)
SA	73326706341268459	648518346466632814	L	VTV_MesoLN	MesoLN	L	VTV		(38115, 75200, 1991)
SA	73326706341283176	648518346494285447	L	VTV_MesoLN	MesoLN	L	VTV		(38399, 75200, 1995)
SA	73326706341279283	648518346484457731	L	VTV_MesoLN	MesoLN	L	VTV		(38294, 75200, 1996)
SA	73326706341271465	648518346494489399	L	VTV_MetaLN	MetaLN	L	VTV		(38024, 75200, 1989)
SA	73326706341285979	648518346459521028	L	VTV_MetaLN	MetaLN	L	VTV		(38063, 75200, 1993)
SA	73326706341271481	648518346495941222	L	VTV_MesoLN	MesoLN	L	VTV		(38099, 75200, 1987)
SA	73326706341262522	648518346489284953	L	VTV_MesoLN	MesoLN	L	VTV		(38145, 75200, 1984)
SA	73326706341246392	648518346493676401	L	VTV_ProLN	ProLN	L	VTV		(38145, 75200, 1978)
SA	73326706341256123	648518346489862618	L	VTV_MesoLN	MesoLN	L	VTV		(38201, 75200, 1982)
SA	73326706341257820	648518346489862874	L	VTV_MesoLN	MesoLN	L	VTV		(38216, 75200, 1985)
SA	73326706341270025	648518346488533326	L	VTV_MetaLN	MetaLN	L	VTV		(38228, 75200, 1990)
SA	73326706341272833	648518346496511100	L	VTV_MetaLN	MetaLN	L	VTV		(38175, 75200, 1993)
SA	73326706341280588	648518346496217173	L	VTV_MesoLN	MesoLN	L	VTV		(38133, 75200, 1996)
SA	73326706341252923	648518346490201352	L	VTV_ProLN	ProLN	L	VTV		(38213, 75200, 1974)
SA	73326706341008535	648518346496633901	L	VTV_MetaLN	MetaLN	L	VTV		(38187, 75200, 1934)
SA	73326706341201276	648518346479477467	L	VTV_MetaLN	MetaLN	L	VTV		(38338, 75200, 1954)
SA	73326706341192654	648518346479791333	L	VTV_MetaLN	MetaLN	L	VTV		(38256, 75200, 1940)
SA	73326706341148619	648518346477476828	L	VTV_MesoLN	MesoLN	L	VTV		(38242, 75200, 1935)
SA	73326706341184397	648518346502968051	L	VTV_MetaLN	MetaLN	L	VTV		(38207, 75200, 1945)
SA	73326706341220454	648518346497337729	L	VTV_ProLN	ProLN	L	VTV		(38077, 75200, 1955)
SA	73326706341203267	648518346486725091	L	VTV_ProLN	ProLN	L	VTV		(38020, 75200, 1955)
SA	73326706341214922	648518346482803430	L	VTV_MetaLN	MetaLN	L	VTV		(37989, 75200, 1953)
SA	73326706341218572	648518346502321063	L	VTV_MesoLN	MesoLN	L	VTV		(38017, 75200, 1963)
SA	73326706341232854	648518346478894032	L	VTV_MetaLN	MetaLN	L	VTV		(38105, 75200, 1966)
SA	73326706341243132	648518346467148526	L	VTV_ProLN	ProLN	L	VTV		(38166, 75200, 1971)
SA	73326706341234522	648518346486210706	L	VTV_ProLN	ProLN	L	VTV		(38104, 75200, 1973)
SA	73326706341234527	648518346480858368	L	VTV_ProLN	ProLN	L	VTV		(38219, 75200, 1969)
SA	73326706341239555	648518346488791645	L	VTV_MesoLN	MesoLN	L	VTV		(38263, 75200, 1969)
SA	73326706341232828	648518346517368869	L	VTV_ProLN	ProLN	L	VTV		(38332, 75200, 1969)
SA	73326706341252968	648518346499225921	L	VTV_ProLN	ProLN	L	VTV		(38280, 75200, 1973)
SA	73326706341243104	648518346491846283	L	VTV_ProLN	ProLN	L	VTV		(38278, 75200, 1979)
SA	73326706341262533	648518346489408876	L	VTV_MetaLN	MetaLN	L	VTV		(38359, 75200, 1982)
SA	73326706341256111	648518346525832986	L	VTV_ProLN	ProLN	L	VTV		(38430, 75200, 1981)
SA	73326706341249680	648518346477148616	L	VTV_ProLN	ProLN	L	VTV		(38403, 75200, 1971)
SA	73326706341241392	648518346481585601	R	VTV_ProLN	ProLN	R	VTV	ascends twice	(38458, 75200, 1970)
SA	73326706341243126	648518346518859999	L	VTV_ProLN	ProLN	L	VTV		(38485, 75200, 1975)
SA	73326706341241369	648518346515753466	L	VTV_ProLN	ProLN	L	VTV		(38567, 75200, 1970)
SA	73326706341254500	648518346483371940	L	VTV_ProLN	ProLN	L	VTV		(38532, 75200, 1978)
SA	73326706341276199	648518346475224673	L	VTV_MetaLN	MetaLN	L	VTV		(38177, 75200, 1997)
SA	73326706341227815	648518346499225665	L	VTV_ProLN	ProLN	L	VTV		(38421, 75200, 1965)
SA	73256337395662535	648518346483280204	L	DMT_DMetaN	DMetaN	L	DMT		(35356, 75200, 1563)
SA	73256337395667715	648518346488823025	L	DMT_DMetaN	DMetaN	L	DMT		(35322, 75200, 1565)
SA	73185968584551553	648518346481374607	L	DMT_DMetaN	DMetaN	L	DMT		(34276, 75200, 1515)
SA	73256337395662502	648518346485536787	L	DMT_DMetaN	DMetaN	L	DMT		(34891, 75200, 1564)
SA	73256337395662588	648518346475410273	L	DMT_DMetaN	DMetaN	L	DMT		(34910, 75200, 1560)
SA	73256337395654240	648518346520127569	L	DMT_DMetaN	DMetaN	L	DMT		(34835, 75200, 1564)
SA	73185968584495648	648518346491473594	L	DMT_DMetaN	DMetaN	L	DMT		(34424, 75200, 1490)
SA	73256337328799365	648518346491983727	L	DMT_DMetaN	DMetaN	L	DMT		(35287, 75200, 1515)
SA	73256337328907254	648518346484680349	L	DMT_DMetaN	DMetaN	L	DMT		(35100, 75200, 1537)
SA	73185968584539007	648518346515637498	L	DMT_DMetaN	DMetaN	L	DMT		(34636, 75200, 1508)
SA	73326706341267036	648518346482793446	L	VTV_MesoLN	MesoLN	L	VTV		(38290, 75200, 1987)
SA	73256337597016496	648518346493735968	L	VTV_PDMN	PDMN	L	VTV		(36505, 75200, 1953)
SA	73256337597033930	648518346483308108	L	VTV_DProN	DProN	L	VTV		(36605, 75200, 1950)
SA	73256337328809971	648518346493239872	L	DMT_DMetaN	DMetaN	L	DMT		(35330, 75402, 1518)
SA	73256337395640476	648518346499953619	L	DMT_DMetaN	DMetaN	L	DMT		(35478, 75201, 1557)
SA	73256337328786259	648518346480287910	L	DMT_DMetaN	DMetaN	L	DMT		(35117, 75199, 1511)
SA	73256337328774053	648518346496908333	L	DMT_DMetaN	DMetaN	L	DMT		(35287, 75199, 1508)
SA	73256337328766677	648518346484099101	L	DMT_DMetaN	DMetaN	L	DMT		(35355, 75199, 1502)
SA	73185968718557998	648518346507115807	L	DMT_ADMN	ADMN	L	DMT		(34171, 75197, 1680)
SA	73326706341280580	648518346496592642	L	VTV_MesoLN	MesoLN	L	VTV		(38220, 75200, 1996)
SA	73326706341260869	648518346501780074	L	VTV_MesoLN	MesoLN	L	VTV		(38169, 75197, 1989)
SA	73185968651684817	648518346475162424	L	DMT_ADMN	ADMN	L	DMT		(34728, 75204, 1657)
SA	73467443762709778	648518346492356223	R	DLV_MesoLN	MesoLN	R	DLV	wrong entry nerve, was MetaLN now MesoLN	(42177, 75196, 1920)
SA	73608180915135779	648518346494808483	R	none_DMetaN	DMetaN	R	none		(46983, 75192, 1259)
SA	73608181049476241	648518346504488684	R	DMT_DMetaN	DMetaN	R	DMT		(45882, 75236, 1442)
SA	73608181049542001	648518346496311564	R	DMT_DMetaN	DMetaN	R	DMT		(45900, 75200, 1466)
SA	73608181049559798	648518346517854568	R	DMT_DMetaN	DMetaN	R	DMT		(45754, 75200, 1475)
SA	73608181049691038	648518346499923667	R	DMT_DMetaN	DMetaN	R	DMT		(46126, 75200, 1525)
SA	73537812305512933	648518346494764451	R	DMT_DMetaN	DMetaN	R	DMT		(45047, 75200, 1524)
SA	73256337328801801	648518346501297942	L	DMT_DMetaN	DMetaN	L	DMT		(35219, 75200, 1516)
SA	73256337328826036	648518346500441660	L	DMT_DMetaN	DMetaN	L	DMT		(35091, 75200, 1524)
SA	73256337395693382	648518346507210568	L	DMT_DMetaN	DMetaN	L	DMT		(34896, 75200, 1573)
SA	73185968651513902	648518346496399957	L	DMT_DMetaN	DMetaN	L	DMT		(34714, 75200, 1577)
SA	73256337395801873	648518346489538265	L	DMT_ADMN	ADMN	L	DMT		(34850, 75200, 1618)
SA	73256337529929934	648518346503137403	L	DLV_ProLN	ProLN	L	DLV		(36231, 75200, 1827)
