class	supervoxel_id	root_id	group	side	type	systematic_type	synonyms	comment	long_tract	soma_location	soma_division	neuropil	manc_match_id	manc_group	confidence_manc_match_1_5	subclass_MANC
DN	73185968718774286	648518346480200507	73608181183969878	L	DNg64	DNxl034			VLT	g	brain	xl	17806	17806	4	xl
DN	73537812439667592	648518346502749427	73537812439667592	R	DNg65	DNxl035			VLT	g	brain	xl	20600	20600	4	xl
DN	73185968718720470	648518346494022155	73537812439667592	L	DNg65	DNxl035			VLT	g	brain	xl	24107	20600	4	xl
DN	73397074951087586	648518346501190029	73397074884148993	R	DNg66	DNad002			MDA	g	brain	ad	13020	12574	5	ad
DN	73397074884148993	648518346517737576	73397074884148993	L	DNg66	DNad002			MDA	g	brain	ad	12574	12574	5	ad
DN	73467443829692549	648518346503854432	73185968785951319	R	DNg67	DNxl036			CVL	g	brain	xl	39006	37992	5	xl
DN	73185968785951319	648518346478524276	73185968785951319	L	DNg67	DNxl036			CVL	g	brain	xl	37992	37992	5	xl
DN	73537812439697440	648518346531204634	73256337463113859	R	DNg68	DNxn061			DLV	g	brain	xn	13704	13553	5	xn
DN	73256337463113859	648518346493623544	73256337463113859	L	DNg68	DNxn061			DLV	g	brain	xn	13553	13553	5	xn
DN	73608180915188092	648518346496199543	73185968584394041	R	DNg69	DNxl037			MTD-I	g	brain	xl	13801	13268	5	xl
DN	73185968584394041	648518346479825046	73185968584394041	L	DNg69	DNxl037			MTD-I	g	brain	xl	13268	13268	5	xl
DN	73397075018232237	648518346488062999	73397075018232237	R	DNg70	DNxl038	DSOG1		VTV	g	brain	xl	13169	13169	5	xl
DN	73397075018140109	648518346490034129	73397075018232237	L	DNg70	DNxl038	DSOG1		VTV	g	brain	xl	13244	13169	5	xl
DN	73256337395614176	648518346500543413	73256337395614176	L	DNg71	DNxn062			MTD-I	g	brain	xn	15546	15546	5	xn
DN	73537812305349177	648518346478552404	73256337395614176	R	DNg71	DNxn062			MTD-I	g	brain	xn	16192	15546	5	xn
DN	73608181183896646	648518346511100981	NO MATCH	R	DNg72	DNxl069	genie		DMT	g	brain	xl	26744	26464	4	xl
DN	73185968718619560	648518346500297020	73608181183940073	L	DNg72	DNxl039	genie		DMT	g	brain	xl	25630	25630	5	xl
DN	73608181183940073	648518346491960620	73608181183940073	R	DNg72	DNxl039	genie		DMT	g	brain	xl	70285	25630	5	xl
DN	73608181183791648	648518346492163523	73608181183791648	R	DNg73	DNnt005			none	g	brain	nt	19010	18815	5	nt
DN	73115599907363321	648518346498168146	73608181183791648	L	DNg73	DNnt005			none	g	brain	xn	18815	18815	5	nt
DN	73678549927792879	648518346474363330	73115599907481731	R	DNg74	DNxl041	web		DLT	g	brain	xl	10103	10103	5	xl
DN	73115599907481731	648518346478690132	73115599907481731	L	DNg74	DNxl041	web		DLT	g	brain	xl	10107	10103	5	xl
DN	73115599907475836	648518346514032921	73115599907475836	L	DNg74	DNxl040	web		DLT	g	brain	xl	10532	10466	5	xl
DN	73608181116711916	648518346494080626	73115599907475836	R	DNg74	DNxl040	web		DLT	g	brain	xl	10466	10466	5	xl
DN	73608181049652350	648518346493854265	73115599907383116	R	DNg75	DNxl042			DLT	g	brain	xl	11264	11264	4	xl
DN	73115599907383116	648518346491468218	73115599907383116	L	DNg75	DNxl042			DLT	g	brain	xl	11354	11264	4	xl
DN	73608181116706790	648518346495562384	73115599907471815	R	DNg76	DNxn063			DLT	g	brain	xn	16511	15829	5	xn
DN	73115599907471815	648518346479708404	73115599907471815	L	DNg76	DNxn063			DLT	g	brain	xn	15829	15829	5	xn
DN	73397074884074379	648518346509788454	73326706139864082	R	DNg77	DNit002	snake		MDA	g	brain	it	37405	37405	3	it
DN	73326706139864082	648518346517644136	73326706139864082	L	DNg77	DNit002	snake		MDA	g	brain	xn	49745	37405	3	it
DN	73537812171192909	648518346498893633	73537812171192909	R	DNg78	DNxn064			none	g	brain	nt	18207	16813	5	xn
DN	73256337261506445	648518346478770384	73537812171192909	L	DNg78	DNxn064			none	g	brain	nt	16813	16813	5	xn
DN	73537812439519078	648518346487220371	73537812439519078	R	DNg79	DNxn065			MTD-I	g	brain	xn	15578	15576	5	xn
DN	73326706139976521	648518346477792749	73537812439519078	L	DNg79	DNxn065			MTD-I	g	brain	xn	15576	15576	5	xn
DN	73537812439513929	648518346490152714	73537812439519078	R	DNg79	DNxn065			MTD-I	g	brain	xn	16706	15576	5	xn
DN	73326706140037214	648518346483058340	73537812439519078	L	DNg79	DNxn065			MTD-I	g	brain	xn	15934	15576	5	xn
DN	73467443829639115	648518346483728303	73185968852658786	R	DNg80	DNxn066	gumdrop		CVL	g	brain	xn	176812	12029	4	xn
DN	73185968852658786	648518346493685105	73185968852658786	L	DNg80	DNxn066	gumdrop		CVL	g	brain	xn	12029	12029	4	xn
DN	73608180915109492	648518346479261888	73608180915109492	R	DNg81	DNxn067			none	g	brain	xn	22629	22629	5	xn
DN	73185968584426187	648518346479425746	73608180915109492	L	DNg81	DNxn067			none	g	brain	xn	22713	22629	5	xn
DN	73537812171071986	648518346478779344	73537812171071986	R	DNg82	DNut030			MTD-II	g	brain	ut	18765	18765	5	ut
DN	73256337194241717	648518346499176030	73537812171071986	L	DNg82	DNut030			MTD-II	g	brain	ut	19046	18765	5	ut
DN	73537812171028057	648518346497698151	73537812171071986	R	DNg82	DNut030			MTD-II	g	brain	ut	18765	18765	5	ut
DN	73256337194271995	648518346493966839	73537812171071986	L	DNg82	DNut030			MTD-II	g	brain	ut	19046	18765	5	ut
DN	73467443829667849	648518346471661467	73256337597102622	R	DNg83	DNfl009			VTV	g	brain	fl	154601	39724	3	fl
DN	73256337597102622	648518346486169001	73256337597102622	L	DNg83	DNfl009			VTV	g	brain	fl	39724	39724	3	fl
DN	73397075018374281	648518346512518814	73326706274264465	R	DNg84	DNxn068			VTV	g	brain	xn	25870	25870	3	xn
DN	73326706274264465	648518346514066731	73326706274264465	L	DNg84	DNxn068			VTV	g	brain	xn	27011	25870	3	xn
DN	73397075085376947	648518346497179564	73326706341252916	R	DNg85	DNfl010			VTV	g	brain	fl	26448	26448	4	fl
DN	73326706341252916	648518346506729250	73326706341252916	L	DNg85	DNfl010			VTV	g	brain	fl	26603	26448	4	fl
DN	73397075085185766	648518346464943733	73326706341006065	R	DNg87	DNxl043			VTV	g	brain	xl	14623	14623	5	xl
DN	73326706341006065	648518346517622888	73326706341006065	L	DNg87	DNxl043			VTV	g	brain	xl	15772	14623	5	xl
DN	73608180982594822	648518346499274075	73608180982594822	R	DNg88	DNxl044			MTD-I	g	brain	xl	13900	12743	5	xl
DN	73115599840216019	648518346485793988	73608180982594822	L	DNg88	DNxl044			MTD-I	g	brain	xl	12743	12743	5	xl
DN	73608181049774612	648518346491685999	73608181049774612	R	DNg89	DNnt006			none	g	brain	nt	21284	20194	5	nt
DN	73185968584558982	648518346466919406	73608181049774612	L	DNg89	DNnt006			none	g	brain	nt	20194	20194	5	nt
DN	73608181183859390	648518346482983102	73608181183859390	R	DNg90	DNxl045			DMT	g	brain	xl	14935	13734	5	xl
DN	73185968651699954	648518346507377529	73608181183859390	L	DNg90	DNxl045			DMT	g	brain	xl	13734	13734	5	xl
DN	73608180982405131	648518346501160333	73608180982405131	R	DNg91	DNut031			ITD	g	brain	ut	12792	12792	5	ut
DN	73185968584194992	648518346478454900	73608180982405131	L	DNg91	DNut031			ITD	g	brain	ut	13556	12792	5	ut
DN	73256337261422016	648518346489661235	73256337261422016	L	DNg92	DNut032			MTD-II	g	brain	xn	32001	32001	4	ut
DN	73537812103789829	648518346493971447	73256337261422016	R	DNg92	DNut032			MTD-II	g	brain	xn	32498	32001	4	ut
DN	73256337194305331	648518346493614840	73256337194305331	L	DNg92	DNut032			MTD-II	g	brain	xn	35992	32001	4	ut
DN	73537812170867721	648518346488660573	73256337194305331	R	DNg92	DNut032			MTD-II	g	brain	ut	32950	32001	4	ut
DN	73256337261447532	648518346486485473	73256337261447532	L	DNg92	DNut032			MTD-II	g	brain	ut	34006	32001	4	ut
DN	73537812170915117	648518346491289274	73256337261447532	R	DNg92	DNut032			MTD-II	g	brain	ut	32360	32001	4	ut
DN	73256337194229403	648518346474343362	73537812103800458	L	DNg92	DNut032			MTD-II	g	brain	xn	34426	32001	4	ut
DN	73537812103800458	648518346486585497	73537812103800458	R	DNg92	DNut032			MTD-II	g	brain	xn	32169	32001	4	ut
DN	73115599974379051	648518346499877587	73115599974379051	L	DNg93	DNxl046	oval		DLT	g	brain	xl	10420	10399	5	xl
DN	73608181116785725	648518346484466691	73115599974379051	R	DNg93	DNxl046	oval		DLT	g	brain	xl	10399	10399	5	xl
DN	73608181116866134	648518346489545945	73608181116866134	R	DNg94	DNxn069			ITD	g	brain	xn	22372	20253	5	xn
DN	73185968718614904	648518346493915915	73608181116866134	L	DNg94	DNxn069			ITD	g	brain	xn	20253	20253	5	xn
DN	73608181183875119	648518346466654318	73608181183875119	R	DNg95	DNxl059			DMT	g	brain	xl	15131	15074	5	xl
DN	73115599840252425	648518346486490337	73608181183875119	L	DNg95	DNxl059			DMT	g	brain	xl	15074	15074	5	xl
DN	73326706005815962	648518346490241884	73326706005815962	L	DNg96	DNxl064			MTD-I	g	brain	xl	10995	10855	5	xl
DN	73467443426890583	648518346479175612	73326706005815962	R	DNg96	DNxl064			MTD-I	g	brain	xl	10855	10855	5	xl
DN	73678549860564381	648518346506426914	73115599974473266	R	DNg97	DNxl054			DLT	g	brain	xl	11070	10656	5	xl
DN	73115599974473266	648518346504806022	73115599974473266	L	DNg97	DNxl054			DLT	g	brain	xl	10656	10656	5	xl
DN	73397075085508047	648518346495037618	73397075085508047	R	DNg98	DNxn096	DSOG1		VTV	g	brain	xn	10336	10336	5	xn
DN	73326706341294779	648518346500461116	73397075085508047	L	DNg98	DNxn096	DSOG1		VTV	g	brain	xn	11959	10336	5	xn
DN	73537812238306208	648518346515455226	73537812238306208	R	DNg99	DNxn097			MTD-I	g	brain	xn	11443	10937	5	xn
DN	73326706005760128	648518346494254583	73537812238306208	L	DNg99	DNxn097			MTD-I	g	brain	xn	10937	10937	5	xn
DN	73537812305439052	648518346488594701	73256337261722642	R	DNht001	DNht001			ITD		brain	ht	44921	29904	5	ht
DN	73537812305466999	648518346476894408	73256337261722642	R	DNht001	DNht001			ITD		brain	ht	166522	29904	5	ht
DN	73537812238293445	648518346466920942	73256337261722642	R	DNht001	DNht001			ITD		brain	ht	105091	29904	5	ht
DN	73537812238341060	648518346515106631	73256337261722642	R	DNht001	DNht001			ITD		brain	ht	31112	29904	5	ht
DN	73537812305479635	648518346509395331	73256337261722642	R	DNht001	DNht001			ITD		brain	ht	32106	29904	5	ht
DN	73537812238346199	648518346474414530	73256337261722642	R	DNht001	DNht001			ITD		brain	ht	104831	29904	5	ht
DN	73537812305469662	648518346488628237	73256337261722642	R	DNht001	DNht001			ITD		brain	ht	34094	29904	5	ht
DN	73537812238286184	648518346509026170	73256337261722642	R	DNht001	DNht001			ITD		brain	ut	31497	29904	5	ht
DN	73537812238320908	648518346509084282	73256337261722642	R	DNht001	DNht001			ITD		brain	ht	101851	29904	5	ht
DN	73537812238330801	648518346487390378	73256337261722642	R	DNht001	DNht001			ITD		brain	ht	30332	29904	5	ht
DN	73256337261715633	648518346495281231	73256337261722642	L	DNht001	DNht001			ITD		brain	ht	26994	29904	5	ht
DN	73256337261718864	648518346495482786	73256337261722642	L	DNht001	DNht001			ITD		brain	ht	33148	29904	5	ht
DN	73256337261815984	648518346478570580	73256337261722642	L	DNht001	DNht001			ITD		brain	ht	31523	29904	5	ht
DN	73256337261722621	648518346503853664	73256337261722642	L	DNht001	DNht001			ITD		brain	ht	34669	29904	5	ht
DN	73256337261727147	648518346472922724	73256337261722642	L	DNht001	DNht001			ITD		brain	ht	32010	29904	5	ht
DN	73256337261722642	648518346518252118	73256337261722642	L	DNht001	DNht001			ITD		brain	ht	31855	29904	5	ht
DN	73256337261757339	648518346501775978	73256337261722642	L	DNht001	DNht001			ITD		brain	ht	32646	29904	5	ht
DN	73256337261757525	648518346487403434	73256337261722642	L	DNht001	DNht001			ITD		brain	ht	31274	29904	5	ht
DN	73256337261704462	648518346477820397	73256337261722642	L	DNht001	DNht001			ITD		brain	ht	41420	29904	5	ht
DN	73256337261727051	648518346477799893	73256337261722642	L	DNht001	DNht001			ITD		brain	ht	29904	29904	5	ht
DN	73537812372565893	648518346495990796	73537812372565893	R	DNit003	DNit003			ITD		brain	it	49930	46595	4	it
DN	73256337395667716	648518346517645672	73537812372565893	L	DNit003	DNit003			ITD		brain	xn	46595	46595	4	it
DN	73397074816953444	648518346509026426	73397074817108485	L	DNit004	DNit004			MDA		brain	xn	41456	41456	3	it
DN	73397074817108485	648518346466654574	73397074817108485	R	DNit004	DNit004			MDA		brain	it	50464	41456	3	it
DN	73537812372495148	648518346483161022	73537812372521023	R	DNit005	DNit005			ITD		brain	it	36598	32312	4	it
DN	73537812372521023	648518346472926308	73537812372521023	R	DNit005	DNit005			ITD		brain	it	32585	32312	4	it
DN	73256337395681731	648518346498080922	73537812372521023	L	DNit005	DNit005			ITD		brain	it	32312	32312	4	it
DN	73256337328852108	648518346479325915	73256337328852108	L	DNit006	DNit006			ITD		brain	it	33673	31566	4	it
DN	73256337328843529	648518346495476898	73256337328852108	L	DNit006	DNit006			ITD		brain	it	31566	31566	4	it
DN	73256337328836136	648518346514218027	73256337328852108	L	DNit006	DNit006			ITD		brain	it	32499	31566	4	it
DN	73256337328812728	648518346498174290	73256337328852108	L	DNit006	DNit006			ITD		brain	it	32499	31566	4	it
DN	73537812372369866	648518346488817642	73256337328852108	R	DNit006	DNit006			ITD		brain	it	102117	31566	4	it
DN	73537812372416084	648518346493990907	73256337328852108	R	DNit006	DNit006			ITD		brain	it	34081	31566	4	it
DN	73537812372457573	648518346513984043	73256337328852108	R	DNit006	DNit006			ITD		brain	it	37651	31566	4	it
DN	73537812372505003	648518346484652189	73256337328852108	R	DNit006	DNit006			ITD		brain	it	102117	31566	4	it
DN	73537812439579651	648518346475303296	73537812439579651	R	DNit008	DNit008			none		brain	it	14594	14594	5	it
DN	73256337396011816	648518346480281046	73537812439579651	L	DNit008	DNit008			none		brain	it	30043	14594	5	it
DN	73467443829556162	648518346486696397	73326706140078384	R	DNit009	DNit009			none		brain	it		151717	5	it
DN	73326706140078384	648518346496839832	73326706140078384	L	DNit009	DNit009			none		brain	it	151717	151717	5	it
DN	73326706072896196	648518346493807246	NO MATCH	L	DNit988				none		brain	it				
DN	73537812372457588	648518346485806788	NO MATCH	R	DNit989				ITD		brain	it				
DN	73537812372462628	648518346489538575	NO MATCH	R	DNit990				ITD		brain	it				
DN	73256337261661580	648518346526144727	NO MATCH	L	DNit991				MTD-I		brain	it				
DN	73397074682683042	648518346488602381	NO MATCH	R	DNit992				MDA		brain	it				
DN	73397074884260846	648518346498167890	73326706140063798	R	DNit993				none		brain	it				
DN	73326706140063798	648518346493964601	73326706140063798	L	DNit993				none		brain	it				
DN	73537812171222327	648518346489743967	73256337328815556	R	DNit994				ITD		brain	it				
DN	73256337328815556	648518346494649589	73256337328815556	L	DNit994				ITD		brain	it				
DN	73537812372485369	648518346480136251	73256337328781330	R	DNit995				ITD		brain	it				
DN	73256337328781330	648518346495890278	73256337328781330	L	DNit995				ITD		brain	it				
DN	73256337328818189	648518346479335378	73537812171345891	L	DNit996				ITD		brain	it				
DN	73537812171345891	648518346508595007	73537812171345891	R	DNit996				none		brain	it				
DN	73467443561197026	648518346485807300	73467443561197026	R	DNit997				MDA		brain	it				
DN	73397074817211992	648518346500126982	73467443561197026	L	DNit997				MDA		brain	it				
DN	73397074749803995	648518346483204516	73397074750172488	L	DNit998				MTD-I		brain	it				
DN	73397074750172488	648518346518603231	73397074750172488	L	DNit998				MDA		brain	it				
DN	73397074749835452	648518346515288135	73397074749835452	R	DNit999				MDA		brain	it				
DN	73397074750046817	648518346510129958	73397074749835452	L	DNit999				MDA		brain	it				
DN	73256337194226492	648518346496617780	73256337194226492	L	DNlt009	DNlt009			MTD-II		brain	lt	27663	27663	5	lt
DN	73537812103728121	648518346489501711	73256337194226492	R	DNlt009	DNlt009			MTD-II		brain	lt	29058	27663	5	lt
DN	73256337261355239	648518346514057950	73256337261355239	L	DNlt010	DNlt010			MTD-II		brain	lt	26517	26517	5	lt
DN	73537812170869145	648518346477726677	73256337261355239	R	DNlt010	DNlt010			MTD-II		brain	lt	27358	26517	5	lt
DN	73397074884122748	648518346489562749	73326706139971175	R	DNlt011	DNlt011			MDA		brain	lt	190167	21069	5	lt
DN	73326706139971175	648518346488893929	73326706139971175	L	DNlt011	DNlt011			MDA		brain	lt	21069	21069	5	lt
DN	73608180982361671	648518346494006263	73608180982361671	R	DNml001	DNml001			VLT		brain	xl	16648	16605	4	ml
DN	73185968651625148	648518346523998981	73608180982361671	L	DNml001	DNml001			VLT		brain	xl	16605	16605	4	ml
DN	73185968584370563	648518346524000261	73185968584370563	L	DNnt007	DNnt007			none		brain	nt	37881	29987	5	nt
DN	73185968584361191	648518346500437683	73185968584370563	L	DNnt007	DNnt007			none		brain	nt	34184	29987	5	nt
DN	73185968584350003	648518346494757002	73185968584370563	L	DNnt007	DNnt007			none		brain	xn	40712	29987	5	nt
DN	73115599907344151	648518346477667086	73185968584370563	L	DNnt007	DNnt007			none		brain	nt	29987	29987	5	nt
DN	73185968584409771	648518346489423212	73185968584370563	L	DNnt007	DNnt007			none		brain	nt	154317	29987	5	nt
DN	73608181116562472	648518346480776448	73185968584370563	R	DNnt007	DNnt007			none		brain	nt	39554	29987	5	nt
DN	73608181116639393	648518346496628708	73185968584370563	R	DNnt007	DNnt007			none		brain	nt	30858	29987	5	nt
DN	73608181049683253	648518346482968228	73185968584370563	R	DNnt007	DNnt007			none		brain	xn	31981	29987	5	nt
DN	73608180982342630	648518346517160229	73185968584370563	R	DNnt007	DNnt007			none		brain	xn	38483	29987	5	nt
DN	73608181116628776	648518346513967582	73185968584370563	R	DNnt007	DNnt007			none		brain	nt	30430	29987	5	nt
DN	73608181116524721	648518346475026488	73185968584370563	R	DNnt007	DNnt007			none		brain	xn	36962	29987	5	nt
DN	73115599840160969	648518346500990486	73115599840160969	L	DNnt008	DNnt008			none		brain	xn	29772	26720	5	nt
DN	73185968584464640	648518346490866977	73115599840160969	L	DNnt008	DNnt008			none		brain	nt	27396	26720	5	nt
DN	73115599907281413	648518346475784418	73115599840160969	L	DNnt008	DNnt008			none		brain	nt	37030	26720	5	nt
DN	73185968584370509	648518346487988304	73115599840160969	L	DNnt008	DNnt008			none		brain	nt	33570	26720	5	nt
DN	73608180982495401	648518346491946284	73115599840160969	R	DNnt008	DNnt008			none		brain	xn	26720	26720	5	nt
DN	73608180982558329	648518346497001857	73115599840160969	R	DNnt008	DNnt008			none		brain	xn	32672	26720	5	nt
DN	73608180982342597	648518346491354310	73115599840160969	R	DNnt008	DNnt008			none		brain	nt	32534	26720	5	nt
DN	73608180982511715	648518346477433239	73115599840160969	R	DNnt008	DNnt008			none		brain	nt	29178	26720	5	nt
DN	73185968584336681	648518346472177970	73185968584336681	L	DNnt010	DNnt010			ITD		brain	nt	34060	33395	5	nt
DN	73185968584350066	648518346517178917	73185968584336681	L	DNnt010	DNnt010			ITD		brain	nt	37876	33395	5	nt
DN	73537812238270956	648518346491691631	73185968584336681	R	DNnt010	DNnt010			none		brain	nt	34090	33395	5	nt
DN	73537812238311299	648518346500992790	73185968584336681	R	DNnt010	DNnt010			none		brain	nt	33395	33395	5	nt
DN	73185968584372683	648518346483595951	73185968584372683	L	DNnt011	DNnt011			ITD		brain	xn	33641	32437	5	nt
DN	73185968517456889	648518346499566917	73185968584372683	L	DNnt011	DNnt011			ITD		brain	nt	32437	32437	5	nt
DN	73185968584381930	648518346479707892	73185968584372683	L	DNnt011	DNnt011			ITD		brain	nt	35797	32437	5	nt
DN	73185968584526035	648518346491969324	73185968584372683	L	DNnt011	DNnt011			ITD		brain	xn	34390	32437	5	nt
DN	73185968517399517	648518346488893417	73185968584372683	L	DNnt011	DNnt011			ITD		brain	nt	36579	32437	5	nt
DN	73185968584195536	648518346518251862	73185968584372683	L	DNnt011	DNnt011			ITD		brain	nt	37712	32437	5	nt
DN	73256337261746997	648518346488823274	73185968584372683	L	DNnt011	DNnt011			ITD		brain	nt	42128	32437	5	nt
DN	73185968584505650	648518346499023937	73185968584372683	L	DNnt011	DNnt011			ITD		brain	xn	44290	32437	5	nt
DN	73537812238242651	648518346480202043	73185968584372683	R	DNnt011	DNnt011			ITD		brain	xn	40948	32437	5	nt
DN	73537812171393274	648518346474286018	73185968584372683	R	DNnt011	DNnt011			ITD		brain	xn	35178	32437	5	nt
DN	73537812238328375	648518346490758691	73185968584372683	R	DNnt011	DNnt011			ITD		brain	xn	43068	32437	5	nt
DN	73537812238390588	648518346470256126	73185968584372683	R	DNnt011	DNnt011			ITD		brain	nt	33184	32437	5	nt
DN	73537812238293504	648518346488494926	73185968584372683	R	DNnt011	DNnt011			ITD		brain	nt	34643	32437	5	nt
DN	73537812238388221	648518346502240423	73185968584372683	R	DNnt011	DNnt011			ITD		brain	nt	37997	32437	5	nt
DN	73537812238306194	648518346485339155	73185968584372683	R	DNnt011	DNnt011			ITD		brain	nt	37700	32437	5	nt
DN	73537812238228359	648518346492087167	73185968584372683	R	DNnt011	DNnt011			ITD		brain	xn	33957	32437	5	nt
DN	73256337261718889	648518346498948929	73256337261718889	L	DNnt012	DNnt012			ITD		brain	nt	32039	32039	5	nt
DN	73537812238257397	648518346488614641	73256337261718889	R	DNnt012	DNnt012			none		brain	nt	32447	32039	5	nt
DN	73185968584414323	648518346482760613	73185968584414323	L	DNnt013	DNnt013			none		brain	nt	29102	29102	5	nt
DN	73185968651425352	648518346487283603	73185968584414323	L	DNnt013	DNnt013			none		brain	nt	32699	29102	5	nt
DN	73608181116589293	648518346485912456	73185968584414323	R	DNnt013	DNnt013			none		brain	nt	33287	29102	5	nt
DN	73608181049554914	648518346485968018	73185968584414323	R	DNnt013	DNnt013			none		brain	nt	33755	29102	5	nt
DN	73256337261696530	648518346488460984	73256337261696530	L	DNnt014	DNnt014			ITD		brain	nt	29317	26571	5	nt
DN	73537812237992388	648518346476785352	73256337261696530	R	DNnt014	DNnt014			ITD		brain	nt	29889	26571	5	nt
DN	73256337328591126	648518346476823752	73256337328591126	L	DNnt014	DNnt014			ITD		brain	nt	26571	26571	5	nt
DN	73537812238202030	648518346478394228	73256337328591126	R	DNnt014	DNnt014			ITD		brain	nt	26662	26571	5	nt
DN	73185968517230650	648518346481375169	73185968517230650	L	DNnt015	DNnt015			ITD		brain	nt	24102	24102	5	nt
DN	73537812171264172	648518346479613846	73185968517230650	R	DNnt015	DNnt015			none		brain	nt	24658	24102	5	nt
DN	73537812171077044	648518346492423611	73537812171077044	R	DNnt016	DNnt016			none		brain	nt	20085	20085	5	nt
DN	73256337261639915	648518346476807952	73537812171077044	L	DNnt016	DNnt016			none		brain	nt	20313	20085	5	nt
DN	73537812171150796	648518346526072023	73185968584343604	R	DNnt017	DNnt017			none		brain	nt	26894	19554	5	nt
DN	73185968584343604	648518346515109959	73185968584343604	L	DNnt017	DNnt017			none		brain	nt	25450	19554	5	nt
DN	73608181116618082	648518346517094437	73185968584343604	R	DNnt017	DNnt017			none		brain	nt	21290	19554	4	nt
DN	73185968651620263	648518346498129490	73185968584343604	L	DNnt017	DNnt017			none		brain	nt	19554	19554	4	nt
DN	73608181049707534	648518346517528680	73608181049707534	R	DNnt018	DNnt018			none		brain	nt	17344	17344	5	nt
DN	73115599907396844	648518346489569879	73608181049707534	L	DNnt018	DNnt018			none		brain	nt	19112	17344	5	nt
DN	73608180915091900	648518346466588526	73608180915091900	R	DNnt019	DNnt019			none		brain	nt	17537	17193	5	nt
DN	73185968584358579	648518346494757258	73608180915091900	L	DNnt019	DNnt019			none		brain	nt	17193	17193	5	nt
DN	73537812171093213	648518346486432993	73537812171093213	R	DNnt020	DNnt020			none		brain	nt	15226	15226	5	nt
DN	73185968517261841	648518346474398146	73537812171093213	L	DNnt020	DNnt020			none		brain	nt	17279	15226	5	nt
DN	73185968651522987	648518346480994394	NO MATCH	L	DNnt997				none		brain	nt				
DN	73608180982466520	648518346488644445	NO MATCH	R	DNnt998				none		brain	nt				
DN	73537812238383456	648518346491836690	73537812238383456	R	DNnt999				none		brain	nt				
DN	73185968584377165	648518346515107911	73537812238383456	L	DNnt999				ITD		brain	nt				
DN	73467443494219130	648518346487752404	73467443494219130	R	DNp01	DNlt002	GF	Giant Fiber	none	p	brain	lt	10000	10000	5	lt
DN	73326706072570184	648518346499950803	73467443494219130	L	DNp01	DNlt002	GF	Giant Fiber	none	p	brain	lt	10002	10000	5	lt
DN	73467443695507540	648518346523998725	73326706207182894	R	DNp02	DNlt003	P3b		DLV	p	brain	lt	10157	10157	5	lt
DN	73326706207182894	648518346475217761	73326706207182894	L	DNp02	DNlt003	P3b		DLV	p	brain	lt	10331	10157	5	lt
DN	73467443494025226	648518346494625781	73467443494025226	R	DNp03	DNut021			MTD-I	p	brain	ut	12136	12136	5	ut
DN	73326706005782977	648518346517438244	73467443494025226	L	DNp03	DNut021			MTD-I	p	brain	ut	12231	12136	5	ut
DN	73326706207179540	648518346479326171	73397075018081094	L	DNp04	DNlt004			VTV	p	brain	lt	12482	12358	5	lt
DN	73397075018081094	648518346490893859	73397075018081094	R	DNp04	DNlt004			VTV	p	brain	lt	12358	12358	5	lt
DN	73467443426904769	648518346507123743	73467443426904769	R	DNp05	DNxn026	AMMC-Db2		MTD-I	p	brain	xn	11588	11588	5	xn
DN	73256337261624979	648518346485805764	73467443426904769	L	DNp05	DNxn026	AMMC-Db2		MTD-I	p	brain	xn	11974	11588	5	xn
DN	73467443628335881	648518346496285452	73256337395700108	R	DNp06	DNlt005	AMMC-Di5		DLV	p	brain	lt	10634	10634	5	lt
DN	73256337395700108	648518346498261041	73256337395700108	L	DNp06	DNlt005	AMMC-Di5		DLV	p	brain	lt	11221	10634	5	lt
DN	73537812305604105	648518346493034780	73537812305604105	R	DNp07	DNxn027			MTD-I	p	brain	xn	11150	11150	5	xn
DN	73256337261632445	648518346499898067	73537812305604105	L	DNp07	DNxn027			MTD-I	p	brain	xn	11228	11150	5	xn
DN	73608181183819909	648518346492952348	73185968651645154	R	DNp08	DNxn028			DMT	p	brain	xn	12827	12707	5	xn
DN	73185968651645154	648518346486066345	73185968651645154	L	DNp08	DNxn028			DMT	p	brain	xn	12707	12707	5	xn
DN	73467443695351818	648518346492933916	73256337462908343	R	DNp09	DNxl017			DLV	p	brain	xl	12955	12926	5	xl
DN	73256337462908343	648518346478473844	73256337462908343	L	DNp09	DNxl017			DLV	p	brain	xl	12926	12926	5	xl
DN	73467443628303421	648518346504013152	73467443628303421	R	DNp10	DNxl018			MTD-I	p	brain	xl	10732	10732	5	xl
DN	73326706139855581	648518346492770478	73467443628303421	L	DNp10	DNxl018			MTD-I	p	brain	xl	10835	10732	5	xl
DN	73397074884012916	648518346489784538	73326706072888812	R	DNp103	DNlt007			MDA	p	brain	xn	12855	12855	5	lt
DN	73326706072888812	648518346482817701	73326706072888812	L	DNp103	DNlt007			MDA	p	brain	lt	13089	12855	5	lt
DN	73537812171264215	648518346501660489	73537812171264215	R	DNp11	DNxn029	AMMC-Db3		MTD-I	p	brain	xn	10122	10113	5	xn
DN	73256337328594796	648518346509757242	73537812171264215	L	DNp11	DNxn029	AMMC-Db3		MTD-I	p	brain	xn	10113	10113	5	xn
DN	73467443695341288	648518346498898753	73256337462688565	R	DNp12	DNxn030			DLV	p	brain	xn	11413	11413	5	xn
DN	73256337462688565	648518346490806819	73256337462688565	L	DNp12	DNxn030			DLV	p	brain	xn	11437	11413	5	xn
