class	supervoxel_id	root_id	group	side	type	systematic_type	synonyms	comment	long_tract	soma_location	soma_division	neuropil	manc_match_id	manc_group	confidence_manc_match_1_5	subclass_MANC
DN	73185968651585576	648518346494753714	73256337395727405	L	DNg08	DNut015			ITD	g	brain	xn	25349	18953	5	ut
DN	73256337328856094	648518346493624824	73256337395727405	L	DNg08	DNut015			ITD	g	brain	xn	24656	18953	5	ut
DN	73256337395744378	648518346487930910	73256337395727405	L	DNg08	DNut015			ITD	g	brain	xn	25742	18953	5	ut
DN	73256337395765563	648518346486554415	73256337395727405	L	DNg08	DNut015			ITD	g	brain	xn	25529	18953	5	ut
DN	73537812372583322	648518346485792196	73256337395727405	R	DNg08	DNut015			ITD	g	brain	ut	24840	18953	5	ut
DN	73537812372617753	648518346494754698	73256337395727405	R	DNg08	DNut015			ITD	g	brain	xn	25002	18953	5	ut
DN	73537812372642891	648518346477781973	73256337395727405	R	DNg08	DNut015			ITD	g	brain	ut	25128	18953	5	ut
DN	73537812372600114	648518346487385002	73256337395727405	R	DNg08	DNut015			ITD	g	brain	xn	26337	18953	5	ut
DN	73537812372602681	648518346485792964	73256337395727405	R	DNg08	DNut015			ITD	g	brain	ut	25050	18953	5	ut
DN	73608181183708645	648518346480282838	73256337395727405	R	DNg08	DNut015			ITD	g	brain	xn	23518	18953	5	ut
DN	73185968651571886	648518346489540879	73185968651571886	L	DNg08	DNut015			ITD	g	brain	xn	25283	18953	4	ut
DN	73537812372542318	648518346481251983	73185968651571886	R	DNg08	DNut015			ITD	g	brain	xn	24919	18953	4	ut
DN	73185968651567191	648518346481252751	73185968651567191	L	DNg08	DNut015			ITD	g	brain	xn	25283	18953	4	ut
DN	73537812372554100	648518346493799822	73185968651567191	R	DNg08	DNut015			ITD	g	brain	xn	23518	18953	4	ut
DN	73256337328660096	648518346490521341	73256337328703662	L	DNg09	DNnt001			ITD	g	brain	xn	22710	22710	5	nt
DN	73256337328703662	648518346490875256	73256337328703662	L	DNg09	DNnt001			ITD	g	brain	nt	26047	22710	5	nt
DN	73537812305498263	648518346511650672	73256337328703662	R	DNg09	DNnt001			ITD	g	brain	nt	23190	22710	5	nt
DN	73537812372452826	648518346503854542	73256337328703662	R	DNg09	DNnt001			ITD	g	brain	nt	26285	22710	5	nt
DN	73256337328598107	648518346495988797	73185968584343858	L	DNg10	DNnt002			ITD	g	brain	nt	45400	37799	5	nt
DN	73185968584343858	648518346496240213	73185968584343858	L	DNg10	DNnt002			ITD	g	brain	nt	40386	37799	5	nt
DN	73185968584358628	648518346493236764	73185968584343858	L	DNg10	DNnt002			ITD	g	brain	nt	39885	37799	5	nt
DN	73185968584191508	648518346486659993	73185968584343858	L	DNg10	DNnt002			ITD	g	brain	nt	41387	37799	5	nt
DN	73185968584363642	648518346476812560	73185968584343858	L	DNg10	DNnt002			ITD	g	brain	nt	45443	37799	5	nt
DN	73185968584343714	648518346484451587	73185968584343858	L	DNg10	DNnt002			ITD	g	brain	nt	43430	37799	5	nt
DN	73185968584193762	648518346490877304	73185968584343858	L	DNg10	DNnt002			ITD	g	brain	nt	40430	37799	5	nt
DN	73185968584198377	648518346502337703	73185968584343858	L	DNg10	DNnt002			ITD	g	brain	nt	42609	37799	5	nt
DN	73185968584288913	648518346486153120	73185968584343858	L	DNg10	DNnt002			ITD	g	brain	nt	39045	37799	5	nt
DN	73256337261683692	648518346491437630	73185968584343858	L	DNg10	DNnt002			ITD	g	brain	nt	42235	37799	5	nt
DN	73185968584355948	648518346476894152	73185968584343858	L	DNg10	DNnt002			ITD	g	brain	nt	43778	37799	5	nt
DN	73537812238288572	648518346481141647	73185968584343858	R	DNg10	DNnt002			ITD	g	brain	nt	37799	37799	5	nt
DN	73537812238194708	648518346486003810	73185968584343858	R	DNg10	DNnt002			ITD	g	brain	nt	39664	37799	5	nt
DN	73537812238182146	648518346501767018	73185968584343858	R	DNg10	DNnt002			ITD	g	brain	nt	38629	37799	5	nt
DN	73608180982407693	648518346513947179	73185968584343858	R	DNg10	DNnt002			ITD	g	brain	nt	40271	37799	5	nt
DN	73537812238172364	648518346501767274	73185968584343858	R	DNg10	DNnt002			ITD	g	brain	nt	41384	37799	5	nt
DN	73537812237996603	648518346471660443	73185968584343858	R	DNg10	DNnt002			ITD	g	brain	nt	41285	37799	5	nt
DN	73537812238273684	648518346512396702	73185968584343858	R	DNg10	DNnt002			ITD	g	brain	nt	44358	37799	5	nt
DN	73537812237990617	648518346487435755	73185968584343858	R	DNg10	DNnt002			ITD	g	brain	nt	43234	37799	5	nt
DN	73608180982384204	648518346473970797	73185968584343858	R	DNg10	DNnt002			ITD	g	brain	nt	39705	37799	5	nt
DN	73608180982379199	648518346489814043	73185968584343858	R	DNg10	DNnt002			ITD	g	brain	nt	42987	37799	5	nt
DN	73608181049718362	648518346494357243	73115599907537415	R	DNg100	DNxl058			DLT	g	brain	xl	10339	10093	5	xl
DN	73115599907537415	648518346459693060	73115599907537415	L	DNg100	DNxl058			DLT	g	brain	xl	10093	10093	5	xl
DN	73397074950954463	648518346485963154	73397074950954463	R	DNg102	DNxn182			VTV		brain	xn	11621	11621	5	xn
DN	73467443628481876	648518346479729908	73397074950954463	R	DNg102	DNxn181			VTV		brain	xn	11798	11798	5	xn
DN	73397074884117768	648518346499676883	73397074950954463	L	DNg102	DNxn181			VTV		brain	xn	11968	11798	5	xn
DN	73397074884186759	648518346479368896	73397074950954463	L	DNg102	DNxn182			VTV		brain	xn	11693	11621	5	xn
DN	73326706341231220	648518346498497520	73326706341231220	R	DNg103	DNxl060			VTV	g	brain	xl	15186	14575	4	xl
DN	73326706341300523	648518346507029279	73326706341231220	L	DNg103	DNxl060			VTV	g	brain	xl	14575	14575	4	xl
DN	73537812439588962	648518346518248790	73256337462868954	R	DNg104	DNxn072			DLV	g	brain	xl	16553	15950	5	xn
DN	73256337462868954	648518346486331490	73256337462868954	L	DNg104	DNxn072			DLV	g	brain	xl	15950	15950	5	xn
DN	73115599974373048	648518346502401363	73115599974373048	L	DNg105	DNxl055			DLT	g	brain	xl	10086	10086	5	xl
DN	73678549927854523	648518346494011761	73115599974373048	R	DNg105	DNxl055			DLT	g	brain	xl	10095	10086	5	xl
DN	73537812372549303	648518346483124900	73537812372549303	R	DNg106	DNlt006			ITD	g	brain	lt	28329	27737	5	lt
DN	73537812372636403	648518346493901088	73537812372549303	R	DNg106	DNlt006			ITD	g	brain	lt	32154	27737	5	lt
DN	73537812372580936	648518346499268187	73537812372549303	R	DNg106	DNlt006			ITD	g	brain	lt	29151	27737	5	lt
DN	73256337395662536	648518346496233813	73537812372549303	L	DNg106	DNlt006			ITD	g	brain	lt	29983	27737	5	lt
DN	73256337395751149	648518346488651533	73537812372549303	L	DNg106	DNlt006			ITD	g	brain	lt	28138	27737	5	lt
DN	73185968651569588	648518346483609007	73537812372549303	L	DNg106	DNlt006			ITD	g	brain	lt	29695	27737	5	lt
DN	73256337395603790	648518346490234716	73537812372549303	L	DNg106	DNlt006			ITD	g	brain	it	34180	27737	5	lt
DN	73256337395736937	648518346509020026	73256337395736937	L	DNg106	DNit007			ITD		brain	it	33943	29040	4	it
DN	73537812372602783	648518346511102517	73256337395736937	R	DNg106	DNit007			ITD		brain	it	29040	29040	4	it
DN	73256337395683955	648518346491961900	73256337395683955	L	DNg106	DNit007			ITD		brain	it	39256	29040	4	it
DN	73537812372597756	648518346488615409	73256337395683955	R	DNg106	DNit007			ITD		brain	it	156733	29040	4	it
DN	73185968718662405	648518346515103047	73185968718662405	L	DNg107	DNxl047			VLT	g	brain	xl	24267	24125	5	xl
DN	73467443628529073	648518346495991820	73185968718662405	R	DNg107	DNxl047			VLT	g	brain	xl	24125	24125	4	xl
DN	73115599907443241	648518346520017233	73115599907443241	L	DNg108	DNxl048			DLT	g	brain	xl	10058	10058	5	xl
DN	73608181116796423	648518346493881079	73115599907443241	R	DNg108	DNxl048			DLT	g	brain	xl	10240	10058	5	xl
DN	73678549793667706	648518346499578693	73115599907427780	R	DNg109	DNxl057			DLT	g	brain	xl	15844	14947	5	xl
DN	73115599907427780	648518346502333510	73115599907427780	L	DNg109	DNxl057			DLT	g	brain	xn	14947	14947	5	xl
DN	73256337328390279	648518346498168914	73256337261746855	L	DNg11	DNxn014			ITD	g	brain	xn	23688	23026	5	xn
DN	73256337261746855	648518346486555951	73256337261746855	L	DNg11	DNxn014			ITD	g	brain	xn	26209	23026	5	xn
DN	73256337328665465	648518346494759818	73256337261746855	L	DNg11	DNxn014			ITD	g	brain	xn	24965	23026	5	xn
DN	73537812171308353	648518346515464954	73256337261746855	R	DNg11	DNxn014			ITD	g	brain	xn	26991	23026	5	xn
DN	73537812305517438	648518346480202299	73256337261746855	R	DNg11	DNxn014			ITD	g	brain	xn	23026	23026	5	xn
DN	73537812171034577	648518346486183522	73537812171034577	R	DNg110	DNut033			MTD-II	g	brain	ut	35902	24679	5	ut
DN	73537812171047939	648518346492372153	73537812171034577	R	DNg110	DNut033			MTD-II	g	brain	wt	35902	24679	5	ut
DN	73537812171118051	648518346483521455	73537812171034577	R	DNg110	DNut033			MTD-II	g	brain	ut	25454	24679	5	ut
DN	73256337261439272	648518346499303655	73537812171034577	L	DNg110	DNut033			MTD-II	g	brain	wt	25814	24679	5	ut
DN	73256337261355447	648518346515433210	73537812171034577	L	DNg110	DNut033			MTD-II	g	brain	ut	25384	24679	5	ut
DN	73256337194255331	648518346472167218	73537812171034577	L	DNg110	DNut033			MTD-II	g	brain	wt	28505	24679	5	ut
DN	73537812171012974	648518346487609666	73537812171034577	R	DNg110	DNut033			MTD-II	g	brain	ut	24679	24679	5	ut
DN	73256337194250038	648518346517613160	73537812171034577	L	DNg110	DNut033			MTD-II	g	brain	wt	26288	24679	5	ut
DN	73256337194210281	648518346500350168	73537812171034577	L	DNg110	DNut033			MTD-II	g	brain	ut	26288	24679	5	ut
DN	73256337194241714	648518346494792586	73537812171034577	L	DNg110	DNut033			MTD-II	g	brain	ut	26288	24679	5	ut
DN	73467443628343441	648518346493684593	73467443628343441	R	DNg111	DNxn070			MTD-I	g	brain	xn	16814	15895	5	xn
DN	73256337395704667	648518346487846992	73467443628343441	L	DNg111	DNxn070			MTD-I	g	brain	xn	15895	15895	5	xn
DN	73608181116535648	648518346489902033	73608181116535648	R	DNg12	DNfl003			none	g	brain	fl	22870	22870	5	fl
DN	73608181049735475	648518346481119887	73608181116535648	R	DNg12	DNfl003			none	g	brain	fl	29706	22870	5	fl
DN	73608181049757911	648518346491433233	73608181116535648	R	DNg12	DNfl003			none	g	brain	fl	27728	22870	5	fl
DN	73608181116719801	648518346499263975	73608181116535648	R	DNg12	DNfl003			none	g	brain	fl	34382	22870	5	fl
DN	73608181049701487	648518346480656352	73608181116535648	R	DNg12	DNfl003			none	g	brain	fl	30346	22870	5	fl
DN	73608181049722822	648518346504614278	73608181116535648	R	DNg12	DNfl003			none	g	brain	fl	31123	22870	5	fl
DN	73608180982484813	648518346495872780	73608181116535648	R	DNg12	DNfl003			none	g	brain	fl	29120	22870	5	fl
DN	73608180982589018	648518346502195014	73608181116535648	R	DNg12	DNfl003			none	g	brain	fl	26725	22870	5	fl
DN	73115599907355188	648518346480280790	73608181116535648	L	DNg12	DNfl003			none	g	brain	fl	28478	22870	5	fl
DN	73115599907434252	648518346490292490	73608181116535648	L	DNg12	DNfl003			none	g	brain	fl	32667	22870	5	fl
DN	73115599907352308	648518346493969399	73608181116535648	L	DNg12	DNfl003			none	g	brain	fl	30271	22870	5	fl
DN	73115599907341698	648518346479194812	73608181116535648	L	DNg12	DNfl003			none	g	brain	fl	22875	22870	5	fl
DN	73115599907371036	648518346466652526	73608181116535648	L	DNg12	DNfl003			none	g	brain	fl	33586	22870	5	fl
DN	73185968584416637	648518346475406260	73608181116535648	L	DNg12	DNfl003			none	g	brain	fl	30999	22870	5	fl
DN	73185968584412066	648518346494068256	73608181116535648	L	DNg12	DNfl003			none	g	brain	fl	24858	22870	5	fl
DN	73115599907302534	648518346498347057	73608181116535648	L	DNg12	DNfl003			none	g	brain	fl	24858	22870	5	fl
DN	73608180982420610	648518346494092402	73608180982420610	R	DNg12	DNfl002			none	g	brain	fl	34862	30919	5	fl
DN	73608180982530882	648518346479913126	73608180982420610	R	DNg12	DNfl002			none	g	brain	fl	31613	30919	5	fl
DN	73608180982514381	648518346487666455	73608180982420610	R	DNg12	DNfl002			none	g	brain	fl	31742	30919	5	fl
DN	73608180982423120	648518346479189202	73608180982420610	R	DNg12	DNfl002			none	g	brain	fl	30919	30919	5	fl
DN	73608180982511753	648518346488512781	73608180982420610	R	DNg12	DNfl002			none	g	brain	fl	30919	30919	5	fl
DN	73185968584394054	648518346511861104	73608180982420610	L	DNg12	DNfl002			none	g	brain	fl	32815	30919	5	fl
DN	73185968584377164	648518346487779095	73608180982420610	L	DNg12	DNfl002			none	g	brain	fl	31078	30919	5	fl
DN	73115599907323086	648518346493683704	73608180982420610	L	DNg12	DNfl002			none	g	brain	fl	32742	30919	5	fl
DN	73185968584440543	648518346465848880	73608180982420610	L	DNg12	DNfl002			none	g	brain	fl	31635	30919	5	fl
DN	73115599907304753	648518346500248636	73608180982420610	L	DNg12	DNfl002			none	g	brain	fl	32815	30919	5	fl
DN	73608180982402618	648518346485976162	73608180982402618	R	DNg12	DNfl028			none		brain	fl	26502	26307	5	fl
DN	73608180982381775	648518346490463229	73608180982402618	R	DNg12	DNfl028			none		brain	fl	27389	26307	5	fl
DN	73608180982560861	648518346517141034	73608180982402618	R	DNg12	DNfl028			none		brain	fl	27389	26307	5	fl
DN	73608180982525212	648518346518174806	73608180982402618	R	DNg12	DNfl028			none		brain	fl	27389	26307	5	fl
DN	73608180982530815	648518346504614790	73608180982402618	R	DNg12	DNfl028			none		brain	fl	27389	26307	5	fl
DN	73185968584421209	648518346475284321	73608180982402618	L	DNg12	DNfl028			none		brain	fl	26608	26307	5	fl
DN	73185968584416653	648518346479290513	73608180982402618	L	DNg12	DNfl028			none		brain	fl	26332	26307	5	fl
DN	73185968651411016	648518346484448003	73608180982402618	L	DNg12	DNfl028			none		brain	fl	26307	26307	5	fl
DN	73608181116562433	648518346479925414	73608181116562433	R	DNg12	DNfl001			none	g	brain	fl	32424	31361	5	fl
DN	73608181116584515	648518346485905032	73608181116562433	R	DNg12	DNfl001			none	g	brain	fl	40338	31361	5	fl
DN	73608181116725117	648518346488565085	73608181116562433	R	DNg12	DNfl001			none	g	brain	fl	35413	31361	5	fl
DN	73115599907425267	648518346486102626	73608181116562433	L	DNg12	DNfl001			none	g	brain	fl	31361	31361	5	fl
DN	73185968584445409	648518346500962838	73608181116562433	L	DNg12	DNfl001			none	g	brain	fl	34253	31361	5	fl
DN	73185968584396355	648518346479702678	73608181116562433	L	DNg12	DNfl001			none	g	brain	fl	35473	31361	5	fl
DN	73115599907417998	648518346489591127	73608181116562433	L	DNg12	DNfl001			none	g	brain	fl	35473	31361	5	fl
DN	73185968718674546	648518346497743463	73185968718674546	L	DNg13	DNxl005			VLT	g	brain	xl	11048	10909	5	xl
DN	73537812439665293	648518346518219094	73185968718674546	R	DNg13	DNxl005			VLT	g	brain	xl	10909	10909	4	xl
DN	73608181116642386	648518346479748581	73115599907436498	R	DNg14	DNhl001			DLT	g	brain	hl	16926	11824	5	hl
DN	73115599907436498	648518346475217505	73115599907436498	L	DNg14	DNhl001			DLT	g	brain	hl	11824	11824	5	hl
DN	73537812506818915	648518346493247516	73537812506818915	R	DNg15	DNxn015	AMMC-Db5;nagini		DMT	g	brain	xn	10101	10101	5	xn
DN	73256337530148310	648518346478483028	73537812506818915	L	DNg15	DNxn015	AMMC-Db5;nagini		DMT	g	brain	xn	10121	10101	5	xn
DN	73608180915126897	648518346491338182	NO MATCH	R	DNg16	DNxl006			MTD-I	g	brain	xl	10255	10138	5	xl
DN	73608181183937806	648518346485645950	73608181183937806	R	DNg17	DNxn016			DLT	g	brain	xn	14903	14903	5	xn
DN	73115599907551293	648518346484587853	73608181183937806	L	DNg17	DNxn016			DLT	g	brain	xn	15249	14903	5	xn
DN	73256337261696533	648518346496718820	73256337261696533	L	DNg18	DNut016			ITD	g	brain	xn	39959	39959	4	ut
DN	73537812238111358	648518346503854688	73256337261696533	R	DNg18	DNut016			ITD	g	brain	xn	44302	39959	4	ut
DN	73256337261627421	648518346490245468	73256337261627421	L	DNg18	DNut016			ITD	g	brain	xn	39959	39959	4	ut
DN	73608180982444565	648518346476809488	73256337261627421	R	DNg18	DNut016			ITD	g	brain	ut	44302	39959	4	ut
DN	73608181183946087	648518346510978946	73185968718755645	R	DNg19	DNxl007			VLT	g	brain	xl	14695	14695	4	xl
DN	73185968718755645	648518346495986493	73185968718755645	L	DNg19	DNxl007			VLT	g	brain	xl	14716	14695	4	xl
DN	73467443829683596	648518346476799760	73256337597095483	R	DNg20	DNxn017			VTV	g	brain	xn	18351	18351	5	xn
DN	73256337597095483	648518346491604136	73256337597095483	L	DNg20	DNxn017			VTV	g	brain	xn	18599	18351	5	xn
DN	73467443695520633	648518346491981612	73256337462775754	R	DNg21	DNxl008			DLV	g	brain	xl	16571	16571	5	xl
DN	73256337462775754	648518346500642520	73256337462775754	L	DNg21	DNxl008			DLV	g	brain	xn	17643	16571	5	xl
DN	73397074884241770	648518346504984179	73397074884241770	R	DNg22	DNxn024			MDA	g	brain	xn	14244	14244	5	xn
DN	73326706140252881	648518346500236981	73397074884241770	L	DNg22	DNxn024			MDA	g	brain	xn	14814	14244	5	xn
DN	73467443762741242	648518346477792237	73256337529980732	R	DNg23	DNxn018			DLV	g	brain	xl	18856	17782	5	xn
DN	73256337529980732	648518346474404290	73256337529980732	L	DNg23	DNxn018			DLV	g	brain	xl	17782	17782	5	xn
DN	73397074951185603	648518346489919003	73326706207026070	R	DNg24	DNxn019	AMMC-Db7		VTV	g	brain	xn	15162	15090	4	xn
DN	73326706207026070	648518346481679293	73326706207026070	L	DNg24	DNxn019	AMMC-Db7		VTV	g	brain	xn	15090	15090	4	xn
DN	73678549793417913	648518346507275129	73115599907302515	R	DNg26	DNxn021			DLT	g	brain	ut	16350	16350	4	xn
DN	73115599907302515	648518346493903115	73115599907302515	L	DNg26	DNxn021			DLT	g	brain	ut	16476	16350	4	xn
DN	73678549793558270	648518346509714214	73678549793558270	R	DNg26	DNxn020			DLT	g	brain	xn	18113	16760	4	xn
DN	73115599907309659	648518346502749171	73678549793558270	L	DNg26	DNxn020			DLT	g	brain	ut	16760	16760	4	xn
DN	73326706139692431	648518346486183304	73326706139692431	L	DNg27	DNut017			MDA	g	brain	ut	13061	13061	5	ut
DN	73397074749946911	648518346491753583	73326706139692431	L	DNg27	DNut017			MDA	g	brain	ut	13443	13061	5	ut
DN	73397075018309137	648518346496644836	73326706274141599	R	DNg29	DNxn022			DLV	g	brain	xn	11622	11548	5	xn
DN	73326706274141599	648518346477704149	73326706274141599	L	DNg29	DNxn022			DLV	g	brain	xn	11548	11548	5	xn
DN	73537812439603753	648518346472941412	73256337462862217	R	DNg30	DNxn023	SPN		DLV	g	brain	xn	13481	13326	5	xn
DN	73256337462862217	648518346488793016	73256337462862217	L	DNg30	DNxn023	SPN		DLV	g	brain	xn	13326	13326	5	xn
DN	73185968718676982	648518346492544187	73185968718676982	L	DNg31	DNxl009			VLT	g	brain	xl	11263	11257	5	xl
DN	73537812439742273	648518346509889850	73185968718676982	R	DNg31	DNxl009			VLT	g	brain	xl	11257	11257	4	xl
DN	73608181183933265	648518346474636738	73608181183933265	R	DNg32	DNut018			DLT	g	brain	ut	14638	14638	5	ut
DN	73185968718617271	648518346500502963	73608181183933265	L	DNg32	DNut018			DLT	g	brain	ut	14820	14638	5	ut
DN	73397074682722305	648518346500992278	73397074682722305	R	DNg33	DNxn025			MDA	g	brain	xn	14847	14847	4	xn
DN	73397074682833924	648518346518524895	73397074682722305	R	DNg33	DNxn025			MDA	g	brain	xn	15909	14847	4	xn
DN	73397074951169250	648518346475742388	73256337462988425	R	DNg34	DNxl010	OA-VPM1;aDT8		DLV	g	brain	xl	10217	10210	4	xl
DN	73256337462988425	648518346504546284	73256337462988425	L	DNg34	DNxl010	OA-VPM1;aDT8		DLV	g	brain	xl	10210	10210	4	xl
DN	73115599907139061	648518346509679817	73115599907139061	L	DNg35	DNxl011			MTD-I	g	brain	xl	10476	10465	5	xl
DN	73608180982591841	648518346464845685	73115599907139061	R	DNg35	DNxl011			MTD-I	g	brain	xl	10465	10465	5	xl
DN	73185968584513000	648518346495777131	73185968584513000	L	DNg36	DNut019			ITD	g	brain	ut	87661	25642	5	ut
DN	73185968584536583	648518346487910423	73185968584513000	L	DNg36	DNut019			ITD	g	brain	ut	28307	25642	5	ut
DN	73537812305793148	648518346490087195	73185968584513000	R	DNg36	DNut019			ITD	g	brain	ut	25642	25642	5	ut
DN	73537812372208328	648518346476888776	73185968584513000	R	DNg36	DNut019			ITD	g	brain	ut	104141	25642	5	ut
DN	73608181183824585	648518346486437581	73608181183824585	R	DNg37	DNxl012			DMT	g	brain	xl	12863	12843	5	xl
DN	73185968718574969	648518346479771877	73608181183824585	L	DNg37	DNxl012			DMT	g	brain	xl	12843	12843	5	xl
DN	73608181183854818	648518346495269199	73608181183854818	R	DNg38	DNxl013			DMT	g	brain	xl	12934	12332	4	xl
DN	73185968718677067	648518346518601695	73608181183854818	L	DNg38	DNxl013			DMT	g	brain	xl	12332	12332	4	xl
DN	73608181116706799	648518346466918382	73185968651714688	R	DNg39	DNxl016			DMT	g	brain	xl	13660	13168	5	xl
DN	73185968651714688	648518346475217249	73185968651714688	L	DNg39	DNxl016			DMT	g	brain	xl	13168	13168	5	xl
DN	73467443695381032	648518346465847856	73326706140130430	R	DNg40	DNlt001			DLV	g	brain	lt	23609	21909	4	lt
DN	73326706140130430	648518346481118208	73326706140130430	L	DNg40	DNlt001			DLV	g	brain	xn	21909	21909	4	lt
DN	73608181049575046	648518346476796688	73185968584536582	R	DNg41	DNut020			ITD	g	brain	ut	18518	17794	4	ut
DN	73185968584536582	648518346492392889	73185968584536582	L	DNg41	DNut020			ITD	g	brain	ht	17794	17794	4	ut
DN	73467443494094767	648518346490843309	73467443494094767	R	DNg42	DNxn052			MTD-I	g	brain	xn	19682	18431	5	xn
DN	73326706072859042	648518346486658457	73467443494094767	L	DNg42	DNxn052			MTD-I	g	brain	xn	18431	18431	5	xn
DN	73537812439613189	648518346491773039	73256337463005873	R	DNg43	DNxl028			DLV	g	brain	xl	12272	12214	5	xl
DN	73256337463005873	648518346496495445	73256337463005873	L	DNg43	DNxl028			DLV	g	brain	xl	12214	12214	5	xl
DN	73537812506555080	648518346496730084	73537812506555080	R	DNg44	DNxl029			VLT	g	brain	xl	13834	13834	4	xl
DN	73185968718790856	648518346479273426	73537812506555080	L	DNg44	DNxl029			VLT	g	brain	xn	13845	13834	4	xl
DN	73467443695444376	648518346489441900	73256337462614176	R	DNg45	DNxl030			DLV	g	brain	xl	18010	18010	5	xl
DN	73256337462614176	648518346501089129	73256337462614176	L	DNg45	DNxl030			DLV	g	brain	xl	18189	18010	5	xl
DN	73608181116689250	648518346496835244	73608181116689250	R	DNg46	DNxn053			DMT	g	brain	nt	31648	31482	5	xn
DN	73185968651553841	648518346509393283	73608181116689250	L	DNg46	DNxn053			DMT	g	brain	nt	31482	31482	5	xn
DN	73537812506568120	648518346511003701	73185968718711537	R	DNg47	DNfl004			VLT	g	brain	fl	24316	24316	5	fl
DN	73185968718711537	648518346497017752	73185968718711537	L	DNg47	DNfl004			VLT	g	brain	fl	24892	24316	5	fl
DN	73608181183952253	648518346481419663	73185968718485449	R	DNg48	DNfl005			none	g	brain	fl	15280	14867	5	fl
DN	73185968718485449	648518346495951933	73185968718485449	L	DNg48	DNfl005			none	g	brain	fl	14867	14867	5	fl
DN	73608181116658260	648518346493585777	73608181116658260	R	DNg49	DNnt003			none	g	brain	nt	14937	14937	5	nt
DN	73115599907365865	648518346492392633	73608181116658260	L	DNg49	DNnt003			none	g	brain	nt	15047	14937	5	nt
DN	73678549927760049	648518346500247356	73115599907471803	R	DNg50	DNxn054			DLT	g	brain	xn	14786	14042	5	xn
DN	73115599907471803	648518346492991152	73115599907471803	L	DNg50	DNxn054			DLT	g	brain	xn	14042	14042	5	xn
DN	73256337328635679	648518346499689868	73256337328654732	L	DNg51	DNxn055			ITD	g	brain	xn	25969	25110	5	xn
DN	73256337328654732	648518346493006834	73256337328654732	L	DNg51	DNxn055			ITD	g	brain	xn	25110	25110	5	xn
DN	73537812305325489	648518346488495544	73256337328654732	R	DNg51	DNxn055			ITD	g	brain	xn	25709	25110	5	xn
DN	73537812305451213	648518346490232412	73256337328654732	R	DNg51	DNxn055			ITD	g	brain	xn	25796	25110	5	xn
DN	73608181183673294	648518346495579723	73115599907520635	R	DNg52	DNfl006			DLT	g	brain	fl	28176	26926	5	fl
DN	73115599907520635	648518346480086950	73115599907520635	L	DNg52	DNfl006			DLT	g	brain	fl	26926	26926	5	fl
DN	73608181183699138	648518346517246506	73185968651684841	R	DNg52	DNxl031			DLT	g	brain	xn	26574	26159	5	xl
DN	73185968651684841	648518346510978178	73185968651684841	L	DNg52	DNxl031			DLT	g	brain	xl	26159	26159	5	xl
DN	73185968584520742	648518346497918874	73185968584520742	L	DNg53	DNnt004			DMT	g	brain	nt	37852	33183	5	nt
DN	73608181116553986	648518346487531732	73185968584520742	R	DNg53	DNnt004			DMT	g	brain	nt	33183	33183	5	nt
DN	73608181250711508	648518346511533424	73185968718734333	R	DNg54	DNxl032			VLT	g	brain	fl	19821	18614	5	xl
DN	73185968718734333	648518346494504936	73185968718734333	L	DNg54	DNxl032			VLT	g	brain	fl	18614	18614	4	xl
DN	73397074749803928	648518346481371329	73397074817169995	R	DNg55	DNxn056			MDA	g	brain	xn	14904	14904	5	xn
DN	73397074817169995	648518346496926466	73397074817169995	L	DNg55	DNxn056			MDA	g	brain	xn	14904	14904	5	xn
DN	73467443762469014	648518346487846736	73256337463092499	R	DNg56	DNxn057			DLV	g	brain	xn	17621	16837	5	xn
DN	73256337463092499	648518346486157993	73256337463092499	L	DNg56	DNxn057			DLV	g	brain	xn	16837	16837	5	xn
DN	73326706207044828	648518346492546747	73397075018333916	L	DNg57	DNxn058	bobber		VTV	g	brain	xn	29976	29976	4	xn
DN	73397075018333916	648518346502749683	73397075018333916	R	DNg57	DNxn058	bobber		VTV	g	brain	xn	30559	29976	4	xn
DN	73537812573502885	648518346490517757	73185968852591660	R	DNg59	DNxn059			CVL	g	brain	xn	22755	22755	5	xn
DN	73185968852591660	648518346490753453	73185968852591660	L	DNg59	DNxn059			CVL	g	brain	xn	25415	22755	5	xn
DN	73326706072841352	648518346490522621	73326706072841352	L	DNg60	DNxn060	mesa;snail		none	g	brain	it	27993	27993	4	xn
DN	73537812372497514	648518346480280278	73326706072841352	R	DNg60	DNxn060	mesa;snail		none	g	brain	xn	31265	27993	4	xn
DN	73608181183937834	648518346485981026	73115599974234694	R	DNg61	DNfl007	sink		DLT	g	brain	fl	25018	25018	5	fl
DN	73115599974234694	648518346493673870	73115599974234694	L	DNg61	DNfl007	sink		DLT	g	brain	fl		25018	5	fl
DN	73185968718584090	648518346494476087	73185968718584090	L	DNg62	DNfl008	aDN1		none	g	brain	fl	24753	24753	5	fl
DN	73537812439674789	648518346491675759	73185968718584090	R	DNg62	DNfl008	aDN1		none	g	brain	fl	152849	24753	5	fl
DN	73537812372495119	648518346496233301	73537812372495119	R	DNg63	DNxl033			MTD-I	g	brain	xl	153153	18092	5	xl
DN	73256337328877096	648518346481259407	73537812372495119	L	DNg63	DNxl033			MTD-I	g	brain	xl	18092	18092	5	xl
DN	73608181183969878	648518346487523563	73608181183969878	R	DNg64	DNxl034			VLT	g	brain	xl	18099	17806	4	xl
