xyz	x	y	z	supervoxel_id	root_id	root_side	soma_side	class	type	long_tract
(40903, 75200, 1223)	40903	75200	1223	73397074682585084	648518346509725129	R	R	AN	AN19A018	
(41010, 75200, 1212)	41010	75200	1212	73467443426961787	648518346475465856	R		AN	ANXXX979	
(41175, 75200, 1212)	41175	75200	1212	73467443426961781	648518346500764083	R		other		
(41229, 75200, 1226)	41229	75200	1226	73467443426992854	648518346494150688	R	R	AN	AN19A018	
(41039, 75200, 1225)	41039	75200	1225	73467443426989780	648518346493808014	R		AN	ANXXX978	
(41197, 75200, 1238)	41197	75200	1238	73467443427027395	648518346488647049	R	L	AN	AN02A046	
(41081, 75200, 1245)	41081	75200	1245	73467443427037784	648518346504084064	R	R	AN	AN02A025	
(41194, 75200, 1256)	41194	75200	1256	73467443427069816	648518346489729631	R	L	AN	AN18B003	
(41023, 75200, 1263)	41023	75200	1263	73467443427057782	648518346484040743	R		DN	DNp57	MTD-I
(40645, 75200, 1261)	40645	75200	1261	73397074682672801	648518346496114790	R	R	AN	AN09A005	
(40387, 75200, 1266)	40387	75200	1266	73397074682677794	648518346491932783	R	L	AN	AN27X013	
(40506, 75200, 1263)	40506	75200	1263	73397074682683042	648518346488602381	R		DN	DNit992	MDA
(40293, 75200, 1295)	40293	75200	1295	73397074749635204	648518346512482718	R	L	AN	AN09A005	
(40532, 75200, 1285)	40532	75200	1285	73397074682722305	648518346500992278	R		DN	DNg33	MDA
(40587, 75200, 1308)	40587	75200	1308	73397074749806388	648518346498450993	R	R	AN	AN27X013	
(40674, 75200, 1289)	40674	75200	1289	73397074682833924	648518346518524895	R		DN	DNg33	MDA
(40974, 75200, 1287)	40974	75200	1287	73467443427223342	648518346491010083	R	R	AN	AN09A005	
(40842, 75200, 1304)	40842	75200	1304	73397074749803928	648518346481371329	R		DN	DNg55	MDA
(41007, 75200, 1314)	41007	75200	1314	73467443494014463	648518346498421586	R	L	AN	AN18B001	
(41184, 75200, 1301)	41184	75200	1301	73467443493978756	648518346496198519	R		DN	DNxn172	MDA
(41217, 75200, 1280)	41217	75200	1280	73467443427254162	648518346481250703	R		DN	MDN	MTD-I
(41339, 75200, 1258)	41339	75200	1258	73467443427082437	648518346480534331	R		DN	DNp13	MTD-I
(40829, 75200, 1318)	40829	75200	1318	73397074749835452	648518346515288135	R		DN	DNit999	MDA
(40790, 75200, 1323)	40790	75200	1323	73397074749856821	648518346500024019	R	R	AN	EA27X006	
(41255, 75200, 1363)	41255	75200	1363	73467443494121411	648518346501195096	R		DN	MDN	MTD-I
(42172, 75200, 1399)	42172	75200	1399	73467443494219130	648518346487752404	R		DN	DNp01	none
(41262, 75200, 1390)	41262	75200	1390	73467443494183746	648518346502600615	R		DN	DNp30	MTD-I
(41297, 75200, 1408)	41297	75200	1408	73467443494422214	648518346501086093	R		DN	DNxn156	MDA
(41233, 75200, 1423)	41233	75200	1423	73467443560933155	648518346481531039	R		DN	DNxn158	MDA
(41772, 75200, 1209)	41772	75200	1209	73467443426981315	648518346490257435	R	R	AN	AN02A002	
(41607, 75200, 1222)	41607	75200	1222	73467443426989803	648518346492606403	R	L	AN	AN14B012	
(41665, 75200, 1235)	41665	75200	1235	73467443426998428	648518346464968565	R		DN	DNb01	MTD-I
(41497, 75200, 1249)	41497	75200	1249	73467443427046063	648518346500363480	R	R	AN	AN19A018	
(41501, 75200, 1184)	41501	75200	1184	73467443426890583	648518346479175612	R		DN	DNg96	MTD-I
(41659, 75200, 1174)	41659	75200	1174	73467443426858440	648518346487278739	R		DN	DNxn073	none
(41714, 75200, 1180)	41714	75200	1180	73467443426868717	648518346483950365	R	R	AN	ANXXX993	
(41782, 75200, 1153)	41782	75200	1153	73467443359625751	648518346500016451	R	L	AN	AN18B004	
(41975, 75200, 1146)	41975	75200	1146	73467443359583822	648518346495288399	R		DN	DNa05	MTD-I
(42030, 75200, 1179)	42030	75200	1179	73467443426863610	648518346467401991	R	L	AN	AN18B999	
(42253, 75200, 1168)	42253	75200	1168	73467443426702730	648518346499774019	R		DN	DNfl035	none
(42250, 75200, 1151)	42250	75200	1151	73467443359579720	648518346498258770	R		DN	DNa10	MTD-II
(42537, 75200, 1178)	42537	75200	1178	73467443426863617	648518346515100487	R		DN	DNut060	MTD-I
(42424, 75200, 1188)	42424	75200	1188	73467443426904769	648518346507123743	R		DN	DNp05	MTD-I
(42198, 75200, 1197)	42198	75200	1197	73467443426907114	648518346501200472	R		DN	DNxn009	MTD-I
(42376, 75200, 1215)	42376	75200	1215	73467443426978684	648518346511814079	R		DN	DNp26	MTD-I
(42247, 75200, 1225)	42247	75200	1225	73467443426992788	648518346494725795	R		DN	DNxn118	MTD-I
(42150, 75200, 1223)	42150	75200	1223	73467443426989741	648518346486616781	R		DN	DNa08	MTD-II
(41998, 75200, 1232)	41998	75200	1232	73467443426992764	648518346489036045	R	L	AN	AN18B022	
(42198, 75200, 1238)	42198	75200	1238	73467443427008502	648518346476796176	R		DN	DNxn122	MTD-I
(42424, 75200, 1232)	42424	75200	1232	73467443427006068	648518346492123275	R	L	AN	AN18B053	
(42731, 75200, 1245)	42731	75200	1245	73467443427032419	648518346509018234	R		DN	DNut037	MTD-I
(42650, 75200, 1266)	42650	75200	1266	73467443427085036	648518346486152352	R		DN	DNa07	MTD-I
(42612, 75200, 1245)	42612	75200	1245	73467443427043475	648518346493797774	R		DN	DNxn143	MTD-III
(42612, 75200, 1285)	42612	75200	1285	73467443427137135	648518346484445699	R		DN	DNxl021	MTD-III
(42744, 75200, 1296)	42744	75200	1296	73467443493870817	648518346504004046	R	L	AN	AN18B053	
(42909, 75200, 1278)	42909	75200	1278	73467443427127082	648518346494428648	R	L	AN	AN18B032	
(42967, 75200, 1255)	42967	75200	1255	73467443427032331	648518346499232094	R		DN	DNxn010	MTD-I
(42780, 75200, 1231)	42780	75200	1231	73467443427020181	648518346477672087	R		DN	DNa09	MTD-I
(42935, 75200, 1228)	42935	75200	1228	73467443427003665	648518346513890841	R		DN	DNxn125	MTD-I
(43019, 75200, 1218)	43019	75200	1218	73537812171128049	648518346474401218	R		DN	DNut043	MTD-II
(43054, 75200, 1205)	43054	75200	1205	73537812171095531	648518346517612904	R		DN	DNg06	MTD-II
(42986, 75200, 1159)	42986	75200	1159	73467443359761512	648518346470309374	R		DN	DNp31	MTD-II
(42989, 75200, 1186)	42989	75200	1186	73467443426890609	648518346500219708	R		DN	DNut053	MTD-II
(43080, 75200, 1195)	43080	75200	1195	73537812171086467	648518346491896850	R		DN	DNg06	MTD-II
(43287, 75200, 1228)	43287	75200	1228	73537812171161138	648518346491960364	R		DN	DNp28	MTD-I
(43216, 75200, 1242)	43216	75200	1242	73537812171192843	648518346496066935	R	L	AN	AN19B101	
(43274, 75200, 1252)	43274	75200	1252	73537812171207731	648518346495569003	R		DN	DNb04	MTD-I
(43180, 75200, 1261)	43180	75200	1261	73537812171247988	648518346515857994	R	L	AN	AN06A015	
(43299, 75200, 1267)	43299	75200	1267	73537812171253417	648518346493059648	R		DN	DNp51	MTD-I
(43548, 75200, 1263)	43548	75200	1263	73537812171247980	648518346502329255	R		DN	DNxn174	MTD-I
(43529, 75200, 1281)	43529	75200	1281	73537812171292198	648518346494730667	R		DN	DNxn136	MTD-I
(43196, 75200, 1289)	43196	75200	1289	73537812171329188	648518346476882120	R		DN	DNxn142	MTD-I
(42938, 75200, 1311)	42938	75200	1311	73467443494025226	648518346494625781	R		DN	DNp03	MTD-I
(42715, 75200, 1307)	42715	75200	1307	73467443493978535	648518346478550868	R		DN	DNxn153	MTD-I
(42767, 75200, 1325)	42767	75200	1325	73467443494030107	648518346479279058	R		DN	DNa03	MTD-I
(42938, 75200, 1346)	42938	75200	1346	73467443494094767	648518346490843309	R		DN	DNg42	MTD-I
(42834, 75200, 1366)	42834	75200	1366	73467443494130882	648518346488820970	R		DN	DNa01	MTD-III
(43309, 75200, 1367)	43309	75200	1367	73537812238306208	648518346515455226	R		DN	DNg99	MTD-I
(43270, 75200, 1323)	43270	75200	1323	73537812238239901	648518346496964012	R		DN	DNxn102	MTD-I
(43784, 75200, 1349)	43784	75200	1349	73537812238286125	648518346493807758	R		DN	DNp18	MTD-I
(43813, 75200, 1267)	43813	75200	1267	73537812171264215	648518346501660489	R		DN	DNp11	MTD-I
(42986, 75200, 1402)	42986	75200	1402	73467443494185945	648518346494703267	R		DN	DNa04	MTD-I
(43816, 75200, 1416)	43816	75200	1416	73537812238512257	648518346498307860	R		DN	DNp19	MTD-I
(42659, 75200, 1303)	42659	75200	1303	73467443493982983	648518346478758996	R	L	doubleseed		
(40840, 75200, 1249)	40840	75200	1249	73397074682633558	648518346484714755	R	R	AN	ANXXX019	
(43216, 75200, 1144)	43216	75200	1144	73537812103752723	648518346491431486	R		DN	DNg01	MTD-II
(43332, 75200, 1133)	43332	75200	1133	73537812103728121	648518346489501711	R		DN	DNlt009	MTD-II
(43363, 75200, 1123)	43363	75200	1123	73537812103719320	648518346502298535	R		DN	DNg03	MTD-II
(43434, 75200, 1126)	43434	75200	1126	73537812103726810	648518346485335315	R		DN	DNg03	MTD-II
(43454, 75200, 1133)	43454	75200	1133	73537812103730867	648518346482762982	R		DN	DNg01	MTD-II
(43456, 75200, 1145)	43456	75200	1145	73537812103743988	648518346487792464	R		DN	DNg03	MTD-II
(43358, 75200, 1150)	43358	75200	1150	73537812103759226	648518346499690892	R		DN	DNg02	MTD-II
(43285, 75200, 1144)	43285	75200	1144	73537812103754850	648518346496734253	R		DN	DNg02	MTD-II
(43256, 75200, 1151)	43256	75200	1151	73537812103772985	648518346510931842	R		DN	DNg05	MTD-II
(43294, 75200, 1159)	43294	75200	1159	73537812103789985	648518346480845056	R		DN	DNg02	MTD-II
(43383, 75200, 1157)	43383	75200	1157	73537812103776969	648518346487354026	R		DN	DNg02	MTD-II
(43363, 75200, 1165)	43363	75200	1165	73537812170914997	648518346490473469	R		DN	DNg02	MTD-II
(43287, 75200, 1171)	43287	75200	1171	73537812171012974	648518346487609666	R		DN	DNg110	MTD-II
(43227, 75200, 1174)	43227	75200	1174	73537812171017154	648518346500703081	R		DN	DNg02	MTD-II
(43132, 75200, 1184)	43132	75200	1184	73537812171053377	648518346497168664	R		DN	DNg02	MTD-II
(43278, 75200, 1181)	43278	75200	1181	73537812171037249	648518346493969465	R		DN	DNg02	MTD-II
(43281, 75200, 1201)	43281	75200	1201	73537812171084013	648518346489369708	R		DN	DNg02	MTD-II
(43467, 75200, 1197)	43467	75200	1197	73537812171090827	648518346487781911	R		DN	DNg02	MTD-II
(43350, 75200, 1212)	43350	75200	1212	73537812171118051	648518346483521455	R		DN	DNg110	MTD-II
(43627, 75200, 1220)	43627	75200	1220	73537812171118061	648518346498982721	R		DN	DNxn123	MTD-I
(43634, 75200, 1187)	43634	75200	1187	73537812171071986	648518346478779344	R		DN	DNg82	MTD-II
(43547, 75200, 1187)	43547	75200	1187	73537812171047906	648518346492458683	R		DN	DNg02	MTD-II
(43441, 75200, 1178)	43441	75200	1178	73537812171034577	648518346486183522	R		DN	DNg110	MTD-II
(43412, 75200, 1185)	43412	75200	1185	73537812171047939	648518346492372153	R		DN	DNg110	MTD-II
(43527, 75200, 1173)	43527	75200	1173	73537812171037291	648518346504153324	R		DN	DNg02	MTD-II
(43480, 75200, 1157)	43480	75200	1157	73537812103862141	648518346481229967	R		DN	DNg03	MTD-II
(43534, 75200, 1155)	43534	75200	1155	73537812103834688	648518346492490683	R		DN	DNg03	MTD-II
(43569, 75200, 1145)	43569	75200	1145	73537812103749055	648518346489283929	R		DN	DNg03	MTD-II
(43642, 75200, 1156)	43642	75200	1156	73537812103800458	648518346486585497	R		DN	DNg92	MTD-II
(43649, 75200, 1163)	43649	75200	1163	73537812170873795	648518346488844522	R		DN	DNg06	MTD-II
(43583, 75200, 1163)	43583	75200	1163	73537812170869145	648518346477726677	R		DN	DNlt010	MTD-II
(43642, 75200, 1173)	43642	75200	1173	73537812171028057	648518346497698151	R		DN	DNg82	MTD-II
(43709, 75200, 1167)	43709	75200	1167	73537812170990466	648518346496695524	R		DN	DNg02	MTD-II
(43707, 75200, 1160)	43707	75200	1160	73537812103834310	648518346476888520	R		DN	DNg06	MTD-II
(43851, 75200, 1159)	43851	75200	1159	73537812103769622	648518346488790001	R		DN	DNut047	MTD-II
(44053, 75200, 1155)	44053	75200	1155	73537812103897479	648518346484451075	R		DN	DNut057	MTD-II
(44182, 75200, 1156)	44182	75200	1156	73537812103773013	648518346482762470	R		DN	DNut058	MTD-II
(44297, 75200, 1160)	44297	75200	1160	73537812103789829	648518346493971447	R		DN	DNg92	MTD-II
(44288, 75200, 1165)	44288	75200	1165	73537812170915117	648518346491289274	R		DN	DNg92	MTD-II
(44357, 75200, 1165)	44357	75200	1165	73537812170867721	648518346488660573	R		DN	DNg92	MTD-II
(44501, 75200, 1167)	44501	75200	1167	73537812170997626	648518346493248284	R	R	AN	AN19A038	
(44646, 75200, 1182)	44646	75200	1182	73537812171045123	648518346513903385	R	L	EA		
(44566, 75200, 1184)	44566	75200	1184	73537812171039844	648518346494767026	R		DN	DNad005	MTD-II
(44588, 75200, 1194)	44588	75200	1194	73537812171077044	648518346492423611	R		DN	DNnt016	none
(44481, 75200, 1205)	44481	75200	1205	73537812171093213	648518346486432993	R		DN	DNnt020	none
(44339, 75200, 1183)	44339	75200	1183	73537812171017178	648518346492300159	R	L	AN	AN27X011	
(44215, 75200, 1174)	44215	75200	1174	73537812170914434	648518346493609870	R		DN	DNxl109	MTD-II
(44109, 75200, 1169)	44109	75200	1169	73537812171031676	648518346495409999	R		DN	DNg06	MTD-II
(44084, 75200, 1179)	44084	75200	1179	73537812171047949	648518346503920590	R		DN	DNut051	MTD-II
(44142, 75200, 1194)	44142	75200	1194	73537812171083972	648518346472925284	R		DN	DNg05	MTD-II
(44342, 75200, 1204)	44342	75200	1204	73537812171105225	648518346484153629	R	L	AN	AN01A014	
(44268, 75200, 1210)	44268	75200	1210	73537812171105201	648518346481110016	R	R	AN	AN02A017	
(44144, 75200, 1204)	44144	75200	1204	73537812171110474	648518346495852390	R		DN	DNg05	MTD-II
(44131, 75200, 1215)	44131	75200	1215	73537812171115592	648518346499567685	R		DN	DNut052	ITD
(44098, 75200, 1224)	44098	75200	1224	73537812171140749	648518346517615464	R		DN	DNg04	MTD-II
(43856, 75200, 1223)	43856	75200	1223	73537812171150813	648518346484490755	R		DN	DNp22	ITD
(43889, 75198, 1188)	43889	75198	1188	73537812171063996	648518346500936470	R		DN	DNut040	MTD-II
(44146, 75200, 1264)	44146	75200	1264	73537812171237168	648518346511108405	R		DN	DNp53	ITD
(44197, 75200, 1253)	44197	75200	1253	73537812171224805	648518346488500152	R		DN	DNxn994	ITD
(44157, 75200, 1249)	44157	75200	1249	73537812171205322	648518346496189815	R		DN	DNxn994	ITD
(44189, 75200, 1243)	44189	75200	1243	73537812171190690	648518346484450819	R		DN	DNut052	ITD
(44253, 75200, 1236)	44253	75200	1236	73537812171190730	648518346500565683	R		DN	DNg04	MTD-II
(44375, 75200, 1228)	44375	75200	1228	73537812171192859	648518346509305722	R	R	AN	ANXXX191	
(44723, 75200, 1239)	44723	75200	1239	73537812171192909	648518346498893633	R		DN	DNg78	none
(44546, 75200, 1226)	44546	75200	1226	73537812171150796	648518346526072023	R		DN	DNnt017	none
(45198, 75200, 1237)	45198	75200	1237	73608180915067607	648518346502220199	R		DN	DNp20	none
(44392, 75200, 1248)	44392	75200	1248	73537812171212639	648518346509394819	R		DN	DNxl097	MTD-I
(44336, 75200, 1255)	44336	75200	1255	73537812171224809	648518346488388847	R	L	AN	AN18B025	
(44346, 75200, 1268)	44346	75200	1268	73537812171266863	648518346472925540	R		DN	DNxn121	ITD
(44531, 75200, 1263)	44531	75200	1263	73537812171239765	648518346501326733	R	R	AN	AN03A002	
(44610, 75200, 1251)	44610	75200	1251	73537812171207699	648518346515680330	R		DN	DNxl111	MTD-I
(44873, 75200, 1262)	44873	75200	1262	73537812171239772	648518346480747488	R		DN	DNxl108	MTD-I
(44736, 75200, 1264)	44736	75200	1264	73537812171258884	648518346495428971	R		DN	DNxn146	none
(44666, 75200, 1273)	44666	75200	1273	73537812171269780	648518346518867167	R	L	AN	AN06A016	
(44844, 75200, 1278)	44844	75200	1278	73537812171264172	648518346479613846	R		DN	DNnt015	none
(44690, 75200, 1284)	44690	75200	1284	73537812171345891	648518346508595007	R		DN	DNit996	none
(44588, 75200, 1284)	44588	75200	1284	73537812171329357	648518346499624147	R		DN	DNxn999	none
(44512, 75200, 1287)	44512	75200	1287	73537812171393274	648518346474286018	R		DN	DNnt011	ITD
(44519, 75200, 1277)	44519	75200	1277	73537812171296564	648518346481093989	R		DN	DNxn149	none
(44280, 75200, 1286)	44280	75200	1286	73537812171308128	648518346487394730	R		DN	DNp16	ITD
(44151, 75200, 1286)	44151	75200	1286	73537812171426745	648518346488824554	R		DN	DNxn119	MTD-I
(43975, 75200, 1297)	43975	75200	1297	73537812238135523	648518346514068267	R		DN	DNxn997	MTD-I
(43953, 75200, 1300)	43953	75200	1300	73537812238166332	648518346517640296	R		DN	DNxn104	MTD-I
(43911, 75200, 1303)	43911	75200	1303	73537812238182142	648518346495642000	R		DN	DNxn112	MTD-I
(43926, 75200, 1309)	43926	75200	1309	73537812238202009	648518346466920686	R		DN	DNxn106	ITD
(44002, 75200, 1307)	44002	75200	1307	73537812238202030	648518346478394228	R		DN	DNnt014	ITD
(44019, 75200, 1303)	44019	75200	1303	73537812238177272	648518346518603487	R		DN	DNxn106	ITD
(44051, 75200, 1301)	44051	75200	1301	73537812238172212	648518346488423608	R		other		
(44112, 75200, 1304)	44112	75200	1304	73537812238190762	648518346494284167	R		EN		
(44060, 75200, 1305)	44060	75200	1305	73537812238194716	648518346491900690	R		DN	DNut046	ITD
(44082, 75200, 1311)	44082	75200	1311	73537812238228351	648518346500250428	R		DN	DNut046	ITD
(44136, 75200, 1309)	44136	75200	1309	73537812238212415	648518346515588682	R		DN	DNut046	ITD
(44178, 75200, 1306)	44178	75200	1306	73537812238190646	648518346495990077	R		DN	DNut046	ITD
(44246, 75200, 1301)	44246	75200	1301	73537812238160096	648518346490754989	R		DN	DNxn996	ITD
(44290, 75200, 1294)	44290	75200	1294	73537812237992388	648518346476785352	R		DN	DNnt014	ITD
(44341, 75200, 1293)	44341	75200	1293	73537812238111358	648518346503854688	R		DN	DNg18	ITD
(44380, 75200, 1290)	44380	75200	1290	73537812237996603	648518346471660443	R		DN	DNg10	ITD
(44397, 75200, 1283)	44397	75200	1283	73537812171308353	648518346515464954	R		DN	DNg11	ITD
(44365, 75200, 1310)	44365	75200	1310	73537812238198745	648518346459860484	R	L	AN	AN06B057	
(44229, 75200, 1307)	44229	75200	1307	73537812238205408	648518346491967020	R		DN	DNxn128	ITD
(44207, 75200, 1315)	44207	75200	1315	73537812238221935	648518346491436862	R		DN	DNut046	ITD
(44187, 75200, 1320)	44187	75200	1320	73537812238234177	648518346487525611	R		DN	DNut046	ITD
(44080, 75200, 1322)	44080	75200	1322	73537812238257397	648518346488614641	R		DN	DNnt012	none
(44104, 75200, 1341)	44104	75200	1341	73537812238303632	648518346518253398	R		DN	DNxn128	ITD
(44195, 75200, 1343)	44195	75200	1343	73537812238308764	648518346500992534	R		DN	DNp17	ITD
(44268, 75200, 1341)	44268	75200	1341	73537812238293445	648518346466920942	R		DN	DNht001	ITD
(44290, 75200, 1334)	44290	75200	1334	73537812238268188	648518346499567941	R		DN	DNp17	ITD
(44285, 75200, 1349)	44285	75200	1349	73537812238320908	648518346509084282	R		DN	DNht001	ITD
(44322, 75200, 1349)	44322	75200	1349	73537812238336047	648518346509395075	R		DN	DNut046	ITD
(44300, 75200, 1354)	44300	75200	1354	73537812238330801	648518346487390378	R		DN	DNht001	ITD
(44278, 75200, 1357)	44278	75200	1357	73537812238341060	648518346515106631	R		DN	DNht001	ITD
(44312, 75200, 1364)	44312	75200	1364	73537812238346199	648518346474414530	R		DN	DNht001	ITD
(44385, 75200, 1359)	44385	75200	1359	73537812238328330	648518346495990333	R		DN	DNp17	ITD
(44395, 75200, 1350)	44395	75200	1350	73537812238323321	648518346499845126	R	R	AN	AN06B044	
(44549, 75200, 1350)	44549	75200	1350	73537812238313683	648518346486591535	R	L	AN	AN06B009	
(44583, 75200, 1325)	44583	75200	1325	73537812238270956	648518346491691631	R		DN	DNnt010	none
(44712, 75200, 1338)	44712	75200	1338	73537812238288572	648518346481141647	R		DN	DNg10	ITD
(44671, 75200, 1341)	44671	75200	1341	73537812238293504	648518346488494926	R		DN	DNnt011	ITD
(44761, 75200, 1317)	44761	75200	1317	73537812238228320	648518346484049447	R		DN	DNa16	ITD
(44976, 75200, 1321)	44976	75200	1321	73537812238251463	648518346488928497	R	L	AN	AN06A026	
(44973, 75200, 1309)	44973	75200	1309	73537812238194708	648518346486003810	R		DN	DNg10	ITD
(45064, 75200, 1294)	45064	75200	1294	73608180982162606	648518346492614075	R		DN	DNa02	ITD
(44490, 75200, 1315)	44490	75200	1315	73537812238228359	648518346492087167	R		DN	DNnt011	ITD
(44488, 75200, 1322)	44488	75200	1322	73537812238242651	648518346480202043	R		DN	DNnt011	ITD
(44509, 75200, 1328)	44509	75200	1328	73537812238273684	648518346512396702	R		DN	DNg10	ITD
(44409, 75200, 1377)	44409	75200	1377	73537812238388230	648518346496611044	R	R	AN	ANXXX171	
(44470, 75200, 1371)	44470	75200	1371	73537812238364112	648518346524267781	R	R	AN	AN02A022	
(44558, 75200, 1375)	44558	75200	1375	73537812238390588	648518346470256126	R		DN	DNnt011	ITD
(44585, 75200, 1387)	44585	75200	1387	73537812238399716	648518346498020967	R	L	AN	AN19B093	
(44549, 75200, 1392)	44549	75200	1392	73537812238418773	648518346479139792	R	L	AN	AN06A080	
(44756, 75201, 1403)	44756	75201	1403	73537812238465066	648518346491553553	R		DN	DNxn986	ITD
(44771, 75201, 1393)	44771	75201	1393	73537812238413898	648518346484713219	R	L	AN	AN06A041	
(44893, 75201, 1389)	44893	75201	1389	73537812238421293	648518346494269717	R	L	AN	AN06A080	
(44920, 75201, 1384)	44920	75201	1384	73537812238383456	648518346491836690	R		DN	DNnt999	none
(44949, 75201, 1373)	44949	75201	1373	73537812238388221	648518346502240423	R		DN	DNnt011	ITD
(45029, 75201, 1366)	45029	75201	1366	73537812238343537	648518346496930356	R	L	AN	AN06B023	
(44837, 75201, 1348)	44837	75201	1348	73537812238306194	648518346485339155	R		DN	DNnt011	ITD
(44744, 75201, 1348)	44744	75201	1348	73537812238311299	648518346500992790	R		DN	DNnt010	none
(44778, 75201, 1354)	44778	75201	1354	73537812238328375	648518346490758691	R		DN	DNnt011	ITD
(45046, 75201, 1350)	45046	75201	1350	73537812238293449	648518346482967486	R	L	AN	AN06A062	
(45064, 75201, 1340)	45064	75201	1340	73608180982444565	648518346476809488	R		DN	DNg18	ITD
(45066, 75201, 1330)	45066	75201	1330	73608180982407693	648518346513947179	R		DN	DNg10	ITD
(45088, 75201, 1325)	45088	75201	1325	73608180982384204	648518346473970797	R		DN	DNg10	ITD
(45078, 75201, 1318)	45078	75201	1318	73608180982379199	648518346489814043	R		DN	DNg10	ITD
(45488, 75201, 1368)	45488	75201	1368	73608180982517232	648518346493619960	R		DN	DNp15	ITD
(45232, 75201, 1366)	45232	75201	1366	73608180982506237	648518346489479628	R	L	AN	AN07B063	
(45164, 75201, 1346)	45164	75201	1346	73608180982466520	648518346488644445	R		DN	DNnt998	none
(45244, 75201, 1383)	45244	75201	1383	73608180982538419	648518346487485652	R	L	AN	AN06A062	
(44976, 75201, 1401)	44976	75201	1401	73537812238442356	648518346490026458	R		SA	DMT_DMetaN	DMT
(45176, 75201, 1410)	45176	75201	1410	73608180982601499	648518346480549633	R		SA	DMT_DMetaN	DMT
(45017, 75201, 1415)	45017	75201	1415	73537812238598352	648518346477746327	R		SA	DMT_DMetaN	DMT
(44988, 75201, 1426)	44988	75201	1426	73537812305094807	648518346517424170	R		SA	DMT_DMetaN	DMT
(44915, 75201, 1429)	44915	75201	1429	73537812305095273	648518346486012030	R		SA	DMT_DMetaN	DMT
(44895, 75201, 1436)	44895	75201	1436	73537812305319997	648518346472487627	R		SA	DMT_DMetaN	DMT
(45190, 75201, 1429)	45190	75201	1429	73608181049448443	648518346501229197	R		SA	DMT_DMetaN	DMT
(45483, 75200, 1297)	45483	75200	1297	73608180982163403	648518346493834016	R		DN	DNfl015	none
(45621, 75200, 1297)	45621	75200	1297	73608180982335529	648518346499618771	R		DN	DNut049	none
(45712, 75200, 1287)	45712	75200	1287	73608180915222468	648518346486581681	R		DN	DNfl034	none
(45876, 75200, 1287)	45876	75200	1287	73608180915267162	648518346490312796	R	R	AN	AN11B008	
(45721, 75200, 1304)	45721	75200	1304	73608180982342630	648518346517160229	R		DN	DNnt007	none
(45824, 75200, 1310)	45824	75200	1310	73608180982361678	648518346498139986	R		DN	DNxn145	none
(45763, 75200, 1335)	45763	75200	1335	73608180982405131	648518346501160333	R		DN	DNg91	ITD
(45505, 75200, 1335)	45505	75200	1335	73608180982423124	648518346501257059	R	L	AN	AN06B023	
(46023, 75200, 1383)	46023	75200	1383	73608180982553314	648518346518152022	R	L	AN	AN18B023	
(46325, 75200, 1377)	46325	75200	1377	73608180982538398	648518346509863881	R	L	AN	AN19B015	
(45861, 75200, 1230)	45861	75200	1230	73608180915091900	648518346466588526	R		DN	DNnt019	none
(46168, 75200, 1241)	46168	75200	1241	73608180915103610	648518346493042864	R		DN	DNxn071	MTD-I
(46094, 75200, 1251)	46094	75200	1251	73608180915109492	648518346479261888	R		DN	DNg81	none
(46200, 75200, 1267)	46200	75200	1267	73608180915188092	648518346496199543	R		DN	DNg69	MTD-I
(46045, 75200, 1267)	46045	75200	1267	73608180915161261	648518346466522478	R		DN	DNfl997	none
(46492, 75200, 1259)	46492	75200	1259	73608180915126897	648518346491338182	R		DN	DNg16	MTD-I
(46798, 75200, 1279)	46798	75200	1279	73608180915199143	648518346514372907	R	L	doubleseed		
(46612, 75200, 1293)	46612	75200	1293	73608180982215665	648518346490080092	R		DN	DNfl017	none
(46720, 75200, 1301)	46720	75200	1301	73608180982215612	648518346477830551	R	L	AN	AN27X017	
(46668, 75200, 1314)	46668	75200	1314	73608180982361671	648518346494006263	R		DN	DNml001	VLT
(46555, 75200, 1308)	46555	75200	1308	73608180982348376	648518346531195674	R		DN	DNc02	DLT
(46359, 75200, 1324)	46359	75200	1324	73608180982415469	648518346459651076	R		DN	DNxl124	MTD-I
(46153, 75200, 1303)	46153	75200	1303	73608180982342597	648518346491354310	R		DN	DNnt008	none
(46224, 75200, 1296)	46224	75200	1296	73608180982162076	648518346497662966	R	R	AN	AN19A019	
(46119, 75200, 1313)	46119	75200	1313	73608180982379187	648518346493900064	R		DN	DNxn108	none
(46163, 75200, 1321)	46163	75200	1321	73608180982381775	648518346490463229	R		DN	DNg12	none
(46885, 75200, 1346)	46885	75200	1346	73608180982455832	648518346490996001	R		AN	ANXXX986	
(47160, 75200, 1345)	47160	75200	1345	73678549726362035	648518346488583608	R	L	MN		
(46763, 75200, 1354)	46763	75200	1354	73608180982469043	648518346480829274	R		DN	DNxl081	DMT
(46758, 75200, 1369)	46758	75200	1369	73608180982514381	648518346487666455	R		DN	DNg12	none
(46714, 75200, 1371)	46714	75200	1371	73608180982522524	648518346482677413	R		DN	DNxn108	none
(46772, 75200, 1377)	46772	75200	1377	73608180982530815	648518346504614790	R		DN	DNg12	none
(46706, 75200, 1375)	46706	75200	1375	73608180982525212	648518346518174806	R		DN	DNg12	none
(46782, 75200, 1384)	46782	75200	1384	73608180982560861	648518346517141034	R		DN	DNg12	none
(46603, 75200, 1387)	46603	75200	1387	73608180982558329	648518346497001857	R		DN	DNnt008	none
