xyz	x	y	z	supervoxel_id	root_id	root_side	soma_side	class	type	long_tract
(44030, 75200, 1512)	44030	75200	1512	73537812305498263	648518346511650672	R		DN	DNg09	ITD
(44083, 75200, 1498)	44083	75200	1498	73537812305453728	648518346488530673	R		DN	DNxn993	ITD
(44095, 75200, 1490)	44095	75200	1490	73537812305451213	648518346490232412	R		DN	DNg51	ITD
(44129, 75200, 1470)	44129	75200	1470	73537812305427261	648518346496654132	R		DN	DNxn119	MTD-I
(44149, 75200, 1501)	44149	75200	1501	73537812305479623	648518346474064493	R		DN	DNxn109	ITD
(44134, 75200, 1510)	44134	75200	1510	73537812305477202	648518346466921198	R		DN	DNxn993	ITD
(44122, 75200, 1517)	44122	75200	1517	73537812305515247	648518346493230512	R	L	AN	AN08B071	
(43805, 75200, 1529)	43805	75200	1529	73537812305541847	648518346517773416	R		DN	DNut041	ITD
(43712, 75200, 1550)	43712	75200	1550	73537812372212155	648518346494747314	R		DN	DNx02	ITD
(43898, 75200, 1523)	43898	75200	1523	73537812305527449	648518346477647324	R	L	AN	AN06B051	
(43956, 75200, 1527)	43956	75200	1527	73537812305535816	648518346481455717	R	L	AN	AN19B104	
(43934, 75200, 1535)	43934	75200	1535	73537812305548424	648518346479464085	R		other		
(44011, 75200, 1551)	44011	75200	1551	73537812372266099	648518346479472277	R		other		
(43847, 75200, 1576)	43847	75200	1576	73537812372428658	648518346486490081	R		DN	DNx02	ITD
(43603, 75200, 1586)	43603	75200	1586	73537812372470214	648518346500560563	R		DN	DNxn114	ITD
(43405, 75200, 1569)	43405	75200	1569	73537812372423558	648518346481929405	R	L	AN	AN06B031	
(43385, 75200, 1553)	43385	75200	1553	73537812372401046	648518346495991101	R		DN	DNxn169	MTD-I
(43588, 75200, 1529)	43588	75200	1529	73537812305567845	648518346489774554	R	R	AN	AN03B039	
(43707, 75200, 1516)	43707	75200	1516	73537812305524792	648518346489822223	R	L	AN	AN06B007	
(43881, 75200, 1498)	43881	75200	1498	73537812305453783	648518346497402648	R	L	AN	AN02A009	
(43353, 75200, 1530)	43353	75200	1530	73537812305604105	648518346493034780	R		DN	DNp07	MTD-I
(43230, 75200, 1550)	43230	75200	1550	73537812372211163	648518346481618625	R	L	AN	AN06B026	
(44136, 75200, 1596)	44136	75200	1596	73537812372480371	648518346489319621	R		DN	DNut042	ITD
(44143, 75200, 1580)	44143	75200	1580	73537812372433525	648518346491142689	R	L	AN	AN06B051	
(44140, 75200, 1572)	44140	75200	1572	73537812372418483	648518346501885034	R		DN	DNut042	ITD
(44213, 75200, 1573)	44213	75200	1573	73537812372428662	648518346494527765	R	L	AN	AN06B068	
(44127, 75200, 1568)	44127	75200	1568	73537812372426209	648518346495476130	R		DN	DNxn995	ITD
(44040, 75200, 1577)	44040	75200	1577	73537812372452826	648518346503854542	R		DN	DNg09	ITD
(44000, 75200, 1583)	44000	75200	1583	73537812372445461	648518346474403522	R		DN	DNxn998	ITD
(44057, 75200, 1584)	44057	75200	1584	73537812372452750	648518346474403778	R		DN	DNut042	ITD
(44126, 75200, 1588)	44126	75200	1588	73537812372465120	648518346478552148	R		DN	DNut042	ITD
(44075, 75200, 1593)	44075	75200	1593	73537812372462628	648518346489538575	R		DN	DNit990	ITD
(43951, 75200, 1594)	43951	75200	1594	73537812372477882	648518346477791981	R		DN	DNxn013	ITD
(43846, 75200, 1600)	43846	75200	1600	73537812372490046	648518346475216737	R		DN	DNxn110	ITD
(43856, 75200, 1605)	43856	75200	1605	73537812372505003	648518346484652189	R		DN	DNit006	ITD
(43926, 75200, 1603)	43926	75200	1603	73537812372500046	648518346476693264	R	L	AN	AN06B042	
(43906, 75200, 1607)	43906	75200	1607	73537812372511848	648518346489538252	R		DN	DNxn013	ITD
(44006, 75200, 1606)	44006	75200	1606	73537812372514170	648518346531196186	R		DN	DNxn013	ITD
(44028, 75200, 1599)	44028	75200	1599	73537812372495148	648518346483161022	R		DN	DNit005	ITD
(43918, 75200, 1618)	43918	75200	1618	73537812372542298	648518346487566548	R	L	AN	AN10B017	
(44142, 75200, 1622)	44142	75200	1622	73537812372539938	648518346484451331	R		DN	DNxn117	ITD
(44192, 75200, 1608)	44192	75200	1608	73537812372516415	648518346509796666	R	R	AN	AN06B002	
(44250, 75200, 1622)	44250	75200	1622	73537812372549291	648518346493808782	R		DN	DNut048	ITD
(44389, 75200, 1606)	44389	75200	1606	73537812372507311	648518346498317844	R		DN	DNxn013	ITD
(44318, 75200, 1614)	44318	75200	1614	73537812372521023	648518346472926308	R		DN	DNit005	ITD
(44343, 75200, 1609)	44343	75200	1609	73537812372516412	648518346494670474	R		DN	DNg07	ITD
(43637, 75200, 1600)	43637	75200	1600	73537812372495123	648518346507061320	R		DN	DNxn117	ITD
(43710, 75200, 1624)	43710	75200	1624	73537812372568512	648518346531517466	R	R	AN	AN03B011	
(43797, 75200, 1646)	43797	75200	1646	73537812372597756	648518346488615409	R		DN	DNg106	ITD
(43920, 75200, 1639)	43920	75200	1639	73537812372588052	648518346502507078	R		DN	DNxn111	ITD
(43939, 75200, 1629)	43939	75200	1629	73537812372565893	648518346495990796	R		DN	DNit003	ITD
(44035, 75200, 1626)	44035	75200	1626	73537812372549303	648518346483124900	R		DN	DNg106	ITD
(44026, 75200, 1636)	44026	75200	1636	73537812372602783	648518346511102517	R		DN	DNg106	ITD
(44130, 75200, 1631)	44130	75200	1631	73537812372583322	648518346485792196	R		DN	DNg08	ITD
(44271, 75200, 1634)	44271	75200	1634	73537812372580936	648518346499268187	R		DN	DNg106	ITD
(44395, 75200, 1637)	44395	75200	1637	73537812372583238	648518346502330279	R		DN	DNxn013	ITD
(44368, 75200, 1621)	44368	75200	1621	73537812372554100	648518346493799822	R		DN	DNg08	ITD
(44469, 75200, 1618)	44469	75200	1618	73537812372542318	648518346481251983	R		DN	DNg08	ITD
(44481, 75200, 1624)	44481	75200	1624	73537812372542286	648518346507396895	R	L	AN	AN07B060	
(44604, 75200, 1628)	44604	75200	1628	73537812372554080	648518346498394096	R		SA	DMT_ADMN	DMT
(44716, 75200, 1628)	44716	75200	1628	73537812372544665	648518346510843522	R		SA	DMT_ADMN	DMT
(44991, 75200, 1633)	44991	75200	1633	73537812372571016	648518346494550261	R		SA	DMT_ADMN	DMT
(45165, 75200, 1630)	45165	75200	1630	73608181116738132	648518346480531201	R	L	AN	AN06B014	
(45388, 75200, 1629)	45388	75200	1629	73608181116738143	648518346517785960	R	L	AN	AN07B052	
(45508, 75200, 1627)	45508	75200	1627	73608181116722482	648518346489023757	R	L	AN	AN07B095	
(45541, 75200, 1634)	45541	75200	1634	73608181116735450	648518346506447906	R	L	AN	AN07B071	
(45524, 75200, 1644)	45524	75200	1644	73608181116775395	648518346495196495	R	L	AN	AN07B101	
(45425, 75200, 1639)	45425	75200	1639	73608181116751067	648518346506782242	R	L	AN	AN07B078	
(45445, 75200, 1633)	45445	75200	1633	73608181116745862	648518346489870107	R	L	AN	AN07B101	
(45365, 75200, 1638)	45365	75200	1638	73608181116770509	648518346502007402	R	L	AN	AN07B072	
(45225, 75200, 1643)	45225	75200	1643	73608181116777875	648518346500028227	R	L	AN	AN07B085	
(45317, 75200, 1647)	45317	75200	1647	73608181116780144	648518346499272795	R		DN	DNxl077	DMT
(45341, 75200, 1657)	45341	75200	1657	73608181116799327	648518346515357434	R	L	AN	AN07B069	
(45441, 75200, 1667)	45441	75200	1667	73608181116926488	648518346467401735	R	L	AN	AN07B069	
(45500, 75200, 1672)	45500	75200	1672	73608181116866130	648518346484049959	R		DN	DNxl075	DMT
(45366, 75200, 1684)	45366	75200	1684	73608181183708645	648518346480282838	R		DN	DNg08	ITD
(45433, 75200, 1690)	45433	75200	1690	73608181183716009	648518346488635149	R		DN	DNut054	ITD
(45357, 75200, 1693)	45357	75200	1693	73608181183723041	648518346496566530	R		DN	DNut054	ITD
(45251, 75200, 1707)	45251	75200	1707	73608181183743642	648518346511538800	R	L	AN	AN07B996	
(45161, 75200, 1691)	45161	75200	1691	73608181183723020	648518346503848097	R		SA	DMT_ADMN	DMT
(45238, 75200, 1673)	45238	75200	1673	73608181116899989	648518346478337652	R		SA	DMT_ADMN	DMT
(45178, 75200, 1668)	45178	75200	1668	73608181117032708	648518346487834910	R		SA	DMT_ADMN	DMT
(45212, 75200, 1653)	45212	75200	1653	73608181116793539	648518346466654062	R		DN	DNut054	ITD
(45038, 75200, 1647)	45038	75200	1647	73537812372578414	648518346503847886	R		SA	DMT_ADMN	DMT
(45021, 75200, 1661)	45021	75200	1661	73537812372646914	648518346517164842	R		SA	DMT_ADMN	DMT
(44856, 75200, 1660)	44856	75200	1660	73537812372625577	648518346495894891	R		SA	DMT_ADMN	DMT
(45013, 75200, 1673)	45013	75200	1673	73537812372680247	648518346496082295	R		SA	DMT_ADMN	DMT
(45098, 75200, 1678)	45098	75200	1678	73608181183665145	648518346492971328	R		SA	DMT_ADMN	DMT
(45018, 75200, 1681)	45018	75200	1681	73537812439307937	648518346499871494	R		SA	DMT_ADMN	DMT
(45080, 75200, 1687)	45080	75200	1687	73608181183665083	648518346489555287	R		SA	DMT_ADMN	DMT
(45051, 75200, 1699)	45051	75200	1699	73537812439488718	648518346475107681	R		SA	DMT_ADMN	DMT
(45177, 75200, 1723)	45177	75200	1723	73608181183807726	648518346486086498	R	L	AN	AN07B071	
(45282, 75200, 1717)	45282	75200	1717	73608181183784052	648518346477786837	R		DN	DNp72	ITD
(45260, 75200, 1726)	45260	75200	1726	73608181183822378	648518346509715843	R	L	AN	AN19B010	
(44902, 75200, 1676)	44902	75200	1676	73537812439311342	648518346490988833	R		SA	DMT_ADMN	DMT
(44901, 75200, 1684)	44901	75200	1684	73537812439460507	648518346506839966	R		SA	DMT_ADMN	DMT
(44961, 75200, 1688)	44961	75200	1688	73537812439488721	648518346524078341	R		SA	DMT_ADMN	DMT
(44900, 75200, 1699)	44900	75200	1699	73537812439516372	648518346481081856	R		SA	DMT_ADMN	DMT
(44831, 75200, 1689)	44831	75200	1689	73537812439493719	648518346484713475	R	L	AN	AN07B062	
(44797, 75200, 1683)	44797	75200	1683	73537812439309760	648518346494841845	R		SA	DMT_ADMN	DMT
(44713, 75200, 1679)	44713	75200	1679	73537812439410593	648518346481082368	R		SA	DMT_ADMN	DMT
(44657, 75200, 1670)	44657	75200	1670	73537812372651432	648518346472478411	R		SA	DMT_ADMN	DMT
(44720, 75200, 1665)	44720	75200	1665	73537812372651448	648518346481082112	R		SA	DMT_ADMN	DMT
(44742, 75200, 1672)	44742	75200	1672	73537812372670543	648518346497985639	R		SA	DMT_ADMN	DMT
(44641, 75200, 1677)	44641	75200	1677	73537812439307387	648518346491713086	R		SA	DMT_ADMN	DMT
(44583, 75200, 1682)	44583	75200	1682	73537812439469056	648518346475321268	R	R	AN	AN03B050	
(44590, 75200, 1688)	44590	75200	1688	73537812439488762	648518346503213691	R	L	AN	AN07B043	
(44649, 75200, 1684)	44649	75200	1684	73537812439460278	648518346494622379	R		SA	DMT_ADMN	DMT
(44672, 75200, 1692)	44672	75200	1692	73537812439496276	648518346466138416	R	L	AN	AN07B062	
(44751, 75200, 1691)	44751	75200	1691	73537812439478117	648518346501340950	R	L	AN	AN07B062	
(44726, 75200, 1699)	44726	75200	1699	73537812439513988	648518346482329748	R	L	AN	AN07B062	
(44806, 75200, 1704)	44806	75200	1704	73537812439511452	648518346480319654	R	L	AN	AN07B070	
(44900, 75200, 1713)	44900	75200	1713	73537812439545002	648518346491586622	R	L	AN	AN07B995	
(44986, 75200, 1718)	44986	75200	1718	73537812439565190	648518346499529307	R	L	AN	AN07B082	
(45041, 75200, 1722)	45041	75200	1722	73537812439555100	648518346512167103	R	L	AN	AN07B071	
(45077, 75200, 1730)	45077	75200	1730	73608181183819937	648518346489441807	R	L	AN	AN07B069	
(45041, 75200, 1741)	45041	75200	1741	73537812439588979	648518346491173411	R	L	AN	AN07B037	
(45216, 75200, 1747)	45216	75200	1747	73608181183861720	648518346472232907	R	R	AN	AN12B005	
(45305, 75200, 1746)	45305	75200	1746	73608181183875119	648518346466654318	R		DN	DNg95	DMT
(44859, 75200, 1731)	44859	75200	1731	73537812439593785	648518346500677811	R	L	AN	AN07B071	
(44790, 75200, 1725)	44790	75200	1725	73537812439579655	648518346470423038	R	L	AN	AN07B071	
(44811, 75200, 1718)	44811	75200	1718	73537812439550341	648518346495756706	R	L	AN	AN07B070	
(44905, 75200, 1723)	44905	75200	1723	73537812439567613	648518346511969392	R	L	AN	AN07B069	
(44986, 75200, 1728)	44986	75200	1728	73537812439581982	648518346495445430	R	L	AN	AN07B082	
(44708, 75200, 1715)	44708	75200	1715	73537812439557771	648518346489263705	R		DN	DNxl082	DMT
(44665, 75200, 1727)	44665	75200	1727	73537812439584250	648518346498291761	R		DN	DNp56	none
(44558, 75200, 1728)	44558	75200	1728	73537812439577328	648518346485911944	R		DN	DNxl065	DMT
(44555, 75200, 1721)	44555	75200	1721	73537812439567604	648518346488881137	R	L	AN	AN07B015	
(44477, 75200, 1726)	44477	75200	1726	73537812439579651	648518346475303296	R		DN	DNit008	none
(44350, 75200, 1732)	44350	75200	1732	73537812439596268	648518346490893857	R		DN	DNfl039	none
(44466, 75200, 1735)	44466	75200	1735	73537812439601217	648518346488405838	R		DN	DNfl027	VLT
(44577, 75200, 1737)	44577	75200	1737	73537812439608672	648518346475411809	R	L	AN	ANXXX030	
(44481, 75200, 1749)	44481	75200	1749	73537812439627508	648518346511808191	R		DN	DNfl020	none
(44725, 75200, 1748)	44725	75200	1748	73537812439606300	648518346495822242	R		DN	DNxn162	DLV
(44968, 75200, 1755)	44968	75200	1755	73537812439649407	648518346491437374	R		DN	DNxl095	VLT
(45082, 75200, 1756)	45082	75200	1756	73608181183872236	648518346521466617	R		DN	DNxl079	DLT
(44269, 75200, 1752)	44269	75200	1752	73537812439627517	648518346491241080	R		DN	DNxl098	VLT
(44234, 75200, 1744)	44234	75200	1744	73537812439613165	648518346492925724	R		DN	DNfl023	none
(44081, 75200, 1730)	44081	75200	1730	73537812439575005	648518346495843915	R	L	AN	AN07B025	
(44147, 75200, 1714)	44147	75200	1714	73537812439550352	648518346514055467	R		DN	DNxn101	ITD
(43989, 75200, 1709)	43989	75200	1709	73537812439552858	648518346490796285	R	R	AN	AN10B008	
(44081, 75200, 1701)	44081	75200	1701	73537812439519078	648518346487220371	R		DN	DNg79	MTD-I
(44138, 75200, 1686)	44138	75200	1686	73537812439480754	648518346459848196	R	L	AN	AN07B021	
(44005, 75200, 1691)	44005	75200	1691	73537812439486010	648518346518594902	R	L	AN	AN07B046	
(43904, 75200, 1696)	43904	75200	1696	73537812439501150	648518346477883031	R	L	AN	AN07B046	
(43932, 75200, 1705)	43932	75200	1705	73537812439534381	648518346489948211	R	L	AN	AN07B046	
(43983, 75200, 1699)	43983	75200	1699	73537812439521673	648518346518577750	R	L	AN	AN07B046	
(43860, 75200, 1701)	43860	75200	1701	73537812439511510	648518346500524092	R	L	AN	AN07B045	
(43850, 75200, 1705)	43850	75200	1705	73537812439531958	648518346496187750	R	L	AN	ANXXX976	
(43764, 75200, 1711)	43764	75200	1711	73537812439550339	648518346481275841	R	L	AN	AN06B015	
(43672, 75200, 1707)	43672	75200	1707	73537812439534322	648518346489049066	R	R	AN	ANXXX132	
(43645, 75200, 1698)	43645	75200	1698	73537812439501159	648518346514381790	R	L	AN	AN07B005	
(43770, 75200, 1700)	43770	75200	1700	73537812439526792	648518346501317517	R	L	AN	AN07B005	
(43812, 75200, 1692)	43812	75200	1692	73537812439493699	648518346495755682	R	L	AN	AN07B045	
(43849, 75200, 1677)	43849	75200	1677	73537812439311485	648518346485657726	R	L	AN	AN06B002	
(43973, 75200, 1657)	43973	75200	1657	73537812372636403	648518346493901088	R		DN	DNg106	ITD
(44046, 75200, 1669)	44046	75200	1669	73537812372766905	648518346486422733	R		DN	DNp47	DMT
(44202, 75200, 1661)	44202	75200	1661	73537812372646922	648518346488891113	R		DN	DNxn105	ITD
(44154, 75200, 1651)	44154	75200	1651	73537812372617753	648518346494754698	R		DN	DNg08	ITD
(44283, 75200, 1649)	44283	75200	1649	73537812372600114	648518346487385002	R		DN	DNg08	ITD
(44279, 75200, 1660)	44279	75200	1660	73537812372642891	648518346477781973	R		DN	DNg08	ITD
(44340, 75200, 1670)	44340	75200	1670	73537812372710461	648518346481181786	R	L	AN	AN07B037	
(44426, 75200, 1652)	44426	75200	1652	73537812372617739	648518346499771973	R		SA	DMT_ADMN	DMT
(44531, 75200, 1660)	44531	75200	1660	73537812372735138	648518346482384276	R		SA	DMT_ADMN	DMT
(44203, 75200, 1677)	44203	75200	1677	73537812439309144	648518346483131556	R		DN	DNxl077	DMT
(44202, 75200, 1667)	44202	75200	1667	73537812372859265	648518346501363478	R		DN	DNxn107	ITD
(44315, 75200, 1684)	44315	75200	1684	73537812439465100	648518346493905144	R	L	AN	AN07B057	
(44261, 75200, 1689)	44261	75200	1689	73537812439480763	648518346480954333	R	L	AN	AN07B036	
(44464, 75200, 1685)	44464	75200	1685	73537812439460491	648518346483368100	R	L	AN	AN07B015	
(44743, 75200, 1642)	44743	75200	1642	73537812372592933	648518346499854803	R		SA	DMT_ADMN	DMT
(44646, 75200, 1636)	44646	75200	1636	73537812372592947	648518346483481749	R		SA	DMT_ADMN	DMT
(44563, 75200, 1641)	44563	75200	1641	73537812372588040	648518346499703365	R		SA	DMT_ADMN	DMT
(44642, 75200, 1643)	44642	75200	1643	73537812372617779	648518346466732398	R		SA	DMT_ADMN	DMT
(44607, 75200, 1652)	44607	75200	1652	73537812372615170	648518346504923014	R		SA	DMT_ADMN	DMT
(44690, 75200, 1654)	44690	75200	1654	73537812372620429	648518346502381139	R		SA	DMT_ADMN	DMT
(44776, 75200, 1652)	44776	75200	1652	73537812372617740	648518346478496884	R		SA	DMT_ADMN	DMT
(44840, 75200, 1646)	44840	75200	1646	73537812372590465	648518346480082342	R		SA	DMT_ADMN	DMT
(44814, 75200, 1633)	44814	75200	1633	73537812372575940	648518346466830190	R		SA	DMT_ADMN	DMT
(44908, 75200, 1638)	44908	75200	1638	73537812372585653	648518346493037554	R		SA	DMT_ADMN	DMT
(44393, 75200, 1710)	44393	75200	1710	73537812439531926	648518346487087587	R	L	AN	AN07B035	
(44564, 75200, 1703)	44564	75200	1703	73537812439513929	648518346490152714	R		DN	DNg79	MTD-I
(44707, 75200, 1706)	44707	75200	1706	73537812439539659	648518346497646951	R		other		
(43910, 75200, 1755)	43910	75200	1755	73537812439660773	648518346494448661	R		DN	DNxl101	DLV
(43555, 75200, 1731)	43555	75200	1731	73537812439613189	648518346491773039	R		DN	DNg43	DLV
(42895, 75200, 1433)	42895	75200	1433	73467443561053633	648518346507242105	R		DN	DNa13	MTD-III
(43393, 75200, 1480)	43393	75200	1480	73537812305427125	648518346496360055	R		DN	DNp73	MTD-I
(43579, 75200, 1441)	43579	75200	1441	73537812305325489	648518346488495544	R		DN	DNg51	ITD
(43782, 75200, 1452)	43782	75200	1452	73537812305349177	648518346478552404	R		DN	DNg71	MTD-I
(43974, 75200, 1467)	43974	75200	1467	73537812305394569	648518346502060650	R	R	AN	AN04B023	
(43854, 75200, 1476)	43854	75200	1476	73537812305418050	648518346475402337	R	L	AN	AN06B999	
(43748, 75200, 1475)	43748	75200	1475	73537812305409115	648518346495532395	R	L	AN	AN06B031	
(44164, 75200, 1442)	44164	75200	1442	73537812305331345	648518346484727709	R		DN	DNp40	MTD-I
(43092, 75200, 1487)	43092	75200	1487	73537812305424805	648518346511102773	R		DN	DNa13	MTD-III
(42858, 75200, 1513)	42858	75200	1513	73467443561385346	648518346479300827	R		DN	DNa15	MTD-I
(43092, 75200, 1535)	43092	75200	1535	73537812305603999	648518346483899567	R	R	AN	AN03B094	
(42337, 75200, 1536)	42337	75200	1536	73467443561544591	648518346496456055	R	L	AN	AN06B075	
(42434, 75200, 1537)	42434	75200	1537	73467443561545383	648518346488957021	R	L	AN	AN08B100	
(42381, 75200, 1543)	42381	75200	1543	73467443561467955	648518346473960813	R	L	AN	AN08B992	
(42418, 75200, 1549)	42418	75200	1549	73467443628034892	648518346489045482	R	L	AN	AN08B100	
(42450, 75200, 1543)	42450	75200	1543	73467443561453420	648518346517259076	R	L	AN	AN08B100	
(42487, 75200, 1537)	42487	75200	1537	73467443561488650	648518346488930033	R	L	AN	AN08B999	
(42570, 75200, 1542)	42570	75200	1542	73467443561513520	648518346477656021	R	L	AN	IN08B077	
(42556, 75200, 1550)	42556	75200	1550	73467443628140410	648518346492434559	R	L	AN	AN08B026	
(42487, 75200, 1548)	42487	75200	1548	73467443628140437	648518346493819403	R		AN	AN08B100	
(42458, 75200, 1554)	42458	75200	1554	73467443628181914	648518346494092279	R	L	AN	AN08B023	
(42450, 75200, 1560)	42450	75200	1560	73467443628225428	648518346491646632	R	L	AN	AN08B023	
(42328, 75200, 1559)	42328	75200	1559	73467443628213424	648518346486162857	R		DN	DNp62	MTD-I
(42223, 75200, 1548)	42223	75200	1548	73467443628037898	648518346500996118	R		DN	DNp35	MDA
(42406, 75200, 1571)	42406	75200	1571	73467443628245098	648518346494038779	R		DN	DNxn175	MTD-I
(42138, 75200, 1588)	42138	75200	1588	73467443628303421	648518346504013152	R		DN	DNp10	MTD-I
(42586, 75200, 1569)	42586	75200	1569	73467443628240353	648518346480753409	R	L	AN	AN08B057	
(42756, 75200, 1549)	42756	75200	1549	73467443628198875	648518346504593011	R	L	AN	AN08B026	
(42921, 75200, 1538)	42921	75200	1538	73467443561431578	648518346486710241	R	L	AN	AN06B012	
(42969, 75200, 1546)	42969	75200	1546	73467443628045108	648518346488401336	R		DN	DNfl012	none
(42888, 75200, 1553)	42888	75200	1553	73467443628156353	648518346485907592	R	L	AN	ANXXX318	
(42840, 75200, 1558)	42840	75200	1558	73467443628209541	648518346499962323	R	L	AN	AN08B022	
(42838, 75200, 1572)	42838	75200	1572	73467443628245003	648518346493977120	R	L	AN	AN08B022	
(42959, 75200, 1571)	42959	75200	1571	73467443628242741	648518346508723007	R	R	AN	AN12A003	
(43055, 75200, 1558)	43055	75200	1558	73537812372387696	648518346511103029	R		DN	DNp41	MTD-I
(43176, 75200, 1566)	43176	75200	1566	73537812372423517	648518346502340775	R	L	AN	AN07B024	
(43274, 75200, 1561)	43274	75200	1561	73537812372400984	648518346501760874	R		DN	DNp41	MTD-I
(43288, 75200, 1586)	43288	75200	1586	73537812372485368	648518346481010266	R	L	AN	AN06B007	
(43107, 75200, 1582)	43107	75200	1582	73537812372447906	648518346494937266	R	L	AN	AN23B002	
(42984, 75200, 1593)	42984	75200	1593	73467443628276197	648518346483053286	R	L	AN	AN08B026	
(42598, 75200, 1606)	42598	75200	1606	73467443628335881	648518346496285452	R		DN	DNp06	DLV
(42965, 75200, 1616)	42965	75200	1616	73467443628343441	648518346493684593	R		DN	DNg111	MTD-I
(43026, 75200, 1608)	43026	75200	1608	73537812372497514	648518346480280278	R		DN	DNg60	none
(43156, 75200, 1604)	43156	75200	1604	73537812372495119	648518346496233301	R		DN	DNg63	MTD-I
(43505, 75200, 1594)	43505	75200	1594	73537812372490116	648518346509019514	R		DN	DNxn117	ITD
(43483, 75200, 1583)	43483	75200	1583	73537812372445481	648518346481993917	R	L	AN	ANXXX988	
(43426, 75200, 1632)	43426	75200	1632	73537812372588051	648518346500560819	R		DN	DNb08	DMT
(43278, 75200, 1638)	43278	75200	1638	73537812372580922	648518346481751997	R		DN	DNb08	DMT
(43124, 75200, 1641)	43124	75200	1641	73537812372580929	648518346499234142	R		DN	DNxl022	DMT
(42825, 75200, 1640)	42825	75200	1640	73467443628422940	648518346498650608	R	L	AN	AN06B037	
(42973, 75200, 1658)	42973	75200	1658	73467443628477961	648518346492938414	R	R	AN	AN04B023	
(43115, 75200, 1657)	43115	75200	1657	73537812372636346	648518346499757799	R	L	AN	AN07B013	
(43347, 75200, 1654)	43347	75200	1654	73537812372639380	648518346477491214	R		DN	DNb02	ITD
(43517, 75200, 1647)	43517	75200	1647	73537812372602691	648518346488615665	R		DN	DNb02	ITD
(43527, 75200, 1661)	43527	75200	1661	73537812372625544	648518346509937097	R	L	AN	AN06B002	
(43922, 75200, 1651)	43922	75200	1651	73537812372602681	648518346485792964	R		DN	DNg08	ITD
(43865, 75200, 1658)	43865	75200	1658	73537812372628366	648518346497170328	R	L	AN	AN07B041	
(43719, 75200, 1663)	43719	75200	1663	73537812372651466	648518346484170013	R	L	AN	AN07B041	
(43622, 75200, 1672)	43622	75200	1672	73537812372670527	648518346486406536	R	L	AN	AN07B035	
(43555, 75200, 1678)	43555	75200	1678	73537812439309850	648518346472476722	R		AN	AN07B013	
(43461, 75200, 1680)	43461	75200	1680	73537812439307514	648518346490873005	R	L	AN	ANXXX988	
(43317, 75200, 1678)	43317	75200	1678	73537812439322463	648518346475489889	R	L	AN	AN23B003	
(43398, 75200, 1691)	43398	75200	1691	73537812439483533	648518346512050990	R		DN	aSP22	DMT
(43618, 75200, 1684)	43618	75200	1684	73537812439460390	648518346526275799	R	L	AN	AN07B997	
(43709, 75200, 1690)	43709	75200	1690	73537812439493718	648518346489676652	R	L	AN	AN07B045	
(43774, 75200, 1656)	43774	75200	1656	73537812372628370	648518346491166755	R	R	AN	AN03B011	
(42845, 75200, 1665)	42845	75200	1665	73467443628506973	648518346486070152	R		DN	DNxn171	MTD-I
(42964, 75200, 1675)	42964	75200	1675	73467443695136228	648518346499268443	R		DN	DNb09	MTD-I
(42676, 75200, 1662)	42676	75200	1662	73467443628468241	648518346487786519	R		DN	DNb03	ITD
(42723, 75200, 1673)	42723	75200	1673	73467443628516673	648518346485793220	R		DN	DNb03	ITD
(42654, 75200, 1692)	42654	75200	1692	73467443695343874	648518346512101311	R		DN	DNp49	DLV
(42693, 75200, 1709)	42693	75200	1709	73467443695383489	648518346505013638	R	L	AN	AN08B022	
(42707, 75200, 1723)	42707	75200	1723	73467443695429897	648518346487403667	R		DN	DNxl105	DLV
(43023, 75200, 1728)	43023	75200	1728	73537812439588962	648518346518248790	R		DN	DNg104	DLV
(42869, 75200, 1740)	42869	75200	1740	73467443695456379	648518346512532638	R		DN	DNxn168	DLV
(43068, 75200, 1737)	43068	75200	1737	73537812439603753	648518346472941412	R		DN	DNg30	DLV
(43155, 75200, 1728)	43155	75200	1728	73537812439586518	648518346464991349	R	R	AN	ANXXX130	
(43238, 75200, 1711)	43238	75200	1711	73537812439550351	648518346499619166	R	L	AN	AN06B034	
(42944, 75200, 1700)	42944	75200	1700	73467443695366572	648518346503840462	R	L	AN	AN07B018	
(43409, 75200, 1707)	43409	75200	1707	73537812439531966	648518346481205338	R	L	AN	AN07B005	
(43762, 75200, 1752)	43762	75200	1752	73537812439632405	648518346467099911	R	R	AN	AN07B040	
(43668, 75200, 1763)	43668	75200	1763	73537812439667613	648518346493762929	R		DN	DNd05	DLV
(43279, 75200, 1748)	43279	75200	1748	73537812439637361	648518346486911201	R		DN	DNxl106	DLV
(43123, 75200, 1752)	43123	75200	1752	73537812439634921	648518346488788664	R	R	AN	AN01B005	
(42999, 75200, 1756)	42999	75200	1756	73467443695473932	648518346499530587	R	L	AN	AN08B018	
(43125, 75200, 1762)	43125	75200	1762	73537812439667584	648518346479180751	R	L	AN	ANXXX145	
(43238, 75200, 1763)	43238	75200	1763	73537812439665332	648518346471827867	R	L	AN	ANXXX145	
(43374, 75200, 1756)	43374	75200	1756	73537812439651700	648518346492834491	R	L	AN	ANXXX145	
(43348, 75200, 1767)	43348	75200	1767	73537812439667592	648518346502749427	R		DN	DNg65	VLT
(43190, 75200, 1768)	43190	75200	1768	73537812439677021	648518346491169315	R	R	AN	AN01B005	
(43269, 75200, 1780)	43269	75200	1780	73537812439688489	648518346509671113	R	R	AN	AN01B005	
