class	bodyid	group	side	type	systematic_type	synonyms	comment	long_tract	soma_location	soma_division	neuropil	predicted_nt	predicted_nt_prob	FANC_supervoxel_id	FANC_match	FANC_group	confidence_fanc_match_1_5
DN	41384	37799	R	DNg10	DNnt002			ITD	g	brain	nt	GABA	0.8728095397	73537812238172364	648518346501767274	73185968584343858	5
DN	43234	37799	R	DNg10	DNnt002			ITD	g	brain	nt	GABA	0.9224777403	73537812237990617	648518346487435755	73185968584343858	5
DN	10339	10093	R	DNg100	DNxl058			DLT	g	brain	xl	ACH	0.9416000562	73608181049718362	648518346494357243	73115599907537415	5
DN	10093	10093	L	DNg100	DNxl058			DLT	g	brain	xl	ACH	0.9575194719	73115599907537415	648518346459693060	73115599907537415	5
DN	11968	11798	L	DNg102	DNxn181			VTV		brain	xn	GABA	0.7382914206	73397074884117768	648518346499676883	73397074950954463	5
DN	11798	11798	R	DNg102	DNxn181			VTV		brain	xn	GABA	0.7130620026	73467443628481876	648518346479729908	73397074950954463	5
DN	11693	11621	L	DNg102	DNxn182			VTV		brain	xn	GABA	0.7486327356	73397074884186759	648518346479368896	73397074950954463	5
DN	11621	11621	R	DNg102	DNxn182			VTV		brain	xn	GABA	0.7458853713	73397074950954463	648518346485963154	73397074950954463	5
DN	14575	14575	L	DNg103	DNxl060			VTV	g	brain	xl	GABA	0.9266965512	73326706341300523	648518346507029279	73326706341231220	4
DN	15186	14575	R	DNg103	DNxl060			VTV	g	brain	xl	GABA	0.9179004284	73326706341231220	648518346498497520	73326706341231220	4
DN	15950	15950	L	DNg104	DNxn072			DLV	g	brain	xn	unk	0.5483514711	73256337462868954	648518346486331490	73256337462868954	5
DN	16553	15950	R	DNg104	DNxn072			DLV	g	brain	xn	unk	0.4973949448	73537812439588962	648518346518248790	73256337462868954	5
DN	10086	10086	L	DNg105	DNxl055			DLT	g	brain	xl	GABA	0.9014056869	73115599974373048	648518346502401363	73115599974373048	5
DN	10095	10086	R	DNg105	DNxl055			DLT	g	brain	xl	GABA	0.8923010491	73678549927854523	648518346494011761	73115599974373048	5
DN	29760	29040	L	DNg106	DNit007			ITD		brain	it	unk	0.6466390684	73256337395736937	648518346509020026	73256337395736937	4
DN	33943	29040	L	DNg106	DNit007			ITD		brain	it	unk	0.5131219736	73256337395736937	648518346509020026	73256337395736937	4
DN	36495	29040	R	DNg106	DNit007			ITD		brain	it	unk	0.6041119121	73537812372602783	648518346511102517	73256337395736937	4
DN	29040	29040	R	DNg106	DNit007			ITD		brain	it	unk	0.6137404277	73537812372602783	648518346511102517	73256337395736937	4
DN	156733	29040	R	DNg106	DNit007			ITD		brain	it	unk	0.6149445758	73537812372597756	648518346488615409	73256337395683955	4
DN	39256	29040	L	DNg106	DNit007			ITD		brain	it	unk	0.5488670414	73256337395683955	648518346491961900	73256337395683955	4
DN	29983	27737	L	DNg106	DNlt006			ITD	g	brain	lt	GABA	0.7965408153	73256337395662536	648518346496233813	73537812372549303	5
DN	34180	27737	L	DNg106	DNlt006			ITD	g	brain	lt	GABA	0.8444256737	73256337395603790	648518346490234716	73537812372549303	5
DN	32154	27737	R	DNg106	DNlt006			ITD	g	brain	lt	GABA	0.8218601873	73537812372636403	648518346493901088	73537812372549303	5
DN	29695	27737	L	DNg106	DNlt006			ITD	g	brain	lt	unk	0.5566169379	73185968651569588	648518346483609007	73537812372549303	5
DN	30869	27737	L	DNg106	DNlt006			ITD	g	brain	lt	unk	0.5525549705	73185968651569588	648518346483609007	73537812372549303	5
DN	27737	27737	R	DNg106	DNlt006			ITD	g	brain	lt	unk	0.6531656461	73537812372549303	648518346483124900	73537812372549303	5
DN	28329	27737	R	DNg106	DNlt006			ITD	g	brain	lt	unk	0.5970551164	73537812372549303	648518346483124900	73537812372549303	5
DN	29151	27737	R	DNg106	DNlt006			ITD	g	brain	lt	unk	0.6080346158	73537812372580936	648518346499268187	73537812372549303	5
DN	28138	27737	L	DNg106	DNlt006			ITD	g	brain	lt	unk	0.6261196468	73256337395751149	648518346488651533	73537812372549303	5
DN	24125	24125	R	DNg107	DNxl047			VLT	g	brain	xl	ACH	0.9626262408	73467443628529073	648518346495991820	73185968718662405	4
DN	24267	24125	L	DNg107	DNxl047			VLT	g	brain	xl	ACH	0.9574535138	73185968718662405	648518346515103047	73185968718662405	5
DN	10058	10058	L	DNg108	DNxl048			DLT	g	brain	xl	GABA	0.7488880832	73115599907443241	648518346520017233	73115599907443241	5
DN	10240	10058	R	DNg108	DNxl048			DLT	g	brain	xl	GABA	0.7204085165	73608181116796423	648518346493881079	73115599907443241	5
DN	14947	14947	L	DNg109	DNxl057			DLT	g	brain	xl	ACH	0.9515565741	73115599907427780	648518346502333510	73115599907427780	5
DN	15844	14947	R	DNg109	DNxl057			DLT	g	brain	xl	ACH	0.9201870927	73678549793667706	648518346499578693	73115599907427780	5
DN	23026	23026	R	DNg11	DNxn014			ITD	g	brain	xn	GABA	0.9276675234	73537812305517438	648518346480202299	73256337261746855	5
DN	26991	23026	R	DNg11	DNxn014			ITD	g	brain	xn	GABA	0.9504835908	73537812171308353	648518346515464954	73256337261746855	5
DN	24332	23026	R	DNg11	DNxn014			ITD	g	brain	xn	GABA	0.9374427752	73537812171308353	648518346515464954	73256337261746855	5
DN	26209	23026	L	DNg11	DNxn014			ITD	g	brain	xn	GABA	0.9714396113	73256337261746855	648518346486555951	73256337261746855	5
DN	23688	23026	L	DNg11	DNxn014			ITD	g	brain	xn	GABA	0.9196048705	73256337328390279	648518346498168914	73256337261746855	5
DN	24965	23026	L	DNg11	DNxn014			ITD	g	brain	xn	GABA	0.9424380564	73256337328665465	648518346494759818	73256337261746855	5
DN	24679	24679	R	DNg110	DNut033			MTD-II	g	brain	ut	ACH	0.7844275096	73537812171012974	648518346487609666	73537812171034577	5
DN	25384	24679	L	DNg110	DNut033			MTD-II	g	brain	ut	ACH	0.8070407242	73256337261355447	648518346515433210	73537812171034577	5
DN	35902	24679	R	DNg110	DNut033			MTD-II	g	brain	ut	ACH	0.7856239892	73537812171034577	648518346486183522	73537812171034577	5
DN	25454	24679	R	DNg110	DNut033			MTD-II	g	brain	ut	ACH	0.8147173662	73537812171118051	648518346483521455	73537812171034577	5
DN	26288	24679	L	DNg110	DNut033			MTD-II	g	brain	ut	ACH	0.8333281983	73256337194250038	648518346517613160	73537812171034577	5
DN	25814	24679	L	DNg110	DNut033			MTD-II	g	brain	ut	ACH	0.802599804	73256337261439272	648518346499303655	73537812171034577	5
DN	28505	24679	L	DNg110	DNut033			MTD-II	g	brain	ut	ACH	0.8394760269	73256337194255331	648518346472167218	73537812171034577	5
DN	15895	15895	L	DNg111	DNxn070			MTD-I	g	brain	xn	GLUT	0.9836573647	73256337395704667	648518346487846992	73467443628343441	5
DN	16814	15895	R	DNg111	DNxn070			MTD-I	g	brain	xn	GLUT	0.9767877237	73467443628343441	648518346493684593	73467443628343441	5
DN	31361	31361	L	DNg12	DNfl001			none	g	brain	fl	ACH	0.9544177788	73115599907425267	648518346486102626	73608181116562433	5
DN	40338	31361	R	DNg12	DNfl001			none	g	brain	fl	ACH	0.9108244769	73608181116584515	648518346485905032	73608181116562433	5
DN	34253	31361	L	DNg12	DNfl001			none	g	brain	fl	ACH	0.9665660829	73185968584445409	648518346500962838	73608181116562433	5
DN	35473	31361	L	DNg12	DNfl001			none	g	brain	fl	ACH	0.9347659602	73185968584396355	648518346479702678	73608181116562433	5
DN	32424	31361	R	DNg12	DNfl001			none	g	brain	fl	ACH	0.9510085236	73608181116562433	648518346479925414	73608181116562433	5
DN	38587	31361	R	DNg12	DNfl001			none	g	brain	fl	ACH	0.9743191107	73608181116562433	648518346479925414	73608181116562433	5
DN	35413	31361	R	DNg12	DNfl001			none	g	brain	fl	ACH	0.9212378435	73608181116725117	648518346488565085	73608181116562433	5
DN	31742	30919	R	DNg12	DNfl002			none	g	brain	fl	ACH	0.9680616353	73608180982514381	648518346487666455	73608180982420610	5
DN	31078	30919	L	DNg12	DNfl002			none	g	brain	fl	ACH	0.961086254	73185968584377164	648518346487779095	73608180982420610	5
DN	31635	30919	L	DNg12	DNfl002			none	g	brain	fl	ACH	0.9301434507	73185968584440543	648518346465848880	73608180982420610	5
DN	32742	30919	L	DNg12	DNfl002			none	g	brain	fl	ACH	0.9395401622	73115599907323086	648518346493683704	73608180982420610	5
DN	32815	30919	L	DNg12	DNfl002			none	g	brain	fl	ACH	0.9437223596	73185968584394054	648518346511861104	73608180982420610	5
DN	30919	30919	R	DNg12	DNfl002			none	g	brain	fl	ACH	0.9493991901	73608180982423120	648518346479189202	73608180982420610	5
DN	31613	30919	R	DNg12	DNfl002			none	g	brain	fl	ACH	0.9774130154	73608180982530882	648518346479913126	73608180982420610	5
DN	34862	30919	R	DNg12	DNfl002			none	g	brain	fl	ACH	0.9863197962	73608180982420610	648518346494092402	73608180982420610	5
DN	28478	22870	L	DNg12	DNfl003			none	g	brain	fl	ACH	0.8141981522	73115599907355188	648518346480280790	73608181116535648	5
DN	30346	22870	R	DNg12	DNfl003			none	g	brain	fl	ACH	0.7867832989	73608181049701487	648518346480656352	73608181116535648	5
DN	24858	22870	L	DNg12	DNfl003			none	g	brain	fl	ACH	0.7731497733	73185968584412066	648518346494068256	73608181116535648	5
DN	30271	22870	L	DNg12	DNfl003			none	g	brain	fl	ACH	0.8296852918	73115599907352308	648518346493969399	73608181116535648	5
DN	30999	22870	L	DNg12	DNfl003			none	g	brain	fl	ACH	0.7899687513	73185968584416637	648518346475406260	73608181116535648	5
DN	22870	22870	R	DNg12	DNfl003			none	g	brain	fl	ACH	0.8808278884	73608181116535648	648518346489902033	73608181116535648	5
DN	26725	22870	R	DNg12	DNfl003			none	g	brain	fl	unk	0.6827134829	73608180982589018	648518346502195014	73608181116535648	5
DN	27728	22870	R	DNg12	DNfl003			none	g	brain	fl	ACH	0.8486743778	73608181049757911	648518346491433233	73608181116535648	5
DN	29120	22870	R	DNg12	DNfl003			none	g	brain	fl	ACH	0.8276710163	73608180982484813	648518346495872780	73608181116535648	5
DN	29706	22870	R	DNg12	DNfl003			none	g	brain	fl	ACH	0.8881861731	73608181049735475	648518346481119887	73608181116535648	5
DN	31123	22870	R	DNg12	DNfl003			none	g	brain	fl	ACH	0.7890642454	73608181049722822	648518346504614278	73608181116535648	5
DN	34382	22870	R	DNg12	DNfl003			none	g	brain	fl	ACH	0.8293764424	73608181116719801	648518346499263975	73608181116535648	5
DN	22875	22870	L	DNg12	DNfl003			none	g	brain	fl	ACH	0.911437962	73115599907341698	648518346479194812	73608181116535648	5
DN	33586	22870	L	DNg12	DNfl003			none	g	brain	fl	ACH	0.8179358117	73115599907371036	648518346466652526	73608181116535648	5
DN	32667	22870	L	DNg12	DNfl003			none	g	brain	fl	ACH	0.8906343905	73115599907434252	648518346490292490	73608181116535648	5
DN	26307	26307	L	DNg12	DNfl028			none		brain	fl	ACH	0.7357225948	73185968651411016	648518346484448003	73608180982402618	5
DN	26332	26307	L	DNg12	DNfl028			none		brain	fl	ACH	0.883914495	73185968584416653	648518346479290513	73608180982402618	5
DN	26608	26307	L	DNg12	DNfl028			none		brain	fl	ACH	0.8487650755	73185968584421209	648518346475284321	73608180982402618	5
DN	26502	26307	R	DNg12	DNfl028			none		brain	fl	ACH	0.8494974636	73608180982402618	648518346485976162	73608180982402618	5
DN	27389	26307	R	DNg12	DNfl028			none		brain	fl	ACH	0.7908314475	73608180982381775	648518346490463229	73608180982402618	5
DN	11048	10909	L	DNg13	DNxl005			VLT	g	brain	xl	ACH	0.9616475226	73185968718674546	648518346497743463	73185968718674546	5
DN	10909	10909	R	DNg13	DNxl005			VLT	g	brain	xl	ACH	0.9705897299	73537812439665293	648518346518219094	73185968718674546	4
DN	16926	11824	R	DNg14	DNhl001			DLT	g	brain	hl	ACH	0.7367500433	73608181116642386	648518346479748581	73115599907436498	5
DN	11824	11824	L	DNg14	DNhl001			DLT	g	brain	hl	ACH	0.7280612152	73115599907436498	648518346475217505	73115599907436498	5
DN	10121	10101	L	DNg15	DNxn015	AMMC-Db5;nagini		DMT	g	brain	xn	ACH	0.812194595	73256337530148310	648518346478483028	73537812506818915	5
DN	10101	10101	R	DNg15	DNxn015	AMMC-Db5;nagini		DMT	g	brain	xn	ACH	0.7180117955	73537812506818915	648518346493247516	73537812506818915	5
DN	10138	10138	L	DNg16	DNxl006			MTD-I	g	brain	xl	ACH	0.9120277297				
DN	10255	10138	R	DNg16	DNxl006			MTD-I	g	brain	xl	ACH	0.8739767417	73608180915126897	648518346491338182	NO MATCH	5
DN	14903	14903	R	DNg17	DNxn016			DLT	g	brain	xn	ACH	0.9610137037	73608181183937806	648518346485645950	73608181183937806	5
DN	15249	14903	L	DNg17	DNxn016			DLT	g	brain	xn	ACH	0.9656897769	73115599907551293	648518346484587853	73608181183937806	5
DN	44302	39959	R	DNg18	DNut016			ITD	g	brain	ut	unk	0.6412188531	73537812238111358	648518346503854688	73256337261696533	4
DN	39959	39959	L	DNg18	DNut016			ITD	g	brain	ut	unk	0.6870079802	73256337261696533	648518346496718820	73256337261696533	4
DN	14695	14695	R	DNg19	DNxl007			VLT	g	brain	xl	ACH	0.9808699543	73608181183946087	648518346510978946	73185968718755645	4
DN	14716	14695	L	DNg19	DNxl007			VLT	g	brain	xl	ACH	0.9801682261	73185968718755645	648518346495986493	73185968718755645	4
DN	18351	18351	R	DNg20	DNxn017			VTV	g	brain	xn	GABA	0.8771635846	73467443829683596	648518346476799760	73256337597095483	5
DN	18599	18351	L	DNg20	DNxn017			VTV	g	brain	xn	GABA	0.8978471049	73256337597095483	648518346491604136	73256337597095483	5
DN	17643	16571	L	DNg21	DNxl008			DLV	g	brain	xl	ACH	0.855570387	73256337462775754	648518346500642520	73256337462775754	5
DN	16571	16571	R	DNg21	DNxl008			DLV	g	brain	xl	ACH	0.9245797613	73467443695520633	648518346491981612	73256337462775754	5
DN	14814	14244	L	DNg22	DNxn024			MDA	g	brain	xn	unk	0.6039163474	73326706140252881	648518346500236981	73397074884241770	5
DN	14244	14244	R	DNg22	DNxn024			MDA	g	brain	xn	unk	0.6033005638	73397074884241770	648518346504984179	73397074884241770	5
DN	18856	17782	R	DNg23	DNxn018			DLV	g	brain	xn	GABA	0.9180608642	73467443762741242	648518346477792237	73256337529980732	5
DN	17782	17782	L	DNg23	DNxn018			DLV	g	brain	xn	GABA	0.9087766658	73256337529980732	648518346474404290	73256337529980732	5
DN	15090	15090	L	DNg24	DNxn019	AMMC-Db7		VTV	g	brain	xn	GABA	0.8820404613	73326706207026070	648518346481679293	73326706207026070	4
DN	15162	15090	R	DNg24	DNxn019	AMMC-Db7		VTV	g	brain	xn	GABA	0.8897497766	73397074951185603	648518346489919003	73326706207026070	4
DN	18113	16760	R	DNg26	DNxn020			DLT	g	brain	xn	GABA	0.88105092	73678549793558270	648518346509714214	73678549793558270	4
DN	16760	16760	L	DNg26	DNxn020			DLT	g	brain	xn	GABA	0.8966511564	73115599907309659	648518346502749171	73678549793558270	4
DN	16476	16350	L	DNg26	DNxn021			DLT	g	brain	xn	GABA	0.8934931246	73115599907302515	648518346493903115	73115599907302515	4
DN	16350	16350	R	DNg26	DNxn021			DLT	g	brain	xn	GABA	0.8757464758	73678549793417913	648518346507275129	73115599907302515	4
DN	13443	13061	R	DNg27	DNut017			MDA	g	brain	ut	GLUT	0.88839708	73397074749946911	648518346491753583	73326706139692431	5
DN	13061	13061	L	DNg27	DNut017			MDA	g	brain	ut	GLUT	0.8697639059	73326706139692431	648518346486183304	73326706139692431	5
DN	11548	11548	L	DNg29	DNxn022			DLV	g	brain	xn	ACH	0.9583535503	73326706274141599	648518346477704149	73326706274141599	5
DN	11622	11548	R	DNg29	DNxn022			DLV	g	brain	xn	ACH	0.9475315784	73397075018309137	648518346496644836	73326706274141599	5
DN	13326	13326	L	DNg30	DNxn023	SPN		DLV	g	brain	xn	unk	0.6324027336	73256337462862217	648518346488793016	73256337462862217	5
DN	13481	13326	R	DNg30	DNxn023	SPN		DLV	g	brain	xn	unk	0.6777406849	73537812439603753	648518346472941412	73256337462862217	5
DN	11263	11257	L	DNg31	DNxl009			VLT	g	brain	xl	GABA	0.9324282748	73185968718676982	648518346492544187	73185968718676982	5
DN	11257	11257	R	DNg31	DNxl009			VLT	g	brain	xl	GABA	0.9067283924	73537812439742273	648518346509889850	73185968718676982	4
DN	14820	14638	L	DNg32	DNut018			DLT	g	brain	ut	ACH	0.8970527589	73185968718617271	648518346500502963	73608181183933265	5
DN	14638	14638	R	DNg32	DNut018			DLT	g	brain	ut	ACH	0.9012300662	73608181183933265	648518346474636738	73608181183933265	5
DN	14847	14847	L	DNg33	DNxn025			MDA	g	brain	xn	ACH	0.7809372695	73397074682722305	648518346500992278	73397074682722305	4
DN	15909	14847	L	DNg33	DNxn025			MDA	g	brain	xn	ACH	0.8262772942	73397074682833924	648518346518524895	73397074682722305	4
DN	10210	10210	L	DNg34	DNxl010	OA-VPM1;aDT8		DLV	g	brain	xl	unk	0.5854416607	73256337462988425	648518346504546284	73256337462988425	4
DN	10217	10210	R	DNg34	DNxl010	OA-VPM1;aDT8		DLV	g	brain	xl	unk	0.5711410737	73397074951169250	648518346475742388	73256337462988425	4
DN	10476	10465	L	DNg35	DNxl011			MTD-I	g	brain	xl	ACH	0.8131029636	73115599907139061	648518346509679817	73115599907139061	5
DN	10465	10465	R	DNg35	DNxl011			MTD-I	g	brain	xl	ACH	0.8412741563	73608180982591841	648518346464845685	73115599907139061	5
DN	28307	25642	L	DNg36	DNut019			ITD	g	brain	ut	ACH	0.7781663857	73185968584536583	648518346487910423	73185968584513000	5
DN	25642	25642	R	DNg36	DNut019			ITD	g	brain	ut	unk	0.679259485	73537812305793148	648518346490087195	73185968584513000	5
DN	87661	25642	L	DNg36	DNut019			ITD	g	brain	ut	ACH	0.7876981488	73185968584513000	648518346495777131	73185968584513000	5
DN	104141	25642	R	DNg36	DNut019			ITD	g	brain	ut	ACH	0.7506951573	73537812372208328	648518346476888776	73185968584513000	5
DN	12863	12843	R	DNg37	DNxl012			DMT	g	brain	xl	GABA	0.8261686932	73608181183824585	648518346486437581	73608181183824585	5
DN	12843	12843	L	DNg37	DNxl012			DMT	g	brain	xl	GABA	0.8092271738	73185968718574969	648518346479771877	73608181183824585	5
DN	12934	12332	R	DNg38	DNxl013			DMT	g	brain	xl	GABA	0.8817004923	73608181183854818	648518346495269199	73608181183854818	4
DN	12332	12332	L	DNg38	DNxl013			DMT	g	brain	xl	GABA	0.9494244707	73185968718677067	648518346518601695	73608181183854818	4
DN	13660	13168	R	DNg39	DNxl016			DMT	g	brain	xl	ACH	0.9150630358	73608181116706799	648518346466918382	73185968651714688	5
DN	13168	13168	L	DNg39	DNxl016			DMT	g	brain	xl	ACH	0.9393812447	73185968651714688	648518346475217249	73185968651714688	5
DN	21909	21909	L	DNg40	DNlt001			DLV	g	brain	lt	GLUT	0.9283550466	73326706140130430	648518346481118208	73326706140130430	4
DN	23609	21909	R	DNg40	DNlt001			DLV	g	brain	lt	GLUT	0.9209965861	73467443695381032	648518346465847856	73326706140130430	4
DN	18518	17794	R	DNg41	DNut020			ITD	g	brain	ut	GLUT	0.9230472028	73608181049575046	648518346476796688	73185968584536582	4
DN	17794	17794	L	DNg41	DNut020			ITD	g	brain	ut	GLUT	0.8987426311	73185968584536582	648518346492392889	73185968584536582	4
DN	19682	18431	R	DNg42	DNxn052			MTD-I	g	brain	xn	GLUT	0.9558242167	73467443494094767	648518346490843309	73467443494094767	5
DN	18431	18431	L	DNg42	DNxn052			MTD-I	g	brain	xn	GLUT	0.9427852523	73326706072859042	648518346486658457	73467443494094767	5
DN	12272	12214	R	DNg43	DNxl028			DLV	g	brain	xl	ACH	0.9655528029	73537812439613189	648518346491773039	73256337463005873	5
