class	cell_id	supervoxel_id	root_id	group	side	type	systematic_type	synonyms	comment	soma_division	neuropil	hemilineage	manc_match_id	manc_group	manc_type	fanc_type	xyz
AN	12439	73256337395983936	648518346496506197	648518346481181786	R	AN07B037	AN07B037			T1	xn	07B	15062	13513	AN07B037		(35034, 75200, 1665)
AN	12285	73256337395852935	648518346509733763	648518346481181786	R	AN07B037	AN07B037			T1	xn	07B	17483	17483	AN07B037		(35183, 75200, 1641)
AN	12210	73537812439632405	648518346467099911	648518346467099911	R	AN07B040	AN07B040			T1	fl	07B	15691	15691	AN07B040		(43762, 75200, 1752)
AN	12252	73185968718621928	648518346509302650	648518346467099911	L	AN07B040	AN07B040			T1	fl	07B	16311	15691	AN07B040		(34378, 75200, 1701)
AN	12923	73256337395662510	648518346481461647	648518346481461647	R	AN07B041	AN07B041			T2	xn	07B	16325	16325	AN07B041		(36306, 75200, 1564)
AN	12849	73537812372651466	648518346484170013	648518346481461647	L	AN07B041	AN07B041			T2	ut	07B	13603	13603	AN07B041		(43719, 75200, 1663)
AN	12886	73256337395714622	648518346495440546	648518346481461647	R	AN07B041	AN07B041			T2	ut	07B	16394	13603	AN07B041		(35835, 75200, 1585)
AN	12898	73537812372628366	648518346497170328	648518346481461647	L	AN07B041	AN07B041			T2	xn	07B	16551	16325	AN07B041		(43865, 75200, 1658)
AN	12214	73608181116681555	648518346467100167	648518346467100167	L	AN07B042	AN07B042			T1	xn	07B	19421	17163	AN07B042		(45449, 75200, 1611)
AN	12340	73185968584605731	648518346475743970	648518346467100167	R	AN07B042	AN07B042			T1	xn	07B	17163	17163	AN07B042		(33728, 75200, 1531)
AN	12334	73608181116706807	648518346484059175	648518346467100167	L	AN07B042	AN07B042			T1	xn	07B	17287	17163	AN07B042		(45701, 75200, 1619)
AN	13356	73256337395700073	648518346486908668	648518346486908668	R	AN07B043	AN07B043			T3	xn	07B	102592	16870	AN07B043		(35708, 75200, 1579)
AN	13498	73537812439488762	648518346503213691	648518346486908668	L	AN07B043	AN07B043			T3	xn	07B	16870	16870	AN07B043		(44590, 75200, 1688)
AN	12920	73256337395773485	648518346478887120	648518346478887120	R	AN07B045	AN07B045			T2	xn	07B	14926	14926	AN07B045		(35702, 75200, 1606)
AN	12926	73256337395768238	648518346483260236	648518346478887120	R	AN07B045	AN07B045		difference in number		xn	07B	#N/A	14004	AN07B045		(35619, 75200, 1610)
AN	12890	73537812439493718	648518346489676652	648518346478887120	L	AN07B045	AN07B045			T2	xn	07B	16824	14004	AN07B045		(43709, 75200, 1690)
AN	12820	73537812439493699	648518346495755682	648518346478887120	L	AN07B045	AN07B045		difference in number		xn	07B	#N/A	14004	AN07B045		(43812, 75200, 1692)
AN	12879	73537812439511510	648518346500524092	648518346478887120	L	AN07B045	AN07B045			T2	xn	07B	19270	14926	AN07B045		(43860, 75200, 1701)
AN	12885	73256337395748840	648518346515844426	648518346478887120	R	AN07B045	AN07B045			T2	xn	07B	14004	14004	AN07B045		(35584, 75200, 1597)
AN	12832	73185968651632054	648518346481540511	648518346477883031	R	AN07B046	AN07B046			T2	xn	07B	21628	21368	AN07B046		(34223, 75200, 1626)
AN	12875	73256337395746689	648518346486442153	648518346477883031	R	AN07B046	AN07B046			T2	it	07B	18720	18720	AN07B046		(35494, 75200, 1598)
AN	12889	73537812439501150	648518346477883031	648518346477883031	L	AN07B046	AN07B046			T2	it	07B	20018	19678	AN07B046		(43904, 75200, 1696)
AN	12810	73537812439534381	648518346489948211	648518346477883031	L	AN07B046	AN07B046			T2	it	07B	100167	18720	AN07B046		(43932, 75200, 1705)
AN	12888	73256337395734515	648518346495570511	648518346477883031	R	AN07B046	AN07B046			T2	it	07B	19678	19678	AN07B046		(35657, 75200, 1593)
AN	12941	73256337395763103	648518346497317400	648518346477883031	R	AN07B046	AN07B046			T2	xn	07B	101218	12876	AN07B046		(35919, 75200, 1606)
AN	12867	73537812439521673	648518346518577750	648518346477883031	L	AN07B046	AN07B046			T2	xn	07B	21368	21368	AN07B046		(43983, 75200, 1699)
AN	12877	73537812439486010	648518346518594902	648518346477883031	L	AN07B046	AN07B046			T2	xn	07B	12876	12876	AN07B046		(44005, 75200, 1691)
AN	12322	73185968651480511	648518346471781019	648518346471781019	R	AN07B049	AN07B049			T1	nt	07B	19581	19590	AN07B049		(33291, 75200, 1564)
AN	12300	73608181116674149	648518346476382838	648518346471781019	L	AN07B049	AN07B049			T1	ut	07B	20442	20312	AN07B049		(45647, 75200, 1605)
AN	12269	73185968651462587	648518346479804404	648518346471781019	R	AN07B049	AN07B049			T1	nt	07B	17631	19590	AN07B049		(33388, 75200, 1557)
AN	12408	73608181116655766	648518346490171402	648518346471781019	L	AN07B049	AN07B049			T1	nt	07B	22740	19590	AN07B049		(45602, 75200, 1601)
AN	12387	73608181116642378	648518346494173175	648518346471781019	L	AN07B049	AN07B049			T1	ut	07B	20632	20312	AN07B049		(45615, 75200, 1591)
AN	12374	73185968651478305	648518346495072394	648518346471781019	R	AN07B049	AN07B049			T1	ut	07B	17785	20312	AN07B049		(33134, 75200, 1559)
AN	12372	73185968651450490	648518346511915455	648518346471781019	R	AN07B049	AN07B049			T1	nt	07B	19590	19590	AN07B049		(33257, 75200, 1555)
AN	12392	73608181116686626	648518346517564484	648518346471781019	L	AN07B049	AN07B049			T1	nt	07B	21324	19590	AN07B049		(45556, 75200, 1608)
AN	13326	73185968651444868	648518346459858692	648518346459858692	R	AN07B050	AN07B050			T3	ht	07B	18161	18161	AN07B050		(32848, 75200, 1550)
AN	13240	73185968651370527	648518346480880730	648518346459858692	R	AN07B050	AN07B050			T3	ht	07B	15351	15351	AN07B050		(32931, 75200, 1550)
AN	13546	73608181116507314	648518346481613249	648518346459858692	L	AN07B050	AN07B050			T3	ht	07B	20635	15351	AN07B050		(46249, 75200, 1550)
AN	13538	73608181049621297	648518346496274188	648518346459858692	L	AN07B050	AN07B050			T3	ht	07B	21113	18161	AN07B050		(46405, 75200, 1500)
AN	12268	73185968651509051	648518346494631223	648518346494631223	R	AN07B051	AN07B051			T1	xn	07B	19677	19677	AN07B051		(33165, 75200, 1576)
AN	12330	73185968651564979	648518346475281208	648518346475281208	R	AN07B052	AN07B052		difference in number		xn	07B	#N/A	17514	AN07B052		(33364, 75200, 1599)
AN	12272	73185968651511518	648518346486877411	648518346475281208	R	AN07B052	AN07B052			T1	xn	07B	19782	15173	AN07B052		(33411, 75200, 1582)
AN	12323	73185968651527420	648518346489051370	648518346475281208	R	AN07B052	AN07B052			T1	xn	07B	19370	19370	AN07B052		(33167, 75200, 1582)
AN	12427	73608181049871211	648518346495998027	648518346475281208	L	AN07B052	AN07B052			T1	xn	07B	15173	15173	AN07B052		(45913, 75200, 1543)
AN	12298	73185968651551488	648518346499288670	648518346475281208	R	AN07B052	AN07B052			T1	xn	07B	17858	17514	AN07B052		(33771, 75200, 1595)
AN	12420	73608181116642317	648518346517548836	648518346475281208	L	AN07B052	AN07B052			T1	xn	07B	23543	19370	AN07B052		(45888, 75200, 1598)
AN	12379	73608181116738143	648518346517785960	648518346475281208	L	AN07B052	AN07B052			T1	xn	07B	17514	17514	AN07B052		(45388, 75200, 1629)
AN	13468	73608181116507030	648518346490277147	648518346490277147	L	AN07B056	AN07B056			T3	ut	07B	22434	18072	AN07B056		(46332, 75200, 1551)
AN	13747	73608181116436945	648518346491530938	648518346490277147	L	AN07B056	AN07B056			T3	ht	07B	19841	19365	AN07B056		(46178, 75200, 1551)
AN	13351	73185968584632212	648518346493312576	648518346490277147	R	AN07B056	AN07B056			T3	ut	07B	18072	18072	AN07B056		(33279, 75200, 1544)
AN	13381	73185968651499300	648518346494251767	648518346490277147	R	AN07B056	AN07B056			T3	ht	07B	19365	19365	AN07B056		(33034, 75200, 1571)
AN	13500	73537812372411268	648518346494440562	648518346490277147	L	AN07B056	AN07B056			T3	ht	07B	19871	13683	AN07B056		(44251, 75200, 1566)
AN	13410	73185968651504063	648518346512141759	648518346490277147	R	AN07B056	AN07B056			T3	ht	07B	13683	13683	AN07B056		(32850, 75200, 1575)
AN	12954	73256337395801888	648518346481642399	648518346481642399	R	AN07B057	AN07B057			T2	xn	07B	20578	19364	AN07B057		(35527, 75200, 1620)
AN	12945	73537812439465100	648518346493905144	648518346481642399	L	AN07B057	AN07B057			T2	xn	07B	19364	19364	AN07B057		(44315, 75200, 1684)
AN	12851	73185968584563712	648518346475516001	648518346475516001	R	AN07B060	AN07B060			T2	xn	07B	21790	16833	AN07B060		(33856, 75200, 1519)
AN	12896	73185968651585631	648518346491826449	648518346475516001	R	AN07B060	AN07B060			T2	xn	07B	21462	16595	AN07B060		(34747, 75200, 1609)
AN	12878	73537812372497515	648518346492436607	648518346475516001	L	AN07B060	AN07B060			T2	xn	07B	16833	16833	AN07B060		(44734, 75200, 1604)
AN	12913	73537812372571095	648518346497713142	648518346475516001	L	AN07B060	AN07B060			T2	xn	07B	16440	16440	AN07B060		(44205, 75200, 1628)
AN	12881	73256337395760667	648518346504212008	648518346475516001	R	AN07B060	AN07B060			T2	xn	07B	21560	16440	AN07B060		(35539, 75200, 1606)
AN	12899	73537812372542286	648518346507396895	648518346475516001	L	AN07B060	AN07B060			T2	xn	07B	16595	16595	AN07B060		(44481, 75200, 1624)
AN	12426	73537812439496276	648518346466138416	648518346466138416	L	AN07B062	AN07B062			T1	xn	07B	21646	20359	AN07B062		(44672, 75200, 1692)
AN	12240	73185968651750648	648518346481617601	648518346466138416	R	AN07B062	AN07B062			T1	xn	07B	20359	20359	AN07B062		(34532, 75200, 1671)
AN	12421	73537812439513988	648518346482329748	648518346466138416	L	AN07B062	AN07B062			T1	xn	07B	21103	21103	AN07B062		(44726, 75200, 1699)
AN	12277	73185968651751184	648518346482962662	648518346466138416	R	AN07B062	AN07B062		difference in number		xn	07B	#N/A	21103	AN07B062		(34665, 75200, 1664)
AN	12391	73537812439493719	648518346484713475	648518346466138416	L	AN07B062	AN07B062			T1	xn	07B	19159	19159	AN07B062		(44831, 75200, 1689)
AN	12223	73185968651844476	648518346496774445	648518346466138416	R	AN07B062	AN07B062			T1	xn	07B	17944	17944	AN07B062		(34625, 75200, 1671)
AN	12220	73185968651750983	648518346500403637	648518346466138416	R	AN07B062	AN07B062			T1	xn	07B	21608	21103	AN07B062		(34505, 75200, 1665)
AN	12395	73537812439478117	648518346501340950	648518346466138416	L	AN07B062	AN07B062			T1	xn	07B	18612	17944	AN07B062		(44751, 75200, 1691)
AN	12286	73185968718485697	648518346517432869	648518346466138416	R	AN07B062	AN07B062			T1	xn	07B	20544	19159	AN07B062		(34583, 75200, 1676)
AN	12873	73608181049497163	648518346482488361	648518346482488361	L	AN07B063	AN07B063		difference in number		ut	07B	#N/A	20597	AN07B063		(46272, 75200, 1452)
AN	12838	73608180982506237	648518346489479628	648518346482488361	L	AN07B063	AN07B063			T2	ut	07B	22038	20597	AN07B063		(45232, 75201, 1366)
AN	12861	73608180982605218	648518346493892343	648518346482488361	L	AN07B063	AN07B063		difference in number		ut	07B	#N/A	20597	AN07B063		(45420, 75200, 1399)
AN	12905	73256337395712249	648518346501082729	648518346482488361	R	AN07B063	AN07B063			T2	ut	07B	20597	20597	AN07B063		(35657, 75200, 1588)
AN	12293	73608181116926488	648518346467401735	648518346467401735	L	AN07B069	AN07B069			T1	xn	07B	23996	14464	AN07B069		(45441, 75200, 1667)
AN	12349	73185968651555984	648518346473969005	648518346467401735	R	AN07B069	AN07B069			T1	nt	07B	21746	21746	AN07B069		(33875, 75200, 1597)
AN	12178	73185968651625112	648518346477904597	648518346467401735	R	AN07B069	AN07B069			T1	nt	07B	22560	22187	AN07B069		(33831, 75200, 1626)
AN	12338	73185968651658589	648518346481625247	648518346467401735	R	AN07B069	AN07B069			T1	nt	07B	22968	20229	AN07B069		(33864, 75200, 1639)
AN	12373	73608181183723004	648518346487931860	648518346467401735	L	AN07B069	AN07B069			T1	nt	07B	22533	22187	AN07B069		(45826, 75200, 1687)
AN	12284	73608181183819937	648518346489441807	648518346467401735	L	AN07B069	AN07B069			T1	nt	07B	20532	19429	AN07B069		(45077, 75200, 1730)
AN	12354	73185968651627496	648518346490181896	648518346467401735	R	AN07B069	AN07B069			T1	nt	07B	23206	22187	AN07B069		(33713, 75200, 1626)
AN	12203	73185968651662422	648518346491561914	648518346467401735	R	AN07B069	AN07B069			T1	xn	07B	14464	14464	AN07B069		(33805, 75200, 1646)
AN	12362	73185968651558234	648518346493921934	648518346467401735	R	AN07B069	AN07B069			T1	nt	07B	19429	19429	AN07B069		(33986, 75200, 1592)
AN	12389	73537812439567613	648518346511969392	648518346467401735	L	AN07B069	AN07B069			T1	nt	07B	22187	22187	AN07B069		(44905, 75200, 1723)
AN	12365	73608181116799327	648518346515357434	648518346467401735	L	AN07B069	AN07B069			T1	nt	07B	22636	21746	AN07B069		(45341, 75200, 1657)
AN	12333	73537812439511452	648518346480319654	648518346480319654	L	AN07B070	AN07B070			T1	xn	07B	20959	20748	AN07B070		(44806, 75200, 1704)
AN	12188	73608181183733541	648518346489829727	648518346480319654	L	AN07B070	AN07B070			T1	xn	07B	20543	20025	AN07B070		(45350, 75200, 1698)
AN	12183	73185968651675828	648518346491011501	648518346480319654	R	AN07B070	AN07B070			T1	xn	07B	22324	20025	AN07B070		(34212, 75200, 1648)
AN	12118	73185968651750772	648518346493995787	648518346480319654	R	AN07B070	AN07B070			T1	xn	07B	20025	20025	AN07B070		(34702, 75200, 1671)
AN	12191	73185968651684857	648518346495437750	648518346480319654	R	AN07B070	AN07B070			T1	xn	07B	22160	20954	AN07B070		(34184, 75200, 1654)
AN	12258	73537812439550341	648518346495756706	648518346480319654	L	AN07B070	AN07B070			T1	xn	07B	20954	20954	AN07B070		(44811, 75200, 1718)
AN	12126	73185968718485427	648518346496454263	648518346480319654	R	AN07B070	AN07B070			T1	xn	07B	20748	20748	AN07B070		(34781, 75200, 1674)
AN	12399	73537812439579655	648518346470423038	648518346470423038	L	AN07B071	AN07B071			T1	nt	07B	23166	20012	AN07B071		(44790, 75200, 1725)
AN	12271	73185968651602601	648518346480015092	648518346470423038	R	AN07B071	AN07B071			T1	nt	07B	20205	18437	AN07B071		(33856, 75200, 1613)
AN	12307	73608181183807726	648518346486086498	648518346470423038	L	AN07B071	AN07B071			T1	nt	07B	22577	22577	AN07B071		(45177, 75200, 1723)
AN	12106	73185968651494601	648518346486433193	648518346470423038	R	AN07B071	AN07B071			T1	nt	07B	23905	20418	AN07B071		(33238, 75200, 1571)
AN	12345	73185968651560366	648518346486494157	648518346470423038	R	AN07B071	AN07B071			T1	nt	07B	26359	20418	AN07B071		(34021, 75200, 1596)
AN	12393	73608181116567489	648518346488588169	648518346470423038	L	AN07B071	AN07B071			T1	nt	07B	18437	18437	AN07B071		(45714, 75200, 1560)
AN	12593	73185968584632741	648518346489754199	648518346470423038	R	AN07B071	AN07B071			T1	nt	07B	21020	20418	AN07B071		(32881, 75200, 1538)
AN	12346	73608181116696716	648518346490132186	648518346470423038	L	AN07B071	AN07B071			T1	nt	07B	24456	20418	AN07B071		(45640, 75200, 1615)
AN	12319	73185968718485467	648518346490498045	648518346470423038	R	AN07B071	AN07B071			T1	nt	07B	24156	22577	AN07B071		(34516, 75200, 1676)
AN	12153	73185968651567246	648518346492966684	648518346470423038	R	AN07B071	AN07B071			T1	nt	07B	159203	20418	AN07B071		(33962, 75200, 1599)
AN	12254	73185968651632040	648518346493016860	648518346470423038	R	AN07B071	AN07B071			T1	nt	07B	22976	20418	AN07B071		(33970, 75200, 1625)
AN	12430	73608181183840622	648518346498232084	648518346470423038	L	AN07B071	AN07B071			T1	nt	07B	20418	20418	AN07B071		(46350, 75200, 1742)
AN	12120	73185968651636250	648518346499539547	648518346470423038	R	AN07B071	AN07B071			T1	nt	07B	19143	19143	AN07B071		(34039, 75200, 1630)
AN	12423	73537812439593785	648518346500677811	648518346470423038	L	AN07B071	AN07B071			T1	nt	07B	19248	19143	AN07B071		(44859, 75200, 1731)
AN	12250	73608181116735450	648518346506447906	648518346470423038	L	AN07B071	AN07B071			T1	nt	07B	27579	20418	AN07B071		(45541, 75200, 1634)
AN	12273	73185968651684838	648518346509785126	648518346470423038	R	AN07B071	AN07B071			T1	nt	07B	23828	22577	AN07B071		(33779, 75200, 1653)
AN	12376	73537812439555100	648518346512167103	648518346470423038	L	AN07B071	AN07B071			T1	nt	07B	20820	20418	AN07B071		(45041, 75200, 1722)
AN	12255	73185968651750766	648518346531530522	648518346470423038	R	AN07B071	AN07B071			T1	nt	07B	20012	20012	AN07B071		(33959, 75200, 1670)
AN	13564	73608181049688476	648518346465888816	648518346465888816	L	AN07B072	AN07B072			T3	ht	07B	24811	24811	AN07B072		(46450, 75200, 1521)
AN	13479	73185968651468786	648518346465967152	648518346465888816	R	AN07B072	AN07B072			T3	ut	07B	25233	22597	AN07B072		(32879, 75200, 1555)
AN	13409	73608181049685721	648518346475329716	648518346465888816	L	AN07B072	AN07B072			T3	ht	07B	32948	25370	AN07B072		(46347, 75200, 1521)
AN	13578	73608181049728430	648518346477183176	648518346465888816	L	AN07B072	AN07B072			T3	ut	07B	22597	22597	AN07B072		(46330, 75200, 1542)
AN	13388	73608181049660429	648518346477801180	648518346465888816	L	AN07B072	AN07B072			T3	ht	07B	20657	20657	AN07B072		(46376, 75200, 1509)
AN	13560	73608181116550905	648518346479223506	648518346465888816	L	AN07B072	AN07B072			T3	ut	07B	22955	22955	AN07B072		(46274, 75200, 1555)
AN	13430	73185968584750811	648518346479638501	648518346465888816	R	AN07B072	AN07B072			T3	ht	07B	29701	24811	AN07B072		(33347, 75200, 1545)
AN	12377	73608181116645412	648518346481459045	648518346465888816	L	AN07B072	AN07B072			T1	ut	07B	29035	21637	AN07B072		(45681, 75200, 1594)
AN	12318	73185968651544148	648518346483111142	648518346465888816	R	AN07B072	AN07B072			T1	ut	07B	22075	21637	AN07B072		(33612, 75200, 1588)
AN	12350	73185968651484987	648518346483147340	648518346465888816	R	AN07B072	AN07B072			T1	ut	07B	21637	21637	AN07B072		(33164, 75200, 1568)
AN	13481	73608181049605913	648518346486055584	648518346465888816	L	AN07B072	AN07B072			T3	ht	07B	24053	22069	AN07B072		(46361, 75200, 1496)
AN	12410	73608181116596513	648518346486894489	648518346465888816	L	AN07B072	AN07B072			T1	ut	07B	27411	21637	AN07B072		(45723, 75200, 1578)
AN	13418	73185968651511550	648518346488465742	648518346465888816	R	AN07B072	AN07B072			T3	ut	07B	24555	24555	AN07B072		(33019, 75200, 1577)
AN	13752	73608181049728473	648518346491173667	648518346465888816	L	AN07B072	AN07B072			T3	ht	07B	29369	22069	AN07B072		(46432, 75200, 1536)
AN	13334	73185968651494613	648518346491929199	648518346465888816	R	AN07B072	AN07B072			T3	ut	07B	22098	20522	AN07B072		(33109, 75200, 1570)
AN	13362	73185968651444443	648518346493948017	648518346465888816	R	AN07B072	AN07B072			T3	ut	07B	23260	21409	AN07B072		(33027, 75202, 1552)
AN	13503	73115599907307321	648518346494394759	648518346465888816	R	AN07B072	AN07B072			T3	ht	07B	154372	20657	AN07B072		(32668, 75200, 1569)
AN	13376	73185968584613431	648518346499539803	648518346465888816	R	AN07B072	AN07B072			T3	ht	07B	22069	22069	AN07B072		(33844, 75200, 1534)
AN	13454	73185968651319535	648518346500646616	648518346465888816	R	AN07B072	AN07B072			T3	ut	07B	25089	22955	AN07B072		(33140, 75200, 1551)
AN	13365	73608181116770509	648518346502007402	648518346465888816	L	AN07B072	AN07B072			T3	ut	07B	20522	20522	AN07B072		(45365, 75200, 1638)
AN	13417	73185968651459553	648518346504107304	648518346465888816	R	AN07B072	AN07B072			T3	ht	07B	25370	25370	AN07B072		(32956, 75200, 1554)
AN	13585	73608181116547740	648518346508959807	648518346465888816	L	AN07B072	AN07B072			T3	ut	07B	21409	21409	AN07B072		(46211, 75200, 1554)
AN	13452	73185968584548893	648518346480919386	648518346480919386	R	AN07B076	AN07B076			T3	ut	07B	25422	21647	AN07B076		(34022, 75200, 1513)
AN	13273	73185968584548900	648518346482427796	648518346480919386	R	AN07B076	AN07B076			T3	ut	07B	20751	20751	AN07B076		(33960, 75200, 1511)
AN	13176	73608181049534553	648518346531527450	648518346480919386	L	AN07B076	AN07B076			T3	ut	07B	35988	20751	AN07B076		(46316, 75200, 1465)
AN	12194	73185968651571913	648518346479804916	648518346479804916	R	AN07B078	AN07B078			T1	nt	07B	22580	20874	AN07B078		(33900, 75202, 1603)
AN	12347	73185968651675832	648518346489701740	648518346479804916	R	AN07B078	AN07B078			T1	xn	07B	25444	23313	AN07B078		(33735, 75200, 1646)
AN	12371	73608181116694210	648518346491255073	648518346479804916	L	AN07B078	AN07B078			T1	xn	07B	23313	23313	AN07B078		(45700, 75200, 1611)
AN	12405	73608181116751067	648518346506782242	648518346479804916	L	AN07B078	AN07B078			T1	nt	07B	20874	20874	AN07B078		(45425, 75200, 1639)
AN	12266	73608181183748977	648518346472477746	648518346472477746	L	AN07B082	AN07B082			T1	nt	07B	21605	20858	AN07B082		(45448, 75200, 1705)
AN	12396	73608181183654957	648518346479768549	648518346472477746	L	AN07B082	AN07B082			T1	nt	07B	26921	27034	AN07B082		(46252, 75200, 1682)
AN	12218	73185968651642801	648518346480927744	648518346472477746	R	AN07B082	AN07B082			T1	nt	07B	21708	20858	AN07B082		(34322, 75200, 1631)
AN	12280	73608181183728437	648518346481734303	648518346472477746	L	AN07B082	AN07B082			T1	nt	07B	27952	27034	AN07B082		(45284, 75191, 1693)
AN	12336	73608181183773466	648518346495071114	648518346472477746	L	AN07B082	AN07B082			T1	nt	07B	27907	27034	AN07B082		(46251, 75200, 1710)
AN	12406	73537812439581982	648518346495445430	648518346472477746	L	AN07B082	AN07B082			T1	nt	07B	22047	20858	AN07B082		(44986, 75200, 1728)
AN	12197	73185968651569592	648518346495756962	648518346472477746	R	AN07B082	AN07B082			T1	nt	07B	22330	20858	AN07B082		(33783, 75200, 1603)
AN	12119	73185968651581162	648518346495936363	648518346472477746	R	AN07B082	AN07B082			T1	nt	07B	27654	27034	AN07B082		(33739, 75200, 1608)
AN	12306	73185968651494596	648518346496170086	648518346472477746	R	AN07B082	AN07B082			T1	nt	07B	27034	27034	AN07B082		(33308, 75200, 1570)
AN	12436	73537812439565190	648518346499529307	648518346472477746	L	AN07B082	AN07B082			T1	nt	07B	20858	20858	AN07B082		(44986, 75200, 1718)
AN	12378	73608181116663606	648518346501617737	648518346472477746	L	AN07B082	AN07B082			T1	nt	07B	20015	20858	AN07B082		(45758, 75200, 1599)
AN	12236	73185968651711089	648518346504408812	648518346472477746	R	AN07B082	AN07B082			T1	nt	07B	23100	20858	AN07B082		(34366, 75200, 1669)
AN	13405	73185968651509038	648518346477127440	648518346477127440	R	AN07B085	AN07B085			T3	ut	07B	165870	25235	AN07B085		(33087, 75200, 1576)
AN	13536	73608181116535786	648518346485921928	648518346477127440	L	AN07B085	AN07B085			T3	ut	07B	26819	26819	AN07B085		(45714, 75200, 1554)
AN	13416	73185968651518362	648518346489886491	648518346477127440	R	AN07B085	AN07B085			T3	ut	07B	27023	26819	AN07B085		(32909, 75200, 1579)
AN	13284	73185968584538984	648518346491826961	648518346477127440	R	AN07B085	AN07B085			T3	ut	07B	100644	21311	AN07B085		(33888, 75200, 1510)
AN	13422	73608181116777875	648518346500028227	648518346477127440	L	AN07B085	AN07B085			T3	ut	07B	21311	21311	AN07B085		(45225, 75200, 1643)
AN	13513	73608181116554009	648518346511443765	648518346477127440	L	AN07B085	AN07B085			T3	ut	07B	25235	25235	AN07B085		(46234, 75200, 1559)
AN	13295	73537812372421111	648518346459716612	648518346459716612	L	AN07B089	AN07B089			A1	xn	07B	25366	24154	AN07B089		(44069, 75200, 1567)
AN	13294	73537812305524813	648518346475530593	648518346459716612	L	AN07B089	AN07B089			A1	ht	07B	26387	26387	AN07B089		(44479, 75200, 1522)
AN	13252	73537812372406322	648518346480935168	648518346459716612	L	AN07B089	AN07B089			A1	xn	07B	27133	24154	AN07B089		(44286, 75200, 1563)
AN	13238	73256337328836181	648518346499268699	648518346459716612	R	AN07B089	AN07B089			A1	xn	07B	158242	24154	AN07B089		(35931, 75338, 1532)
AN	13286	73256337328764257	648518346510132518	648518346459716612	R	AN07B089	AN07B089			A1	xn	07B	30064	24154	AN07B089		(35914, 75200, 1499)
AN	13257	73256337328776563	648518346514355422	648518346459716612	R	AN07B089	AN07B089			A1	xn	07B	16503	24154	AN07B089		(35848, 75200, 1509)
AN	12375	73608181116694168	648518346472477234	648518346472477234	L	AN07B091	AN07B091			T1	xn	07B	25134	24997	AN07B091		(45576, 75200, 1615)
AN	12215	73185968718434064	648518346475840482	648518346472477234	R	AN07B091	AN07B091			T1	xn	07B	159575	24997	AN07B091		(34462, 75200, 1675)
AN	12166	73185968651658583	648518346487852880	648518346472477234	R	AN07B091	AN07B091			T1	xn	07B	26841	26841	AN07B091		(34181, 75201, 1639)
AN	12233	73185968718538300	648518346491841553	648518346472477234	R	AN07B091	AN07B091			T1	xn	07B	24997	24997	AN07B091		(34449, 75200, 1680)
AN	12281	73608181116706806	648518346494657525	648518346472477234	L	AN07B091	AN07B091			T1	xn	07B	30249	26841	AN07B091		(45625, 75200, 1618)
AN	12337	73608181116722482	648518346489023757	648518346489023757	L	AN07B095	AN07B095			T1	nt	07B	26731	26257	AN07B095		(45508, 75200, 1627)
AN	12205	73185968651636249	648518346495562914	648518346489023757	R	AN07B095	AN07B095			T1	nt	07B	26257	26257	AN07B095		(33887, 75202, 1630)
AN	12276	73608181116714534	648518346484835149	648518346484835149	L	AN07B097	AN07B097			T1	xn	07B	25737	25737	AN07B097		(45519, 75200, 1623)
AN	12278	73185968651645139	648518346502863347	648518346484835149	R	AN07B097	AN07B097			T1	xn	07B	28579	25737	AN07B097		(33797, 75200, 1632)
AN	13260	73256337328809788	648518346488509880	648518346487907906	R	AN07B100	AN07B100			A1	ut	07B	28764	28764	AN07B100		(35390, 75199, 1517)
AN	13746	73537812372383725	648518346487907906	648518346487907906	L	AN07B100	AN07B100			A1	ut	07B	34625	28764	AN07B100		(44280, 75200, 1559)
AN	12264	73185968651651966	648518346480929280	648518346480929280	R	AN07B101	AN07B101			T1	nt	07B	27949	27753	AN07B101		(33769, 75200, 1638)
AN	12328	73256337395739576	648518346489641559	648518346480929280	R	AN07B101	AN07B101			T1	nt	07B	28289	27753	AN07B101		(35432, 75200, 1594)
AN	12294	73608181116745862	648518346489870107	648518346480929280	L	AN07B101	AN07B101			T1	nt	07B	27753	27753	AN07B101		(45445, 75200, 1633)
AN	12339	73608181116775395	648518346495196495	648518346480929280	L	AN07B101	AN07B101			T1	nt	07B	25639	27753	AN07B101		(45524, 75200, 1644)
AN	12914	73185968584644541	648518346510868098	648518346510868098	R	AN07B994			matching problem	T2	xn	07B	#N/A			AN07B994	(33777, 75200, 1539)
AN	12417	73537812439545002	648518346491586622	648518346491586622	L	AN07B995			matching problem	T1	xn	07B	#N/A			AN07B995	(44900, 75200, 1713)
AN	13327	73608181183743642	648518346511538800	648518346511538800	L	AN07B996			matching problem	T3	ut	07B	#N/A			AN07B996	(45251, 75200, 1707)
AN	12853	73537812439460390	648518346526275799	648518346526275799	L	AN07B997			matching problem	T2	xn	07B	#N/A			AN07B997	(43618, 75200, 1684)
AN	12412	73608181116714529	648518346490557706	648518346490557706	L	AN07B998			female specific	T1	nt	07B	#N/A			AN07B998	(45427, 75200, 1621)
AN	12309	73185968651578919	648518346502455975	648518346490557706	R	AN07B998			female specific	T1	nt	07B	#N/A			AN07B998	(34021, 75200, 1605)
AN	13817	73608181049775190	648518346486117266	648518346486117266	L	AN07B999			female specific	T3	ht	07B	#N/A			AN07B999	(46225, 75200, 1537)
