class	cell_id	supervoxel_id	root_id	group	side	type	systematic_type	synonyms	comment	soma_division	neuropil	hemilineage	manc_match_id	manc_group	manc_type	fanc_type	xyz
AN	13045	73115599974415087	648518346479408785	648518346479408785	R	AN19B014	AN19B014			T2	xl	19B	15562	10981	AN19B014		(31982, 75200, 1711)
AN	13032	73678549927769740	648518346491775400	648518346479408785	L	AN19B014	AN19B014			T2	xl	19B	10981	10981	AN19B014		(47658, 75200, 1701)
AN	12651	73608180982538398	648518346509863881	648518346509863881	L	AN19B015	AN19B015			T1	fl	19B	11153	11153	AN19B015		(46325, 75200, 1377)
AN	12604	73256337261580140	648518346524093957	648518346509863881	R	AN19B015	AN19B015			T1	fl	19B	13309	11153	AN19B015		(35248, 75200, 1348)
AN	12713	73678549860773870	648518346499891340	648518346499891340	L	AN19B017	AN19B017			T1	xn	19B	12052	12052	AN19B017		(47262, 75200, 1588)
AN	12627	73115599907529158	648518346509501827	648518346499891340	R	AN19B017	AN19B017			T1	xn	19B	14553	12052	AN19B017		(31267, 75200, 1663)
AN	12560	73608181116562479	648518346486018500	648518346486018500	L	AN19B018	AN19B018			T1	xn	19B	11909	11552	AN19B018		(46260, 75200, 1563)
AN	12538	73185968651484982	648518346515829754	648518346486018500	R	AN19B018	AN19B018			T1	xn	19B	11552	11552	AN19B018		(32872, 75200, 1563)
AN	12614	73115599907144506	648518346494966443	648518346494966443	R	AN19B019	AN19B019			T1	xn	19B	12311	12290	AN19B019		(31489, 75200, 1550)
AN	12566	73678549793626476	648518346508959039	648518346494966443	L	AN19B019	AN19B019			T1	xn	19B	12290	12290	AN19B019		(47564, 75200, 1487)
AN	13099	73608181116623230	648518346492221311	648518346492221311	L	AN19B022	AN19B022			T3	xn	19B	11985	11985	AN19B022		(46663, 75200, 1595)
AN	13155	73115599907485682	648518346493141056	648518346492221311	R	AN19B022	AN19B022			T3	xn	19B	12149	11985	AN19B022		(32084, 75200, 1643)
AN	13034	73115599907344119	648518346477524188	648518346477524188	R	AN19B024	AN19B024			T2	xn	19B	11628	11628	AN19B024		(32069, 75200, 1585)
AN	13052	73678549793644524	648518346478193621	648518346477524188	L	AN19B024	AN19B024			T2	xn	19B	12486	11628	AN19B024		(47397, 75200, 1490)
AN	13035	73608181116479977	648518346467404295	648518346467404295	L	AN19B025	AN19B025			T2	xn	19B	12402	12402	AN19B025		(46693, 75200, 1554)
AN	13029	73115599840436465	648518346488189264	648518346467404295	R	AN19B025	AN19B025			T2	xn	19B	12464	12402	AN19B025		(31923, 75200, 1542)
AN	13148	73678549793621446	648518346493316672	648518346493316672	L	AN19B028	AN19B028			T3	xn	19B	14600	12904	AN19B028		(47176, 75200, 1477)
AN	13143	73115599907248989	648518346507138376	648518346493316672	R	AN19B028	AN19B028			T3	xn	19B	12904	12904	AN19B028		(31209, 75200, 1553)
AN	13025	73115599907514151	648518346475981282	648518346475981282	R	AN19B032	AN19B032			T2	xn	19B	13889	12754	AN19B032		(32227, 75200, 1656)
